Name,URL,Image,Size,Color,RPM,Airflow,Noise Level,PWM,Price
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/rq7G3C/iceberg-thermal-icegale-96-cfm-140-mm-fan-icegale14-a0a,https://cdna.pcpartpicker.com/static/forever/images/product/d57dada830afa1382421a654fba9c335.256p.jpg,140 mm,Teal / White,500 - 1600 RPM,96 CFM,0 - 36 dB,Yes,
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/26mmP6/iceberg-thermal-icegale-96-cfm-140-mm-fan-icegale14-b0a,https://cdna.pcpartpicker.com/static/forever/images/product/167e5dd6d8d6343ce78d50ea12085d37.256p.jpg,140 mm,Gray / White,500 - 1600 RPM,96 CFM,0 - 36 dB,Yes,
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/ZXFbt6/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fan-icegale14d-a0a,https://cdna.pcpartpicker.com/static/forever/images/product/b519dedebd93a6325d979ba2f30c61b0.256p.jpg,140 mm,Teal / White,500 - 2500 RPM,169 CFM,0 - 47 dB,Yes,
Iceberg Thermal IceGALE Xtra,https://pcpartpicker.com/product/4ZrRsY/iceberg-thermal-icegale-xtra-169-cfm-140-mm-fan-icegale14d-c0a,https://cdna.pcpartpicker.com/static/forever/images/product/0dd489b1be308dc380bd4e050c0f21bd.256p.jpg,140 mm,Black / White,500 - 2500 RPM,169 CFM,0 - 47 dB,Yes,
In Win Sirius Extreme Pure ASE120P 3-Pack,https://pcpartpicker.com/product/GrbTwP/in-win-sirius-extreme-pure-ase120p-54-cfm-120-mm-fans-3-pack-iw-fn-ase120p-3pk,https://m.media-amazon.com/images/I/4163d9ZvbLL.jpg,120 mm,White,400 - 1500 RPM,54 CFM,21 - 25 dB,Yes,
NZXT AER RGB 2 3-Pack,https://pcpartpicker.com/product/7bPQzy/nzxt-aer-rgb-2-5244-cfm-120-mm-fans-3-pack-hf-2812c-tw,https://cdna.pcpartpicker.com/static/forever/images/product/2ee2686197e515dc817056669a9b417e.256p.jpg,120 mm,White,500 - 1500 RPM,17.48 - 52.44 CFM,22 - 33 dB,Yes,
NZXT AER RGB 2,https://pcpartpicker.com/product/yy3gXL/nzxt-aer-rgb-2-5244-cfm-140-mm-fan-hf-28140-bw,https://cdna.pcpartpicker.com/static/forever/images/product/b155dfaea6414434dc38e0673448acd5.256p.jpg,140 mm,White,500 - 1500 RPM,17.48 - 52.44 CFM,22 - 33 dB,Yes,38.98
ID-COOLING NO-9225-XT-ARGB,https://pcpartpicker.com/product/jxpzK8/id-cooling-no-9225-xt-argb-458-cfm-92-mm-fan-no-9225-xt-argb,https://cdna.pcpartpicker.com/static/forever/images/product/012d82e9c4ec5bce6ac639f5fcbe1a7f.256p.jpg,92 mm,Black / White,600 - 2200 RPM,45.8 CFM,14 - 25.8 dB,Yes,
ID-COOLING DF-12025-RGB-TRIO 3-Pack,https://pcpartpicker.com/product/R37G3C/id-cooling-df-12025-rgb-trio-565-cfm-120-mm-fans-3-pack-df-12025-rgb-trio,https://cdna.pcpartpicker.com/static/forever/images/product/2d1a92610c277c7479dc472f3d41cc7b.256p.jpg,120 mm,Black,900 - 2000 RPM,56.5 CFM,16 - 31.5 dB,Yes,
ID-COOLING XF-12025-RGB-SNOW,https://pcpartpicker.com/product/QQrRsY/id-cooling-xf-12025-rgb-snow-745-cfm-120-mm-fan-xf-12025-rgb-snow,https://cdna.pcpartpicker.com/static/forever/images/product/767c33eee2c1dceea2fb841e15218123.256p.jpg,120 mm,White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
ID-COOLING XF-12025-RGB-TRIO 3-Pack,https://pcpartpicker.com/product/3D92FT/id-cooling-xf-12025-rgb-trio-745-cfm-120-mm-fans-3-pack-xf-12025-rgb-trio,https://cdna.pcpartpicker.com/static/forever/images/product/2762d2745a41872b8832ad0a6bf83581.256p.jpg,120 mm,Black / White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
ID-COOLING TF-9215,https://pcpartpicker.com/product/jM92FT/id-cooling-tf-9215-46-cfm-92-mm-fan-tf-9215,https://cdna.pcpartpicker.com/static/forever/images/product/8946cfcd3e78cd27a2fab5c773be3336.256p.jpg,92 mm,Black / White,800 - 2800 RPM,46 CFM,14 - 35.2 dB,Yes,
ID-COOLING WF-12025,https://pcpartpicker.com/product/BR7G3C/id-cooling-wf-12025-745-cfm-120-mm-fan-wf-12025,https://cdna.pcpartpicker.com/static/forever/images/product/809d45d55867eccccfc07318e255067d.256p.jpg,120 mm,Black / White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
Corsair ML140 LED ELITE Blue Premium,https://pcpartpicker.com/product/xjFbt6/corsair-ml140-led-elite-blue-premium-829-cfm-140-mm-fan-co-9050131-ww,https://cdna.pcpartpicker.com/static/forever/images/product/d99d859b3191a2e6f8eede108c9df166.256p.jpg,140 mm,White,400 - 1600 RPM,15 - 82.9 CFM,10 - 31.8 dB,Yes,
Fractal Design Silent R3,https://pcpartpicker.com/product/TCbkcf/fractal-design-silent-r3-36-cfm-40-mm-fan-fd-fan-ssr3-40-wt,https://cdna.pcpartpicker.com/static/forever/images/product/014e21ec239938ecac99426e8f844682.256p.jpg,40 mm,Black / White,4000 RPM,3.6 CFM,20 dB,No,
Fractal Design Silent R3,https://pcpartpicker.com/product/BZRFf7/fractal-design-silent-r3-133-cfm-60-mm-fan-fd-fan-ssr3-60-wt,https://cdna.pcpartpicker.com/static/forever/images/product/f53e91b63ce3fbbbcbc24320acda5f7b.256p.jpg,60 mm,Black / White,2500 RPM,13.3 CFM,20.6 dB,No,
ARCTIC P PST,https://pcpartpicker.com/product/wx4Ycf/arctic-p-pst-689-cfm-140-mm-fan-acfan00238a,https://cdna.pcpartpicker.com/static/forever/images/product/1549686ec373b1fd9b09052b39c8a88d.256p.jpg,140 mm,Black / Transparent,,68.9 CFM,0 - 68.9 dB,Yes,
ARCTIC P PST 3-Pack,https://pcpartpicker.com/product/DtPQzy/arctic-p-pst-689-cfm-140-mm-fans-3-pack-acfan00255a,https://cdna.pcpartpicker.com/static/forever/images/product/171e8e59b0dd8a35005111caa7c38aac.256p.jpg,140 mm,Black / Transparent,,68.9 CFM,0 - 68.9 dB,Yes,
ID-COOLING ZF-12025 Pastel,https://pcpartpicker.com/product/QVJgXL/id-cooling-zf-12025-pastel-552-cfm-120-mm-fan-zf-12025-mg,/static/forever/img/no-image.png,120 mm,Green,900 - 2000 RPM,55.2 CFM,16.3 - 33.5 dB,Yes,
Iceberg Thermal IceGALE Silent PWM 3-Pack,https://pcpartpicker.com/product/KxXJ7P/iceberg-thermal-icegale-silent-pwm-55-cfm-120-mm-fans-3-pack-icegale12p-bbt-3a,https://m.media-amazon.com/images/I/51q31OekGkL.jpg,120 mm,Black / Blue,600 - 1600 RPM,50 - 55 CFM,20 - 25 dB,Yes,35.99
ARCTIC F8 PWM PST,https://pcpartpicker.com/product/zbqPxr/arctic-f8-pwm-pst-31-cfm-80-mm-fan-acfan00204a,https://cdna.pcpartpicker.com/static/forever/images/product/cd1917f148d4ddc23be5e57cd96f8a28.256p.jpg,80 mm,Black,300 - 2000 RPM,31 CFM,,Yes,
ARCTIC F8 PWM PST 5-Pack,https://pcpartpicker.com/product/Tdstt6/arctic-f8-pwm-pst-31-cfm-80-mm-fans-5-pack-acfan00064a,https://cdna.pcpartpicker.com/static/forever/images/product/aaf72a552e3521bb9b646ab713e4b592.256p.jpg,80 mm,Black / White,300 - 2000 RPM,31 CFM,,Yes,
Scythe Kaze Flex II Slim,https://pcpartpicker.com/product/nj4Zxr/scythe-kaze-flex-ii-slim-32-cfm-120-mm-fan-kfs1215fd12-p,https://cdna.pcpartpicker.com/static/forever/images/product/fcc5039332e3c9c64133366191cd66fb.256p.jpg,120 mm,Black,300 - 1200 RPM,8.16 - 32 CFM,2.58 - 21.3 dB,Yes,15.95
Cooler Master MasterFan SF120M ARGB,https://pcpartpicker.com/product/sj4Zxr/cooler-master-masterfan-sf120m-argb-62-cfm-120-mm-fan-mfz-b2dn-20npa-r1,https://m.media-amazon.com/images/I/411gOKpqZJL.jpg,120 mm,Black,650 - 2000 RPM,35 - 62 CFM,5.5 - 22 dB,Yes,
Silverstone Air Slimmer,https://pcpartpicker.com/product/2d6NnQ/silverstone-air-slimmer-4573-cfm-92-mm-fan-sst-as90b-argb,https://cdna.pcpartpicker.com/static/forever/images/product/adbd8ded2e874e7d8a73092e334bb5a8.256p.jpg,92 mm,Black,500 - 2500 RPM,5.38 - 45.73 CFM,11.3 - 32 dB,Yes,
Iceberg Thermal IceGALE ARGB 3-Pack,https://pcpartpicker.com/product/GCzXsY/iceberg-thermal-icegale-argb-94-cfm-120-mm-fans-3-pack-icegale12a-b3a,https://m.media-amazon.com/images/I/41u0VzDp-gL.jpg,120 mm,Black / Teal,500 - 2200 RPM,94 CFM,0 - 38 dB,Yes,
Jonsbo ZG 3-Pack,https://pcpartpicker.com/product/4vjRsY/jonsbo-zg-617-cfm-120-mm-fans-3-pack-zg-120br3-in-1,/static/forever/img/no-image.png,120 mm,Black,500 - 1500 RPM,20.1 - 61.7 CFM,23.8 - 36.8 dB,Yes,
Alpenföhn JetStream,https://pcpartpicker.com/product/83wmP6/alpenfohn-jetstream-55326-cfm-120-mm-fan-84000000217,https://cdna.pcpartpicker.com/static/forever/images/product/31fc083a7d028532e8eeb6fcce91dc31.256p.jpg,120 mm,Black,400 - 1600 RPM,55.326 CFM,22.8 dB,Yes,
Alpenföhn JetStream 3-Pack,https://pcpartpicker.com/product/xKqrxr/alpenfohn-jetstream-55326-cfm-120-mm-fans-3-pack-84000000218,https://cdna.pcpartpicker.com/static/forever/images/product/3887e2bce103a973d914bc5552dacb82.256p.jpg,120 mm,Black,400 - 1600 RPM,55.326 CFM,22.8 dB,Yes,
Fractal Design Prisma AL 3-Pack,https://pcpartpicker.com/product/bXYRsY/fractal-design-prisma-al-8571-cfm-120-mm-fans-3-pack-d-fan-pri-al12-pwm-3p,https://cdna.pcpartpicker.com/static/forever/images/product/e00e06abcc114fba057baceef86f5fab.256p.jpg,120 mm,White / Black,500 - 2000 RPM,20.68 - 85.71 CFM,,Yes,
Antec Storm T3,https://pcpartpicker.com/product/WDQKHx/antec-storm-t3-8047-cfm-120-mm-fan-0-761345-77727-8,/static/forever/img/no-image.png,120 mm,Black,600 - 2200 RPM,18.17 - 80.47 CFM,36.99 dB,Yes,
Antec Storm T3,https://pcpartpicker.com/product/zYRwrH/antec-storm-t3-11272-cfm-140-mm-fan-0-761345-77729-2,/static/forever/img/no-image.png,140 mm,Black,600 - 1500 RPM,44.82 - 112.72 CFM,33.69 dB,Yes,
Thermalright TL-E12B EXTREM,https://pcpartpicker.com/product/FZXV3C/thermalright-tl-e12b-extrem-78-cfm-120-mm-fan-tl-e12b-extrem,https://m.media-amazon.com/images/I/51AOj7u91kL.jpg,120 mm,Black,1850 RPM,78 CFM,27.7 dB,Yes,
Cougar VORTEX VK120 3-Pack,https://pcpartpicker.com/product/tm88TW/cougar-vortex-vk120-4898-cfm-120-mm-fans-3-pack-3mvk12030001,https://cdna.pcpartpicker.com/static/forever/images/product/59df37639f49574ee243145e6ecdf8d6.256p.jpg,120 mm,Black,600 - 1500 RPM,48.98 CFM,29.8 dB,Yes,
Geometric Future Squama 2505 3-Pack,https://pcpartpicker.com/product/BKkH99/geometric-future-squama-2505-913-cfm-120-mm-fans-3-pack-geo-s2505b-3,https://m.media-amazon.com/images/I/41uN20J8+JL.jpg,120 mm,Black,2000 RPM,91.3 CFM,35.06 dB,Yes,
Geometric Future Squama 2501 3-Pack,https://pcpartpicker.com/product/YxWJ7P/geometric-future-squama-2501-8081-cfm-120-mm-fans-3-pack-geo-s2501b-3,https://m.media-amazon.com/images/I/41z4GTD4WOL.jpg,120 mm,Black,2000 RPM,80.81 CFM,34.2 dB,Yes,
Thermalright TL-B Extrem LCP 3-Pack,https://pcpartpicker.com/product/j7Hqqs/thermalright-tl-b-extrem-lcp-69-cfm-120-mm-fans-3-pack-tl-b12-extrem-lcp-x3,/static/forever/img/no-image.png,120 mm,Black,2150 RPM,69 CFM,28.1 dB,Yes,
Thermalright TL-15R,https://pcpartpicker.com/product/zgHqqs/thermalright-tl-15r-4258-cfm-92-mm-fan-tl-9015r,/static/forever/img/no-image.png,92 mm,,2700 RPM,42.58 CFM,22.4 dB,Yes,
Iceberg Thermal IceGALE Lightning ARGB 3-Pack,https://pcpartpicker.com/product/RdWJ7P/iceberg-thermal-icegale-lightning-argb-7674-cfm-120-mm-fans-3-pack-ig12lt-b3a,https://m.media-amazon.com/images/I/414TYcuR-uL.jpg,120 mm,Black,200 - 2200 RPM,76.74 CFM,28.9 dB,Yes,
Cooler Master SickleFlow,https://pcpartpicker.com/product/R6CFf7/cooler-master-sickleflow-92-mm-fan-mfx-b9nn-23npk-r1,https://m.media-amazon.com/images/I/51zGTpvZy7L.jpg,92 mm,Black,,,,Yes,
Apevia 12S 10-Pack,https://pcpartpicker.com/product/vwdrxr/apevia-12s-5767-cfm-120-mm-fans-10-pack-1012s-wb,https://m.media-amazon.com/images/I/41jz6tVhwUL.jpg,120 mm,Black / White,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Cosmos 5-Pack,https://pcpartpicker.com/product/RnrYcf/apevia-cosmos-5767-cfm-120-mm-fans-5-pack-co512l-og,https://m.media-amazon.com/images/I/41aF9gfKPRL.jpg,120 mm,Orange / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Rosewill ROCF-22001 5-Pack,https://pcpartpicker.com/product/YgYmP6/rosewill-rocf-22001-321-cfm-120-mm-fans-5-pack-rocf-22001,https://m.media-amazon.com/images/I/41GtJIQXZFL.jpg,120 mm,Black,1200 RPM,32.1 CFM,23.5 dB,No,
Phanteks PH-F120MP V2 RADIATOR,https://pcpartpicker.com/product/TJvqqs/phanteks-ph-f120mp-v2-radiator-605-cfm-120-mm-fan-ph-f120mp_wt02,https://m.media-amazon.com/images/I/4170SwanOqL.jpg,120 mm,White,500 - 2200 RPM,60.5 CFM,34.2 dB,Yes,
Phanteks PH-F140MP V2,https://pcpartpicker.com/product/YgDkcf/phanteks-ph-f140mp-v2-93-cfm-140-mm-fan-ph-f140mp_bk02,https://m.media-amazon.com/images/I/4153b6PVAWL.jpg,140 mm,Black / White,500 - 2000 RPM,93 CFM,39.1 dB,Yes,
SHARKOON Rebel F50,https://pcpartpicker.com/product/GRXV3C/sharkoon-rebel-f50-7765-cfm-120-mm-fan-4044951040162,https://m.media-amazon.com/images/I/31wlY6nAHDL.jpg,120 mm,White,600 - 2000 RPM,77.65 CFM,35 dB,Yes,
ID-COOLING XF-120,https://pcpartpicker.com/product/4WTZxr/id-cooling-xf-120-682-cfm-120-mm-fan-xf-120-argb-w,https://cdna.pcpartpicker.com/static/forever/images/product/636c06e2bd5d8789f3826e0a0eecd09f.256p.jpg,120 mm,,500 - 1500 RPM,68.2 CFM,13.8 - 30.5 dB,Yes,
YEYIAN Typhoon 3-Pack,https://pcpartpicker.com/product/HJQKHx/yeyian-typhoon-36-cfm-120-mm-fans-3-pack-yct-050720b,https://m.media-amazon.com/images/I/51U1ztE5aAL.jpg,120 mm,Black,1500 RPM,36 CFM,23.5 dB,No,
Thermalright TL-P12,https://pcpartpicker.com/product/M9mNnQ/thermalright-tl-p12-5286-cfm-120-mm-fan-tl-p12w,/static/forever/img/no-image.png,120 mm,White,1500 RPM,52.86 CFM,22.1 dB,Yes,
Xilence XPF120.R,https://pcpartpicker.com/product/KrkH99/xilence-xpf120r-4471-cfm-120-mm-fan-xf039,https://m.media-amazon.com/images/I/51-sQ-5dG6L.jpg,120 mm,Red / Black,1300 RPM,44.71 CFM,22 dB,No,
Xilence XPF80.R.PWM,https://pcpartpicker.com/product/WpTZxr/xilence-xpf80rpwm-218-cfm-80-mm-fan-xf040,https://m.media-amazon.com/images/I/41iSHBn3WpL.jpg,80 mm,Red / Black,800 - 1800 RPM,21.8 CFM,20 dB,Yes,
ENDORFY Fluctus,https://pcpartpicker.com/product/nF7scf/endorfy-fluctus-120-mm-fan-ey4a002,https://cdna.pcpartpicker.com/static/forever/images/product/92940bfd367df65dea9510aa50dffdb8.256p.jpg,120 mm,Black,250 - 1800 RPM,,,Yes,
GameMax KF300 3-Pack,https://pcpartpicker.com/product/RyjRsY/gamemax-kf300-4435-cfm-120-mm-fans-3-pack-kf300-bk,https://cdna.pcpartpicker.com/static/forever/images/product/da868520b32e19eac528909022e91635.256p.jpg,120 mm,Black,800 - 1600 RPM,44.35 CFM,31.21 dB,Yes,
Antec Neo Prizm T3 3-Pack,https://pcpartpicker.com/product/mJ6NnQ/antec-neo-prizm-t3-6986-cfm-120-mm-fans-3-pack-0-761345-77773-5,https://cdna.pcpartpicker.com/static/forever/images/product/7dc6263c860a443583212be2cfb3efe1.256p.jpg,120 mm,Black,600 - 2000 RPM,19.24 - 69.86 CFM,9.73 - 31.62 dB,Yes,
Antec Neo Prizm T3 3-Pack,https://pcpartpicker.com/product/rnYRsY/antec-neo-prizm-t3-8052-cfm-140-mm-fans-3-pack-0-761345-77764-3,https://cdna.pcpartpicker.com/static/forever/images/product/7cb72ad2b9fc35265bfa710adb6dbad7.256p.jpg,140 mm,Black,600 - 1500 RPM,31.19 - 80.52 CFM,10.52 - 30.4 dB,Yes,
SilentiumPC Sigma Pro,https://pcpartpicker.com/product/WBDnTW/silentiumpc-sigma-pro-120-mm-fan-spc134,/static/forever/img/no-image.png,120 mm,Black,600 - 1600 RPM,,,Yes,
SilentiumPC Stella HP ARGB,https://pcpartpicker.com/product/4BDnTW/silentiumpc-stella-hp-argb-120-mm-fan-spc235,https://m.media-amazon.com/images/I/41SM8NIg86L.jpg,120 mm,Black,250 - 2300 RPM,,,Yes,
Vetroo SA-120,https://pcpartpicker.com/product/Nykqqs/vetroo-sa-120-5818-cfm-120-mm-fan-vt-fan-fdb120-wt,https://m.media-amazon.com/images/I/31LVDxqM05L.jpg,120 mm,White,800 - 1300 RPM,26.05 - 58.18 CFM,36.1 dB,Yes,12.99
Vetroo SA-140,https://pcpartpicker.com/product/M3tkcf/vetroo-sa-140-6929-cfm-140-mm-fan-vt-fan-argb140-wt,/static/forever/img/no-image.png,140 mm,White,1200 RPM,69.29 CFM,33.5 dB,Yes,9.88
Thermalright TL-H12-X28-S,https://pcpartpicker.com/product/r34Pxr/thermalright-tl-h12-x28-s-8045-cfm-120-mm-fan-tl-h12w-x28-s,/static/forever/img/no-image.png,120 mm,White,2150 RPM,80.45 CFM,29.4 dB,Yes,
Thermaltake CT140 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/33Hp99/thermaltake-ct140-ex-argb-sync-903-cfm-140-mm-fans-3-pack-cl-f217-pl14bb-a,https://cdna.pcpartpicker.com/static/forever/images/product/a18cf65069114a830e0c5908b81b1073.256p.jpg,140 mm,Yellow,500 - 1800 RPM,90.3 CFM,30.7 dB,Yes,69.98
PREYON Falcon Eye,https://pcpartpicker.com/product/z9y8TW/preyon-falcon-eye-54-cfm-120-mm-fan-pfe1201b,https://m.media-amazon.com/images/I/41dH1eFX0hL.jpg,120 mm,Black,800 - 1800 RPM,54 CFM,,Yes,
Thermalright TL-H12W-X28-R9,https://pcpartpicker.com/product/g4QwrH/thermalright-tl-h12w-x28-r9-982-cfm-120-mm-fan-tl-h12w-x28-r9,/static/forever/img/no-image.png,120 mm,White,2400 RPM,98.2 CFM,32.7 dB,Yes,
Montech E28,https://pcpartpicker.com/product/kqMXsY/montech-e28-8509-cfm-120-mm-fan-4710562748925,/static/forever/img/no-image.png,120 mm,White,800 - 2000 RPM,85.09 CFM,34.17 dB,Yes,
Montech E28 3-Pack,https://pcpartpicker.com/product/jvtkcf/montech-e28-8509-cfm-120-mm-fans-3-pack-4710562741834,/static/forever/img/no-image.png,120 mm,Black,800 - 2000 RPM,85.09 CFM,34.17 dB,Yes,
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/jWfV3C/thermaltake-ct140-ex-reverse-argb-sync-9495-cfm-140-mm-fans-3-pack-cl-f230-pl14rg-a,https://cdna.pcpartpicker.com/static/forever/images/product/c17829f9f5e1c765c24b85a70db96c38.256p.jpg,140 mm,Green / Black,500 - 1800 RPM,94.95 CFM,32.8 dB,Yes,69.98
BitFenix Spectre,https://pcpartpicker.com/product/WWFPxr/bitfenix-spectre-435-cfm-120-mm-fan-bff-scf-12025ww-rp,https://cdna.pcpartpicker.com/static/forever/images/product/8011ca8f6ec90add80ca2096792dfb56.med.256p.jpg,120 mm,White,1000 RPM,43.5 CFM,20 dB,No,
SilenX Effizio,https://pcpartpicker.com/product/NkphP6/silenx-case-fan-efx0815b,https://cdna.pcpartpicker.com/static/forever/images/product/ad9ba9954464baa3b92b4ddfef9f40e2.256p.jpg,80 mm,Clear,1700 RPM,32 CFM,15 dB,No,19.96
Phanteks PH-F120SK,https://pcpartpicker.com/product/tJLwrH/phanteks-ph-f120sk-50-cfm-120-mm-fan-ph-f120sk_bbk_pwm,https://cdna.pcpartpicker.com/static/forever/images/product/3d2b826742fcd16ccad56f1580541dd5.256p.jpg,120 mm,Black,500 - 1500 RPM,50 CFM,27 dB,Yes,
Iceberg Thermal IceGALE,https://pcpartpicker.com/product/7sstt6/iceberg-thermal-icegale-29-cfm-80-mm-fan-icegale08-a0a,https://cdna.pcpartpicker.com/static/forever/images/product/6e04fdc0f80c7649c991df8343e684e8.256p.jpg,80 mm,Teal / White,800 - 2000 RPM,29 CFM,0 - 26 dB,Yes,10.08
Scythe Kaze Flex,https://pcpartpicker.com/product/tKVG3C/scythe-kaze-flex-4303-cfm-120-mm-fan-su1225fd12lr-rd,https://m.media-amazon.com/images/I/310LBBKcwzL.jpg,120 mm,Black,800 RPM,43.03 CFM,14.5 dB,No,
SeaSonic MAGFLOW ARGB 3-Pack,https://pcpartpicker.com/product/mCcgXL/seasonic-magflow-argb-4947-cfm-120-mm-fans-3-pack-magflow-argb-3,https://cdna.pcpartpicker.com/static/forever/images/product/f5f51eea1450a317b04480cdad5001ec.256p.jpg,120 mm,Black,2000 RPM,49.47 CFM,30.115 dB,Yes,
Geometric Future Squama 2503,https://pcpartpicker.com/product/WQjRsY/geometric-future-squama-2503-9115-cfm-140-mm-fan-geo-s2503w-14s,https://cdna.pcpartpicker.com/static/forever/images/product/6bdb110b753c15602f2e099da1216a1e.256p.jpg,140 mm,White,800 - 2400 RPM,91.15 CFM,34 dB,Yes,19.89
ARCTIC F12 CO,https://pcpartpicker.com/product/KzQypg/arctic-arctic-f12-pwm-co-74-cfm-120-mm-fan-afaco-120pc-gba01,https://cdna.pcpartpicker.com/static/forever/images/product/b0bfa66e27a80c039f7eabaacc6215e7.256p.jpg,120 mm,Black,600 - 1350 RPM,74 CFM,,Yes,
Enermax Magma,https://pcpartpicker.com/product/bBkD4D/enermax-uc-ma8-3415-cfm-80-mm-fan-uc-ma8,https://images-na.ssl-images-amazon.com/images/I/515w8QgW8aL.jpg,80 mm,Red,2200 RPM,34.15 CFM,21 dB,No,
SilenX Effizio,https://pcpartpicker.com/product/Dbbp99/silenx-efx-12-12-44-cfm-120-mm-fan-efx-12-12,https://cdna.pcpartpicker.com/static/forever/images/product/320117589550759368f2cd488b80f1af.256p.jpg,120 mm,Yellow,1100 RPM,44 CFM,12 dB,No,20.27
SilenX Effizio,https://pcpartpicker.com/product/nsDwrH/silenx-case-fan-efx0815r,https://m.media-amazon.com/images/I/41mB-pcHXcL.jpg,80 mm,Clear,1700 RPM,32 CFM,15 dB,No,20.07
StarTech FANBOX,https://pcpartpicker.com/product/vPZQzy/startech-fanbox12-7294-cfm-120-mm-fan-fanbox12,https://m.media-amazon.com/images/I/41c2MUP8uPL.jpg,120 mm,Black,2000 RPM,72.94 CFM,30 dB,No,11.47
Scythe Gentle Typhoon,https://pcpartpicker.com/product/xFR48d/scythe-gentle-typhoon-1825-cfm-120-mm-fan-d1225c12b1ap-11,https://m.media-amazon.com/images/I/411yGY0GzQL.jpg,120 mm,Gray,500 RPM,18.25 CFM,5 dB,No,25.67
Nexus DF1209SL-3PWM,https://pcpartpicker.com/product/HYkD4D/nexus-df1209sl-3pwm-435-cfm-92-mm-fan-df1209sl-3pwm,https://images-fe.ssl-images-amazon.com/images/I/51L7RxIVSbL.jpg,92 mm,Clear,2500 RPM,43.5 CFM,15.8 dB,Yes,9.94
Prolimatech Vortex,https://pcpartpicker.com/product/XXDwrH/prolimatech-pro-bv12-7267-cfm-120-mm-fan-pro-bv12,https://images-na.ssl-images-amazon.com/images/I/51tNyJHRQHL.jpg,120 mm,Blue,1200 - 1600 RPM,72.67 CFM,29.1 dB,No,7.99
BitFenix Spectre,https://pcpartpicker.com/product/ZYvRsY/bitfenix-case-fan-bffscf14025wwrp,https://cdna.pcpartpicker.com/static/forever/images/product/8011ca8f6ec90add80ca2096792dfb56.med.256p.jpg,140 mm,White,1000 RPM,47.7 CFM,20 dB,No,
Akasa Apache Black,https://pcpartpicker.com/product/wbBv6h/akasa-case-fan-akfn062,https://m.media-amazon.com/images/I/41TOvZkQZIL.jpg,140 mm,Black,600 - 1300 RPM,89.55 CFM,12.5 - 22.19 dB,Yes,26.39
ARCTIC F9 Pro,https://pcpartpicker.com/product/RnW9TW/arctic-cooling-case-fan-afaco09p00gba01,https://m.media-amazon.com/images/I/31CfLyjZXXL.jpg,92 mm,White / Black,2000 RPM,39 CFM,,No,10.62
Corsair SP140,https://pcpartpicker.com/product/DmV48d/corsair-case-fan-co9050027ww,https://cdna.pcpartpicker.com/static/forever/images/product/cd135ae45ba8fc2f8117f0b4c32ec194.256p.jpg,140 mm,Black / Green,1440 RPM,49.49 CFM,29.3 dB,No,
Silverstone FM,https://pcpartpicker.com/product/L4DzK8/silverstone-case-fan-fm93,https://m.media-amazon.com/images/I/31u8Q8pEIkL.jpg,92 mm,White,1200 - 3000 RPM,21.4 - 53.6 CFM,9.3 - 29.2 dB,No,8.63
Phanteks F140SP,https://pcpartpicker.com/product/DnL7YJ/phanteks-case-fan-phf140spbbk,https://m.media-amazon.com/images/I/41Dxlj-C25L.jpg,140 mm,Black,1200 RPM,82.1 CFM,19 dB,No,
ARCTIC F9 Rev. 2,https://pcpartpicker.com/product/bpH48d/arctic-case-fan-afaco090p2gba0,https://cdna.pcpartpicker.com/static/forever/images/product/9105b8668b52c0ea64beec115567b8c9.256p.jpg,92 mm,White / Black,550 - 1800 RPM,43 CFM,,Yes,47.73
Corsair ML140 Pro,https://pcpartpicker.com/product/cfyxFT/corsair-co-9050048-ww-970-cfm-140mm-fan-co-9050048-ww,https://cdna.pcpartpicker.com/static/forever/images/product/29caca451b9985bf7e07768149ea5b56.256p.jpg,140 mm,Black / Blue,400 - 2000 RPM,20 - 97 CFM,16 - 37 dB,Yes,
Reeven Euros,https://pcpartpicker.com/product/7XkwrH/reeven-euros-464-cfm-120mm-fan-ra1225f12c,https://cdna.pcpartpicker.com/static/forever/images/product/8592da9b18fa1830602cac1822f4d640.256p.jpg,120 mm,Black,1200 RPM,46.4 CFM,22.3 dB,No,9.99
NoiseBlocker ELoop B,https://pcpartpicker.com/product/7LBrxr/noiseblocker-nb-eloop-b14-ps-839-cfm-140mm-fan-nb-eloop-b14-ps,https://m.media-amazon.com/images/I/418Zc2hoGDL.jpg,140 mm,Black / White,300 - 1200 RPM,83.92 CFM,24.28 dB,Yes,39.47
