Name,URL,Image,Size,Color,RPM,Airflow,Noise Level,PWM,Price
ID-COOLING NO-9215-XT ARGB,https://pcpartpicker.com/product/zc8bt6/id-cooling-no-9215-xt-argb-443-cfm-92-mm-fan-no-9215-xt-argb,https://cdna.pcpartpicker.com/static/forever/images/product/ca838be1659cb7572a1e88a701f22673.256p.jpg,92 mm,Black / White,800 - 2500 RPM,44.3 CFM,14 - 33.4 dB,Yes,
ID-COOLING TF-12025-ARGB,https://pcpartpicker.com/product/WR7G3C/id-cooling-tf-12025-argb-682-cfm-120-mm-fan-tf-12025-argb,https://cdna.pcpartpicker.com/static/forever/images/product/12cefb1b323cbff7494ef7c98630e79a.256p.jpg,120 mm,Black / White,500 - 1500 RPM,68.2 CFM,13.8 - 30.5 dB,Yes,
ID-COOLING TF-12025-ARGB-TRIO 3-Pack,https://pcpartpicker.com/product/ThbTwP/id-cooling-tf-12025-argb-trio-682-cfm-120-mm-fans-3-pack-tf-12025-argb-trio,https://cdna.pcpartpicker.com/static/forever/images/product/db0b9ef4c7f5a31204807313b101fce1.256p.jpg,120 mm,Black / White,500 - 1500 RPM,68.2 CFM,13.8 - 30.5 dB,Yes,
ID-COOLING XF-12025-ARGB-SNOW,https://pcpartpicker.com/product/9zQcCJ/id-cooling-xf-12025-argb-snow-62-cfm-120-mm-fan-xf-12025-argb-snow,/static/forever/img/no-image.png,120 mm,White,700 - 1500 RPM,62 CFM,18 - 26.4 dB,Yes,
ID-COOLING ZF-12025-ARGB-TRIO-SNOW 3-Pack,https://pcpartpicker.com/product/YG92FT/id-cooling-zf-12025-argb-trio-snow-505-cfm-120-mm-fans-3-pack-zf-12025-argb-trio-snow,https://cdna.pcpartpicker.com/static/forever/images/product/ea42abbd050fc07913328b1f786c4178.256p.jpg,120 mm,White,500 - 1600 RPM,50.5 CFM,16.3 - 28.5 dB,Yes,
ID-COOLING XF-12025-RGB (Single),https://pcpartpicker.com/product/FkpzK8/id-cooling-xf-12025-rgb-single-745-cfm-120-mm-fan-xf-12025-rgb-single,https://cdna.pcpartpicker.com/static/forever/images/product/2762d2745a41872b8832ad0a6bf83581.256p.jpg,120 mm,Black / White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
ID-COOLING XF-12025-RGB-TRIO-SNOW 3-Pack,https://pcpartpicker.com/product/KTQcCJ/id-cooling-xf-12025-rgb-trio-snow-745-cfm-120-mm-fans-3-pack-xf-12025-rgb-trio-snow,https://cdna.pcpartpicker.com/static/forever/images/product/bef28bf893f7011c31caa9f59defecf6.256p.jpg,120 mm,White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
ID-COOLING NO-12025-XT,https://pcpartpicker.com/product/hXD7YJ/id-cooling-no-12025-xt-7616-cfm-120-mm-fan-no-12025-xt,https://cdna.pcpartpicker.com/static/forever/images/product/cefeb296ce182cfdcf6d6fd635a8f410.256p.jpg,120 mm,Black / White,700 - 1800 RPM,76.16 CFM,15.2 - 32.5 dB,Yes,
ID-COOLING NO-14025K,https://pcpartpicker.com/product/X7QcCJ/id-cooling-no-14025k-768-cfm-140-mm-fan-no-14025k,https://cdna.pcpartpicker.com/static/forever/images/product/2b3e947f6e35a0fc3a6c1a06ce958e9a.256p.jpg,140 mm,Black / Red,800 - 1600 RPM,76.8 CFM,16.8 - 32.6 dB,Yes,
ID-COOLING NO-9215,https://pcpartpicker.com/product/6fQcCJ/id-cooling-no-9215-443-cfm-92-mm-fan-no-9215,https://cdna.pcpartpicker.com/static/forever/images/product/4770852cfb58957369142bab449f3cab.256p.jpg,92 mm,Black / White,700 - 2500 RPM,44.3 CFM,14 - 33 dB,Yes,
ID-COOLING TF-12025-BLACK,https://pcpartpicker.com/product/HFvdnQ/id-cooling-tf-12025-black-7616-cfm-120-mm-fan-tf-12025-black,https://cdna.pcpartpicker.com/static/forever/images/product/9c14fceea7d52f105d29fb7e64b172a9.256p.jpg,120 mm,Black,700 - 1800 RPM,76.16 CFM,15.2 - 35.2 dB,Yes,
ID-COOLING WF-14025,https://pcpartpicker.com/product/TfQcCJ/id-cooling-wf-14025-768-cfm-140-mm-fan-wf-14025,https://cdna.pcpartpicker.com/static/forever/images/product/818cfad3b2b89563a956d7b5c3c4548b.256p.jpg,140 mm,Black / White,800 - 1600 RPM,76.8 CFM,16.8 - 32.6 dB,Yes,
ID-COOLING WF-14025-XT WHITE,https://pcpartpicker.com/product/vG92FT/id-cooling-wf-14025-xt-white-768-cfm-140-mm-fan-wf-14025-xt-white,https://cdna.pcpartpicker.com/static/forever/images/product/e4c110a85aea6f15f080cdb986156de1.256p.jpg,140 mm,Black / White,800 - 1600 RPM,76.8 CFM,16.8 - 32.6 dB,Yes,
ID-COOLING XF-12025-SD-K,https://pcpartpicker.com/product/MHC48d/id-cooling-xf-12025-sd-k-682-cfm-120-mm-fan-xf-12025-sd-k,https://cdna.pcpartpicker.com/static/forever/images/product/57cec4065a9bc7090b489127384131a0.256p.jpg,120 mm,Black,800 - 1500 RPM,68.2 CFM,13.8 - 30.5 dB,Yes,
ID-COOLING XF-12025-SD-W,https://pcpartpicker.com/product/wbbTwP/id-cooling-xf-12025-sd-w-745-cfm-120-mm-fan-xf-12025-sd-w,https://cdna.pcpartpicker.com/static/forever/images/product/21418149d67d4939ec6c784a51441d54.256p.jpg,120 mm,Black / White,700 - 1800 RPM,74.5 CFM,18 - 35.2 dB,Yes,
ID-COOLING FL-12025,https://pcpartpicker.com/product/fL3gXL/id-cooling-fl-12025-45-cfm-120-mm-fan-fl-12025,https://cdna.pcpartpicker.com/static/forever/images/product/1db277f2e973c2af52e5c836a6027bc5.256p.jpg,120 mm,Black / White,1250 RPM,45 CFM,21 dB,No,
ID-COOLING NO-9225-SD,https://pcpartpicker.com/product/zrNxFT/id-cooling-no-9225-sd-285-cfm-92-mm-fan-no-9225-sd,https://cdna.pcpartpicker.com/static/forever/images/product/1d845a1c0e3b28a9a7d152a3878e459f.256p.jpg,92 mm,Black,1500 RPM,28.5 CFM,20 dB,No,
ID-COOLING WF-12025-SD-K ,https://pcpartpicker.com/product/csD7YJ/id-cooling-wf-12025-sd-k-60-cfm-120-mm-fan-wf-12025-sd-k,https://cdna.pcpartpicker.com/static/forever/images/product/e3e0ee77ddee32409f1efd789ae471ca.256p.jpg,120 mm,Black,1600 RPM,60 CFM,27.5 dB,No,
ID-COOLING WF-12025-SD-W,https://pcpartpicker.com/product/CQrRsY/id-cooling-wf-12025-sd-w-60-cfm-120-mm-fan-wf-12025-sd-w,https://cdna.pcpartpicker.com/static/forever/images/product/bf88d8b552d4df4edd1beb2096591cbe.256p.jpg,120 mm,Black / White,1600 RPM,60 CFM,27.5 dB,No,
ID-COOLING TF-12025-SW,https://pcpartpicker.com/product/DvXJ7P/id-cooling-tf-12025-sw-7616-cfm-120-mm-fan-tf-12025-sw,https://cdna.pcpartpicker.com/static/forever/images/product/4f59205e3eb70f6ee43af896fbac5221.256p.jpg,120 mm,White,700 - 1800 RPM,76.16 CFM,15.2 - 35.2 dB,Yes,
ID-COOLING WF-12025-XT-B,https://pcpartpicker.com/product/PkpzK8/id-cooling-wf-12025-xt-b-712-cfm-120-mm-fan-wf-12025-xt-b,https://cdna.pcpartpicker.com/static/forever/images/product/1ff1a727361ed80133e2522bb170fb03.256p.jpg,120 mm,Black,600 - 2200 RPM,71.2 CFM,14 - 35 dB,Yes,
ID-COOLING WF-12025-XT-G,https://pcpartpicker.com/product/s7QcCJ/id-cooling-wf-12025-xt-g-712-cfm-120-mm-fan-wf-12025-xt-g,https://cdna.pcpartpicker.com/static/forever/images/product/be16356be2c86875e9e3ed612e78c5f2.256p.jpg,120 mm,Black,600 - 2200 RPM,71.2 CFM,14 - 35 dB,Yes,
ID-COOLING WF-12025-XT-R,https://pcpartpicker.com/product/d7QcCJ/id-cooling-wf-12025-xt-r-712-cfm-120-mm-fan-wf-12025-xt-r,https://cdna.pcpartpicker.com/static/forever/images/product/da9ada6e5cf870032fd8abc8df5892e6.256p.jpg,120 mm,Black,600 - 2200 RPM,71.2 CFM,14 - 35 dB,Yes,
ID-COOLING WF-12025-XT-W,https://pcpartpicker.com/product/yNddnQ/id-cooling-wf-12025-xt-w-712-cfm-120-mm-fan-wf-12025-xt-w,https://cdna.pcpartpicker.com/static/forever/images/product/561bd45023a86aa5529a0a17dbcff59f.256p.jpg,120 mm,Black,600 - 2200 RPM,71.2 CFM,14 - 35 dB,Yes,
ID-COOLING SF-12025-B,https://pcpartpicker.com/product/Nmwypg/id-cooling-sf-12025-b-62-cfm-120-mm-fan-sf-12025-b,https://cdna.pcpartpicker.com/static/forever/images/product/08593614e22f0e90da85a4e39c6a97cf.256p.jpg,120 mm,Black,700 - 1500 RPM,62 CFM,18 - 26.4 dB,Yes,
ID-COOLING SF-12025-G,https://pcpartpicker.com/product/nvXJ7P/id-cooling-sf-12025-g-62-cfm-120-mm-fan-sf-12025-g,https://cdna.pcpartpicker.com/static/forever/images/product/d2a14fbae322f16218c5853f44676cd7.256p.jpg,120 mm,Black,700 - 1500 RPM,62 CFM,18 - 26.4 dB,Yes,
ID-COOLING SF-12025-R,https://pcpartpicker.com/product/LTQcCJ/id-cooling-sf-12025-r-62-cfm-120-mm-fan-sf-12025-r,https://cdna.pcpartpicker.com/static/forever/images/product/f9721d49c9c27202a4188cf30396960a.256p.jpg,120 mm,Black,700 - 1500 RPM,62 CFM,18 - 26.4 dB,Yes,
ID-COOLING SF-12025-W,https://pcpartpicker.com/product/fBkWGX/id-cooling-sf-12025-w-62-cfm-120-mm-fan-sf-12025-w,https://cdna.pcpartpicker.com/static/forever/images/product/a5e7f831402278c7920fdf138873ac7d.256p.jpg,120 mm,White,700 - 1500 RPM,62 CFM,18 - 26.4 dB,Yes,
ARCTIC P14,https://pcpartpicker.com/product/FZhFf7/arctic-p14-728-cfm-140-mm-fan-acfan00223a,https://cdna.pcpartpicker.com/static/forever/images/product/6e0da95b0ff4fedaf2c0fa6b5a4c1cff.256p.jpg,140 mm,White / Translucent White,200 - 1700 RPM,72.8 CFM,22.5 dB,Yes,
ARCTIC P12,https://pcpartpicker.com/product/Wxdrxr/arctic-p12-563-cfm-120-mm-fan-acfan00171a,https://m.media-amazon.com/images/I/11y2qrCws3L.jpg,120 mm,White,200 - 1800 RPM,56.3 CFM,22.5 dB,Yes,
Fractal Design Venturi HP,https://pcpartpicker.com/product/q9VG3C/fractal-design-venturi-hp-614-cfm-120-mm-fan-fan-vent-hp12-pwm-wt,/static/forever/img/no-image.png,120 mm,Black / White,1800 RPM,61.4 CFM,31.7 dB,Yes,
Scythe Wonder Snail 120,https://pcpartpicker.com/product/r7mmP6/scythe-wonder-snail-120-3773-cfm-120-mm-fan-ws1225fd12-p,/static/forever/img/no-image.png,120 mm,Black,350 - 1200 RPM,8.01 - 37.73 CFM,4 - 18.6 dB,Yes,
Scythe Wonder Snail 120,https://pcpartpicker.com/product/2R2WGX/scythe-wonder-snail-120-5168-cfm-120-mm-fan-ws1225fd18-p,/static/forever/img/no-image.png,120 mm,Black,350 - 1800 RPM,8.01 - 51.68 CFM,4 - 22.9 dB,Yes,
Azza Hurricane,https://pcpartpicker.com/product/yGrRsY/azza-hurricane-5612-cfm-120-mm-fan-fnaz-12rgb-b,/static/forever/img/no-image.png,120 mm,Black / White,1000 - 1800 RPM,56.12 CFM,29.8 dB,Yes,
Azza Hurricane II Digital,https://pcpartpicker.com/product/dB2WGX/azza-hurricane-ii-digital-4306-cfm-120-mm-fan-fnaz-12drgb2-011,https://cdna.pcpartpicker.com/static/forever/images/product/11437729fdfa3aa13984dc4a87e18886.256p.jpg,120 mm,White,1000 - 1800 RPM,43.06 CFM,29 dB,Yes,
Azza Prisma Digital,https://pcpartpicker.com/product/JhVmP6/azza-prisma-digital-521-cfm-120-mm-fan-fnaz-12drgb-011,/static/forever/img/no-image.png,120 mm,Black / White,800 - 1600 RPM,52.1 CFM,31 dB,Yes,
ID-COOLING ZF-12025 Pastel,https://pcpartpicker.com/product/FtjBD3/id-cooling-zf-12025-pastel-552-cfm-120-mm-fan-zf-12025-l,/static/forever/img/no-image.png,120 mm,Yellow,900 - 2000 RPM,55.2 CFM,16.3 - 33.5 dB,Yes,
ARCTIC F,https://pcpartpicker.com/product/jyJgXL/arctic-f-74-cfm-140-mm-fan-acfan00218a,https://cdna.pcpartpicker.com/static/forever/images/product/c58b0b4dcba24352ae7836eadf520234.256p.jpg,140 mm,Black,200 - 1350 RPM,74 CFM,,Yes,
ARCTIC F PST 5-Pack,https://pcpartpicker.com/product/BbqPxr/arctic-f-pst-74-cfm-140-mm-fans-5-pack-acfre00105a,https://m.media-amazon.com/images/I/41T6pGhAchL.jpg,140 mm,Black,200 - 1350 RPM,74 CFM,,Yes,
Antec Fusion 120 ARGB White,https://pcpartpicker.com/product/tg2WGX/antec-fusion-120-argb-white-5793-cfm-120-mm-fan-0-761345-74045-6,https://cdna.pcpartpicker.com/static/forever/images/product/b603aefab001076506b854b675659b6d.256p.jpg,120 mm,White,600 - 2000 RPM,57.93 CFM,17.02 - 31.24 dB,Yes,
ARCTIC F8 PWM PST CO,https://pcpartpicker.com/product/BsqPxr/arctic-f8-pwm-pst-co-31-cfm-80-mm-fan-acfan00206a,https://cdna.pcpartpicker.com/static/forever/images/product/cd1917f148d4ddc23be5e57cd96f8a28.256p.jpg,80 mm,Black,300 - 2000 RPM,31 CFM,,Yes,
ARCTIC F8 Silent,https://pcpartpicker.com/product/Zg2WGX/arctic-f8-silent-151-cfm-80-mm-fan-acfan00245a,https://cdna.pcpartpicker.com/static/forever/images/product/cd1917f148d4ddc23be5e57cd96f8a28.256p.jpg,80 mm,Black,1200 RPM,15.1 CFM,,No,
Thermalright TL-R12,https://pcpartpicker.com/product/yWWzK8/thermalright-tl-r12-6525-cfm-120-mm-fan-tl-r12,https://m.media-amazon.com/images/I/415NuJulJ+L.jpg,120 mm,Black / Gray,400 - 1500 RPM,21.76 - 65.25 CFM,15 - 23 dB,Yes,
Thermalright TL-R12,https://pcpartpicker.com/product/dbWzK8/thermalright-tl-r12-6525-cfm-120-mm-fan-tl-r12a,https://m.media-amazon.com/images/I/41zOCwD6MqL.jpg,120 mm,Black / Gray,400 - 1500 RPM,21.76 - 65.25 CFM,15 - 23 dB,Yes,
Thermalright TL-R12,https://pcpartpicker.com/product/PJjBD3/thermalright-tl-r12-6525-cfm-120-mm-fan-tl-r12b,https://m.media-amazon.com/images/I/41jnexVjASL.jpg,120 mm,Black,400 - 1500 RPM,21.76 - 65.25 CFM,15 - 23 dB,Yes,
Thermalright TL-R12,https://pcpartpicker.com/product/JnZ9TW/thermalright-tl-r12-6525-cfm-120-mm-fan-tl-r12w,https://m.media-amazon.com/images/I/41KWuOQCfKL.jpg,120 mm,White,400 - 1500 RPM,21.76 - 65.25 CFM,15 - 23 dB,Yes,
Thermalright TL-RS12 ARGB,https://pcpartpicker.com/product/v46p99/thermalright-tl-rs12-argb-6525-cfm-120-mm-fan-tl-rs12-argb,/static/forever/img/no-image.png,120 mm,Black / Gray,400 - 1500 RPM,21.76 - 65.25 CFM,15 - 23 dB,Yes,
Scythe Kaze Flex II,https://pcpartpicker.com/product/YbtLrH/scythe-kaze-flex-ii-5294-cfm-120-mm-fan-kfs1225fd12-p,https://m.media-amazon.com/images/I/414ifGAlbdL.jpg,120 mm,Black,300 - 1200 RPM,16.9 - 52.94 CFM,4 - 23.8 dB,Yes,14.95
Cooler Master MOBIUS 120P ARGB 30TH ANNIVERSARY EDITION,https://pcpartpicker.com/product/m7hv6h/cooler-master-mobius-120p-argb-30th-anniversary-edition-752-cfm-120-mm-fan-mfz-m2dy-24np2-r3,https://m.media-amazon.com/images/I/41uX3JS+tfL.jpg,120 mm,Black / Blue,,75.2 CFM,30 dB,Yes,
Jonsbo ZG 3-Pack,https://pcpartpicker.com/product/ffyH99/jonsbo-zg-617-cfm-120-mm-fans-3-pack-zg-120wr3-in-1,/static/forever/img/no-image.png,120 mm,White,500 - 1500 RPM,20.1 - 61.7 CFM,23.8 - 36.8 dB,Yes,
Gelid Solutions Stella Frost,https://pcpartpicker.com/product/bV4Zxr/gelid-solutions-stella-frost-70-cfm-120-mm-fan-fn-stella-02,https://m.media-amazon.com/images/I/31JNvkKTScS.jpg,120 mm,White,500 - 1600 RPM,70 CFM,35 dB,Yes,
Gelid Solutions Stella Infinity,https://pcpartpicker.com/product/WK7scf/gelid-solutions-stella-infinity-70-cfm-120-mm-fan-fn-stella-03,/static/forever/img/no-image.png,120 mm,Black,500 - 1600 RPM,70 CFM,35 dB,Yes,
Gelid Solutions Zodiac,https://pcpartpicker.com/product/zH3NnQ/gelid-solutions-zodiac-655-cfm-120-mm-fan-fn-zodiac-01,https://m.media-amazon.com/images/I/41KRtO-gqiL.jpg,120 mm,Black,700 - 1600 RPM,65.5 CFM,35 dB,Yes,
Gelid Solutions Silent 9,https://pcpartpicker.com/product/pV4Zxr/gelid-solutions-silent-9-3132-cfm-92-mm-fan-fn-px09-16,https://m.media-amazon.com/images/I/417uUanSihL.jpg,92 mm,Black,1500 RPM,31.32 CFM,20 dB,No,
Gelid Solutions Silent 8 PWM,https://pcpartpicker.com/product/Hn26Mp/gelid-solutions-silent-8-pwm-27-cfm-80-mm-fan-fn-px08-21,https://m.media-amazon.com/images/I/417ZfgfOA-L.jpg,80 mm,Black,900 - 2000 RPM,27 CFM,21.5 dB,Yes,
Gelid Solutions Silent 8,https://pcpartpicker.com/product/hYXV3C/gelid-solutions-silent-8-21-cfm-80-mm-fan-fn-px08-16,https://m.media-amazon.com/images/I/41rCzTQFulL.jpg,80 mm,Black,1600 RPM,21 CFM,18.9 dB,No,
Gelid Solutions Silent 14,https://pcpartpicker.com/product/QLyH99/gelid-solutions-silent-14-674-cfm-140-mm-fan-fn-px14-11,https://m.media-amazon.com/images/I/416wPj26KLL.jpg,140 mm,Black,1000 RPM,67.4 CFM,21 dB,No,
Gelid Solutions Silent 12 PWM,https://pcpartpicker.com/product/KNpQzy/gelid-solutions-silent-12-pwm-645-cfm-120-mm-fan-fn-px12-16,https://m.media-amazon.com/images/I/41rZnIYpNhL.jpg,120 mm,Black,750 - 1600 RPM,64.5 CFM,25.5 dB,Yes,
Gelid Solutions Silent 12,https://pcpartpicker.com/product/qw3NnQ/gelid-solutions-silent-12-403-cfm-120-mm-fan-fn-px12-11,https://m.media-amazon.com/images/I/41Q4YUNQtqL.jpg,120 mm,Black,1000 RPM,40.3 CFM,20.2 dB,No,
Gelid Solutions Gale Extreme,https://pcpartpicker.com/product/7yFmP6/gelid-solutions-gale-extreme-195-cfm-120-mm-fan-fn-gale-02,https://m.media-amazon.com/images/I/41pN58iD-QL.jpg,120 mm,Black,500 - 6000 RPM,195 CFM,60 dB,Yes,
Gelid Solutions Gale,https://pcpartpicker.com/product/9yFmP6/gelid-solutions-gale-110-cfm-120-mm-fan-fn-gale-01,/static/forever/img/no-image.png,120 mm,Black,500 - 3500 RPM,110 CFM,45 dB,Yes,
Gelid Solutions Stella 5-Pack,https://pcpartpicker.com/product/8zvD4D/gelid-solutions-stella-70-cfm-120-mm-fans-5-pack-rf-rgb-mp-01,https://m.media-amazon.com/images/I/416dEEBVXlL.jpg,120 mm,Black,500 - 1600 RPM,70 CFM,35 dB,Yes,
In Win Mercury AM120S,https://pcpartpicker.com/product/2x9wrH/in-win-mercury-am120s-6071-cfm-120-mm-fan-iw-fn-am120s-1pk,https://m.media-amazon.com/images/I/4102T4-o6QL.jpg,120 mm,Black / White,400 - 2000 RPM,60.71 CFM,17 - 29 dB,Yes,
EK Quantum Impulse D-RGB,https://pcpartpicker.com/product/fwkH99/ek-quantum-impulse-d-rgb-575-cfm-120-mm-fan-3831109854198,https://cdna.pcpartpicker.com/static/forever/images/product/b490e22bb03f84f88a9519005904eaf0.256p.jpg,120 mm,Black / White,400 - 1800 RPM,57.5 CFM,24.3 dB,Yes,43.55
Thermalright TL-E12,https://pcpartpicker.com/product/3wmNnQ/thermalright-tl-e12-61-cfm-120-mm-fan-tl-e12,https://m.media-amazon.com/images/I/41CWUSVXZ-L.jpg,120 mm,Gray,1500 RPM,61 CFM,24.5 dB,Yes,
Cougar VORTEX VK120,https://pcpartpicker.com/product/QYfxFT/cougar-vortex-vk120-4898-cfm-120-mm-fan-3mvk12010001,https://cdna.pcpartpicker.com/static/forever/images/product/e74c79474c519e494a33b4360b1ddd34.256p.jpg,120 mm,Black,600 - 1500 RPM,48.98 CFM,29.8 dB,Yes,
Thermalright TL-B-S,https://pcpartpicker.com/product/bfjRsY/thermalright-tl-b-s-69-cfm-120-mm-fan-tl-b12-s,https://cdna.pcpartpicker.com/static/forever/images/product/0fd25dafcf285096cf99ee02bfc93979.256p.jpg,120 mm,Black,2150 RPM,69 CFM,28.1 dB,Yes,
Thermalright TL-B12W-S,https://pcpartpicker.com/product/W8vD4D/thermalright-tl-b12w-s-69-cfm-120-mm-fan-tl-b12w-s,/static/forever/img/no-image.png,120 mm,White,2150 RPM,69 CFM,28.1 dB,Yes,
Iceberg Thermal IceGALE 3-Pack,https://pcpartpicker.com/product/Vpn9TW/iceberg-thermal-icegale-76-cfm-120-mm-fans-3-pack-icegale12-c3a,https://cdna.pcpartpicker.com/static/forever/images/product/742eca5af331cbe1374ed4f8371a0b63.256p.jpg,120 mm,Black,500 - 1850 RPM,76 CFM,0 - 35 dB,Yes,
Iceberg Thermal IceGALE 3-Pack,https://pcpartpicker.com/product/7LxxFT/iceberg-thermal-icegale-76-cfm-120-mm-fans-3-pack-icegale12-b3a,https://cdna.pcpartpicker.com/static/forever/images/product/ee15abc55c2351ec56fb1da646222872.256p.jpg,120 mm,Gray,500 - 1850 RPM,76 CFM,0 - 35 dB,Yes,
Iceberg Thermal IceGALE 3-Pack,https://pcpartpicker.com/product/96V2FT/iceberg-thermal-icegale-76-cfm-120-mm-fans-3-pack-icegale12-a3a,https://cdna.pcpartpicker.com/static/forever/images/product/127c40d3980c59d0ca8ec7987009ea4f.256p.jpg,120 mm,Teal,500 - 1850 RPM,76 CFM,0 - 35 dB,Yes,
Iceberg Thermal IceGALE Xtra 3-Pack,https://pcpartpicker.com/product/rFhv6h/iceberg-thermal-icegale-xtra-127-cfm-120-mm-fans-3-pack-icegale12x-b3a,https://cdna.pcpartpicker.com/static/forever/images/product/9335f278cbcd2d7135abcd9d0a9885b6.256p.jpg,120 mm,Gray,500 - 3000 RPM,127 CFM,0 - 44 dB,Yes,
Antec Prizm,https://pcpartpicker.com/product/kVVG3C/antec-prizm-4503-cfm-120-mm-fan-prizm-120-argb,https://m.media-amazon.com/images/I/41RlEHXRZHL.jpg,120 mm,Black,2000 RPM,45.03 CFM,32.6 dB,Yes,
Apevia Arcane RGB 4-Pack,https://pcpartpicker.com/product/pQYQzy/apevia-arcane-rgb-5767-cfm-120-mm-fans-4-pack-ar412l-rgb,/static/forever/img/no-image.png,120 mm,Black / White,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Arcane RGB 4-Pack,https://pcpartpicker.com/product/tLn8TW/apevia-arcane-rgb-5767-cfm-120-mm-fans-4-pack-ar412l2s-rgb,/static/forever/img/no-image.png,120 mm,Black / White,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Arcane RGB 6-Pack,https://pcpartpicker.com/product/grXYcf/apevia-arcane-rgb-5767-cfm-120-mm-fans-6-pack-ar612l2s-rgb,/static/forever/img/no-image.png,120 mm,Black / White,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Lunar Pro 3-Pack,https://pcpartpicker.com/product/nrXJ7P/apevia-lunar-pro-596-cfm-140-mm-fans-3-pack-lp314l-rgb,https://m.media-amazon.com/images/I/51Y60AMZHdL.jpg,140 mm,White / Black,1200 RPM,59.6 CFM,29.4 dB,No,
Apevia Lunar Pro 4-Pack,https://pcpartpicker.com/product/MXddnQ/apevia-lunar-pro-5767-cfm-120-mm-fans-4-pack-lp412l-rgb,/static/forever/img/no-image.png,120 mm,White / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Lunar Pro 4-Pack,https://pcpartpicker.com/product/RPQcCJ/apevia-lunar-pro-5767-cfm-120-mm-fans-4-pack-lp412l2s-rgb,https://m.media-amazon.com/images/I/515u8bvM6wL.jpg,120 mm,White / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Lunar Pro 4-Pack,https://pcpartpicker.com/product/rW7G3C/apevia-lunar-pro-596-cfm-140-mm-fans-4-pack-lp414l2s-rgb,https://m.media-amazon.com/images/I/51dv8RmfrnS.jpg,140 mm,White / Black,1200 RPM,59.6 CFM,29.4 dB,No,
Apevia Phoenix 4-Pack,https://pcpartpicker.com/product/yppmP6/apevia-phoenix-5767-cfm-120-mm-fans-4-pack-ph412l-rgb,/static/forever/img/no-image.png,120 mm,White / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Phoenix 4-Pack,https://pcpartpicker.com/product/dnrYcf/apevia-phoenix-5767-cfm-120-mm-fans-4-pack-ph412l2s-rgb,/static/forever/img/no-image.png,120 mm,White / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Phoenix 6-Pack,https://pcpartpicker.com/product/PxjNnQ/apevia-phoenix-5767-cfm-120-mm-fans-6-pack-ph612l2s-rgb,/static/forever/img/no-image.png,120 mm,White / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Apevia Twilight 4-Pack,https://pcpartpicker.com/product/9MhmP6/apevia-twilight-5767-cfm-120-mm-fans-4-pack-tl412l2s-rgb,/static/forever/img/no-image.png,120 mm,White / Black,1350 RPM,57.67 CFM,24.7 dB,No,
Athena Power FANC-12025S,https://pcpartpicker.com/product/KMjNnQ/athena-power-fanc-12025s-54-cfm-120-mm-fan-fanc-12025s,/static/forever/img/no-image.png,120 mm,Black,1500 RPM,54 CFM,30 dB,No,
Athena Power FANC-8020S,https://pcpartpicker.com/product/FqGnTW/athena-power-fanc-8020s-32-cfm-80-mm-fan-fanc-8020s,/static/forever/img/no-image.png,80 mm,Black,3000 RPM,32 CFM,28 dB,No,
Thermaltake Pure ARGB Sync TT Premium Edition 3-Pack,https://pcpartpicker.com/product/cLLFf7/thermaltake-pure-argb-sync-tt-premium-edition-5645-cfm-120-mm-fans-3-pack-cl-f127-pl12sw-a,https://cdna.pcpartpicker.com/static/forever/images/product/4bdf9febb0d429a40b643342f2e67a7e.256p.jpg,120 mm,White / Gray,500 - 1500 RPM,56.45 CFM,25.8 dB,Yes,
Phanteks PH-F120MP V2 RADIATOR,https://pcpartpicker.com/product/68WBD3/phanteks-ph-f120mp-v2-radiator-605-cfm-120-mm-fan-ph-f120mp_bk02,https://cdna.pcpartpicker.com/static/forever/images/product/2ff9398972115144a139b03eb4022240.256p.jpg,120 mm,Black / White,500 - 2200 RPM,60.5 CFM,34.2 dB,Yes,
In Win Luna AL120,https://pcpartpicker.com/product/rmhv6h/in-win-luna-al120-8296-cfm-120-mm-fan-iw-fn-al120-1pk,/static/forever/img/no-image.png,120 mm,Black / White,600 - 1800 RPM,82.96 CFM,25 dB,Yes,
ID-COOLING FL-12025,https://pcpartpicker.com/product/G4QKHx/id-cooling-fl-12025-45-cfm-120-mm-fan-fl-12025-white,https://cdna.pcpartpicker.com/static/forever/images/product/18505474aaec037b2eec07d97b3e9eb0.256p.jpg,120 mm,White,,45 CFM,21 dB,No,
ID-COOLING TF-12025-PRO-ARGB,https://pcpartpicker.com/product/WRXV3C/id-cooling-tf-12025-pro-argb-825-cfm-120-mm-fan-tf-12025-pro-argb-white,/static/forever/img/no-image.png,120 mm,White,500 - 1800 RPM,82.5 CFM,35.2 dB,Yes,
