Name,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,M.2 Slots,SATA 6.0 Gb/s Ports,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 3.2 Gen 1 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors
MSI MEG X670E ACE,MSI , MEG X670E ACE | 7D69-005R | ,AM5 ,EATX ,AMD X670E ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Black / Gold ,3.0, 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2280/22110 M-key | 2230 E-key | ,6.0,1 x 10 Gb/s Ports (Marvell AQtion AQC113-B1-C) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte H610M K DDR4,Gigabyte ,H610M K DDR4 ,LGA1700 ,Micro ATX ,Intel H610 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | ,Black ,1.0,2260/2280 M-key ,2.0,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1.0,1.0,,No ,None ,No ,No 
Asus B760M MAX GAMING WIFI,Asus ,B760M MAX GAMING WIFI ,LGA1700 ,Micro ATX ,Intel B760 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,Black / Silver ,4.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 6 ,Yes ,No 
Asus X99-M WS,Asus , X99-M WS | 90SB05H0-M0EAY0 | ,LGA2011-3 ,Micro ATX ,Intel X99 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | ,Black / Silver ,3.0,2260/2280 M-key ,8.0,2 x 1 Gb/s Ports ,No ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
Asus PRIME B350-PLUS,Asus , PRIME B350-PLUS | 90MB0TG0-M0EAY0 | ,AM4 ,ATX ,AMD B350 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Red ,2.0,2242/2260/2280/22110 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
ASRock Z890 Lightning WiFi,ASRock , Z890 Lightning WiFi | 90-MXBPG0-A0UAYZ | ,LGA1851 ,ATX ,Intel Z890 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | DDR5-8200 | DDR5-8400 | ,Black ,2.0, 2280 M-key | 2280 M-key | 2280 M-key | 2230/2242/2260/2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Intel Killer E3100G) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Asus TUF GAMING Z890-PRO WIFI,Asus , TUF GAMING Z890-PRO WIFI | 90MB1IR0-M0EAY0 | 90MB1IR0-M0AAY0 | ,LGA1851 ,ATX ,Intel Z890 ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-6400 | DDR5-8600 | ,White ,2.0, 2242/2260/2280 M-key | 2280 M-key | 2280/22110 M-key | 2242/2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 7 ,Yes ,No 
MSI MPG Z390 GAMING PRO CARBON,MSI , MPG Z390 GAMING PRO CARBON | Z390GPCAR | Z390 GAMING PRO CARBON | 911-7B17-012 | 7B17-012R | ,LGA1151 ,ATX ,Intel Z390 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4200 | DDR4-4266 | DDR4-4400 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Asus ROG STRIX X470-F Gaming,Asus , Strix X470-F Gaming | ROG Strix X470-F Gaming | 90MB0XH0-M0EAY0 | ,AM4 ,ATX ,AMD X470 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | ,Black ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
MSI MAG B760M MORTAR WIFI II,MSI , MAG B760M MORTAR WIFI II | 7E13-001R | ,LGA1700 ,Micro ATX ,Intel B760 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | ,Silver / Black ,1.0, 2242/2260/2280 M-key | 2260/2280 M-key | 2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek RTL8125BG) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
MSI X99A XPOWER GAMING TITANIUM,MSI ,X99A XPOWER GAMING TITANIUM ,LGA2011-3 ,EATX ,Intel X99 ,128 GB ,DDR4 ,8.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | ,White / Black ,5.0,2242/2260/2280/22110 M-key ,10.0,1 x 1 Gb/s Ports (Intel I218-V) ,No ,2.0,2.0,,No ,Wi-Fi 5 ,Yes ,No 
Gigabyte Z390 AORUS ULTRA,Gigabyte , Z390 AORUS ULTRA | GA-Z390-AORUS-ULTRA | ,LGA1151 ,ATX ,Intel Z390 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
Biostar A320MH,Biostar ,A320MH ,AM4 ,Micro ATX ,AMD A320 ,32 GB ,DDR4 ,2.0, DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | ,Black / Yellow ,1.0,,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Asus PRIME Z790-V WIFI,Asus , PRIME Z790-V WIFI | 90MB1CJ0-M0AAY0 | ,LGA1700 ,ATX ,Intel Z790 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,Black / Silver ,4.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | ,4.0,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 5 ,Yes ,No 
Gigabyte B550M AORUS PRO-P,Gigabyte ,B550M AORUS PRO-P ,AM4 ,Micro ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3333 | DDR4-3600 | DDR4-4000 | DDR4-4400 | DDR4-4600 | DDR4-4733 | ,Black ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
MSI MPG X870E CARBON MAX WIFI,MSI ,MPG X870E CARBON MAX WIFI ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4000 | DDR5-9000 | ,Black ,3.0, 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,4.0, 1 x 2.5 Gb/s Ports (Realtek RTL8125) | 1 x 5 Gb/s Ports (Realtek RTL8126) | ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Asus Prime TRX40-Pro,Asus , Prime TRX40-Pro | 90MB12F0-M0EAY0 | ,sTRX4 ,ATX ,AMD TRX40 ,256 GB ,DDR4 ,8.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3400 | DDR4-3466 | DDR4-3733 | DDR4-3800 | DDR4-4133 | DDR4-4266 | DDR4-4333 | DDR4-4400 | DDR4-4600 | DDR4-4666 | ,Black / White ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2230 E-key | ,8.0,1 x 1 Gb/s Ports ,No ,2.0,2.0,,Yes ,None ,Yes ,No 
ASRock A320M/ac,ASRock ,A320M/ac ,AM4 ,Micro ATX ,AMD A320 ,32 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,White / Black ,1.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
Asus ROG STRIX Z790-H GAMING WIFI,Asus , ROG STRIX Z790-H GAMING WIFI | STRIX Z790-H GAMING WIFI | 90MB1E10-M0EAY0 | ,LGA1700 ,ATX ,Intel Z790 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | ,Black ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,1.0,1.0,No ,Wi-Fi 6E ,Yes ,No 
Asus TUF B450M-PLUS GAMING,Asus , B450M-PLUS GAMING | TUF B450M-PLUS GAMING | 90MB0YQ0-M0EAY0 | ,AM4 ,Micro ATX ,AMD B450 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | ,Black / Gold ,2.0,2242/2260/2280/22110 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
Gigabyte H610M D3H WIFI DDR4,Gigabyte ,H610M D3H WIFI DDR4 ,LGA1700 ,Micro ATX ,Intel H610 ,64 GB ,DDR4 ,2.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | ,Black ,1.0, 2260/2280 M-key | 2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
Gigabyte X570 GAMING X,Gigabyte , X570 GAMING X | GA-X570GAMING-X | ,AM4 ,ATX ,AMD X570 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | ,Black / Silver ,2.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Gigabyte X570 AORUS MASTER,Gigabyte , X570 AORUS MASTER | GA-X570-AORUS-MASTER | ,AM4 ,ATX ,AMD X570 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | ,Black / Silver ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6.0, 1 x 1 Gb/s Ports | 1 x 2.5 Gb/s Ports | ,No ,2.0,2.0,,No ,Wi-Fi 6 ,Yes ,No 
ASRock B450M/AC,ASRock ,B450M/AC ,AM4 ,Micro ATX ,AMD B450 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black ,2.0,2242/2260/2280 M-key ,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 5 ,Yes ,No 
MSI Creator TRX40,MSI , Creator TRX40 | 7C59-003R | 911-7C59-003 | ,sTRX4 ,EATX ,AMD TRX40 ,256 GB ,DDR4 ,8.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-3200 | DDR4-3600 | DDR4-4000 | DDR4-4666 | ,Black / Silver ,4.0, 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2230 E-key | ,6.0, 1 x 1 Gb/s Ports | 1 x 10 Gb/s Ports | ,No ,2.0,2.0,,Yes ,Wi-Fi 6 ,Yes ,No 
ASRock Z690M-ITX/ax,ASRock , Z690M-ITX/ax | 90-MXBHY0-A0UAYZ | ,LGA1700 ,Mini ITX ,Intel Z690 ,64 GB ,DDR4 ,2.0, DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-5000 | ,Silver / Black ,1.0, 2280 M-key | 2280 M-key | 2230 E-key | ,4.0, 1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) | 1 x 1 Gb/s Ports (Intel I219-V) | ,Depends on CPU ,1.0,1.0,1.0,No ,Wi-Fi 6 ,Yes ,No 
Asus Prime Z370-P,Asus , Prime Z370-P | 90MB0VH0-M0EAY0 | ,LGA1151 ,ATX ,Intel Z370 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | ,Black / Silver ,2.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Asus TUF GAMING B850M-PLUS,Asus , TUF GAMING B850M-PLUS | 90MB1IX0-M0EAY0 | ,AM5 ,Micro ATX ,AMD B850 ,192 GB ,DDR5 ,4.0, DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Black ,1.0, 2280 M-key | 2242/2260/2280 M-key | 2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
MSI MPG Z790I EDGE WIFI,MSI , MPG Z790I EDGE WIFI | 7E03-001R | Z790IEDGE | ,LGA1700 ,Mini ITX ,Intel Z790 ,128 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | ,Silver / Black ,1.0, 2280 M-key | 2280 M-key | 2280 M-key | 2230 E-key | ,4.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,1.0,1.0,1.0,No ,Wi-Fi 6E ,Yes ,No 
MSI MAG X870E TOMAHAWK MAX WIFI,MSI ,MAG X870E TOMAHAWK MAX WIFI ,AM5 ,ATX ,AMD X870E ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-8400 | ,Black ,3.0, 2280/22110 M-key | 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,4.0,1 x 5 Gb/s Ports (Realtek RTL8126) ,Depends on CPU ,2.0,2.0,1.0,No ,Wi-Fi 7 ,Yes ,No 
Asus PRIME B660M-A AC D4,Asus ,PRIME B660M-A AC D4 ,LGA1700 ,Micro ATX ,Intel B660 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-4000 | DDR4-4266 | DDR4-4400 | DDR4-4600 | DDR4-4800 | DDR4-5000 | DDR4-5333 | ,Silver / Black ,4.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,6.0,1 x 1 Gb/s Ports (Intel) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 5 ,Yes ,No 
Asus ROG STRIX B760-F GAMING WIFI,Asus , ROG STRIX B760-F GAMING WIFI | 90MB1CT0-M0EAY0 | 90MB1CT0-M1EAY0 | ,LGA1700 ,ATX ,Intel B760 ,192 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7800 | ,Black ,2.0, 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,4.0,1 x 2.5 Gb/s Ports (Intel) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6E ,Yes ,No 
MSI MEG X670E GODLIKE,MSI , MEG X670E GODLIKE | 7D68-005R | ,AM5 ,EATX ,AMD X670E ,192 GB ,DDR5 ,4.0,DDR5-4800 ,Black ,3.0, 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,8.0, 1 x 10 Gb/s Ports (Marvell AQtion AQC113-B1-C) | 1 x 2.5 Gb/s Ports (Intel I225-V) | ,No ,2.0,2.0,,No ,Wi-Fi 6E ,Yes ,No 
Gigabyte GA-B150M-D3H DDR3,Gigabyte ,GA-B150M-D3H DDR3 ,LGA1151 ,Micro ATX ,Intel B150 ,64 GB ,DDR3 ,4.0, DDR3-1333 | DDR3-1600 | DDR3-1866 | ,Black / Silver ,2.0,2242/2260/2280 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,1.0,,No ,None ,No ,No 
MSI MEG Z790 GODLIKE MAX,MSI , MEG Z790 GODLIKE MAX | 7D85-008R | ,LGA1700 ,EATX ,Intel Z790 ,256 GB ,DDR5 ,4.0, DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | ,Black ,2.0, 2260/2280/22110 M-key | 2260/2280 M-key | 2260/2280 M-key | 2280/22110 M-key | 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,6.0, 1 x 10 Gb/s Ports (Marvell AQtion AQC113CS) | 1 x 2.5 Gb/s Ports (Intel) | ,Depends on CPU ,2.0,2.0,2.0,No ,Wi-Fi 7 ,Yes ,No 
Gigabyte X570 UD,Gigabyte , X570 UD | GA-X570-UD | ,AM4 ,ATX ,AMD X570 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | ,Black / Silver ,3.0,2242/2260/2280/22110 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Intel DZ68BC,Intel ,BOXDZ68BC ,LGA1155 ,ATX ,Intel Z68 ,32 GB ,DDR3 ,4.0, DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Blue ,2.0,,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,4.0,1.0,,No ,None ,No ,No 
Asus Z170 PRO GAMING,Asus , Z170 PRO GAMING | 90MB0MD0-M0EAY0 | ,LGA1151 ,ATX ,Intel Z170 ,64 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | ,Black / Red ,3.0,2242/2260/2280/22110 M-key ,6.0,1 x 1 Gb/s Ports ,Depends on CPU ,3.0,1.0,,No ,None ,Yes ,No 
Asus ROG STRIX B550-E GAMING,Asus , ROG STRIX B550-E GAMING | STRIX B550-E GAMING | 90MB1470-M0EAY0 | ,AM4 ,ATX ,AMD B550 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4400 | ,Black ,3.0, 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,6.0,1 x 2.5 Gb/s Ports (Intel I225-V) ,Depends on CPU ,2.0,1.0,,No ,Wi-Fi 6 ,Yes ,No 
ASRock X299 Taichi CLX,ASRock , X299 Taichi CLX | 90-MXBBH0-A0UAYZ | ,LGA2066 ,ATX ,Intel X299 ,256 GB ,DDR4 ,8.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-4000 | DDR4-4200 | ,Black / Silver ,4.0, 2242/2260/2280 M-key | 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | ,10.0, 1 x 1 Gb/s Ports | 1 x 2.5 Gb/s Ports | ,No ,2.0,1.0,,No ,None ,Yes ,No 
ASRock Z390 Phantom Gaming 4S,ASRock , Z390 Phantom Gaming 4S | 90-MXBA90-A0UAYZ | ,LGA1151 ,ATX ,Intel Z390 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4300 | ,Black ,2.0, 2230/2242/2260/2280/22110 M-key | 2230 E-key | ,6.0,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,2.0,2.0,,No ,None ,Yes ,No 
Asus PRIME H810M-A WIFI-CSM,Asus , PRIME H810M-A WIFI-CSM | 90MB1KJ0-M0AAYC | ,LGA1851 ,Micro ATX ,Intel H810 ,128 GB ,DDR5 ,2.0, DDR5-4800 | DDR5-6400 | ,Silver / Black ,1.0, 2280 M-key | 2242/2260/2280 M-key | ,4.0,1 x 1 Gb/s Ports (Intel) ,Depends on CPU ,1.0,1.0,,No ,Wi-Fi 6 ,No ,No 
EVGA P55V,EVGA ,120-LF-E651-TR ,LGA1156 ,Micro ATX ,Intel P55 ,16 GB ,DDR3 ,4.0,DDR3-1600 ,Black / Gray ,2.0,,,1 x 1 Gb/s Ports ,Yes ,4.0,,,No ,None ,Yes ,No 
ASRock B650M-C,ASRock ,B650M-C ,AM5 ,Micro ATX ,AMD B650 ,256 GB ,DDR5 ,4.0, DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | ,Black ,4.0, 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,4.0,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2.0,2.0,,No ,Wi-Fi 5 ,Yes ,No 
Gigabyte B760M GAMING X DDR4,Gigabyte ,B760M GAMING X DDR4 ,LGA1700 ,Micro ATX ,Intel B760 ,128 GB ,DDR4 ,4.0, DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4733 | DDR4-4800 | DDR4-4933 | DDR4-5000 | DDR4-5133 | DDR4-5333 | ,Black ,2.0, 2280 M-key | 2280/22110 M-key | ,4.0,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2.0,1.0,,No ,None ,Yes ,No 
ASRock Z77 Extreme4,ASRock , Z77 Extreme4 | 377895 | 90-MXGKX0-A0UAYZ | Z77-EXT4 | ,LGA1155 ,ATX ,Intel Z77 ,32 GB ,DDR3 ,4.0, DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | DDR3-2800 | ,Brown / Black ,2.0,,4.0,1 x 1 Gb/s Ports ,Depends on CPU ,3.0,1.0,,No ,None ,Yes ,No 
