Name,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,M.2 Slots,SATA 6.0 Gb/s Ports,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 3.2 Gen 1 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors
Asus Maximus III Formula,Asus ,Maximus III Formula ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-2000 | DDR3-2133 | ,Black / Red ,3 ,,,1 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
Asus P6X58D Premium,Asus ,P6X58D PREMIUM ,LGA1366 ,ATX ,Intel X58 ,24 GB ,DDR3 ,6 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-2000 | ,Black / Blue ,3 ,,2 ,2 x 1 Gb/s Ports ,No ,2 ,,,Yes ,None ,Yes ,No 
Intel DG41WV,Intel ,BOXDG41WV ,LGA775 ,Micro ATX ,Intel G41 ,4 GB ,DDR3 ,2 , DDR3-800 | DDR3-1066 | ,Yellow / Black ,1 ,,,1 x 1 Gb/s Ports ,Yes ,2 ,,,No ,None ,No ,No 
Asus M2N68-AM PLUS,Asus ,M2N68-AM PLUS ,AM3/AM2+/AM2 ,Micro ATX ,NVIDIA GeForce 7025 ,8 GB ,DDR2 ,2 , DDR2-667 | DDR2-800 | DDR2-1066 | ,Multicolor ,1 ,,,1 x 1 Gb/s Ports ,Yes ,3 ,,,No ,None ,Yes ,No 
Gigabyte GA-H55M-S2V,Gigabyte ,GA-H55M-S2V ,LGA1156 ,Micro ATX ,Intel H55 ,16 GB ,DDR3 ,2 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-2200 | ,Blue / White ,1 ,,,1 x 1 Gb/s Ports ,No ,2 ,,,No ,None ,No ,No 
MSI H55M-E23,MSI ,H55M-E23 ,LGA1156 ,Micro ATX ,Intel H55 ,8 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Blue ,1 ,,,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,,,No ,None ,No ,No 
Asus P8P67 PRO,Asus ,P8P67 PRO ,LGA1155 ,ATX ,Intel P67 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2200 | ,Black / Blue ,3 ,,4 ,1 x 1 Gb/s Ports ,No ,3 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-Z68MA-D2H-B3,Gigabyte ,GA-Z68MA-D2H-B3 ,LGA1155 ,Micro ATX ,Intel Z68 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | ,Blue / White ,3 ,,2 ,1 x 1 Gb/s Ports ,Depends on CPU ,4 ,,,No ,None ,Yes ,No 
Asus P8Z68-V,Asus ,P8Z68-V ,LGA1155 ,ATX ,Intel Z68 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2200 | ,Black / Blue ,3 ,,2 ,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
Asus P8Z68 Deluxe,Asus ,P8Z68 Deluxe ,LGA1155 ,ATX ,Intel Z68 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2200 | ,Black / Blue ,3 ,,4 ,2 x 1 Gb/s Ports ,No ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-Z68XP-UD3,Gigabyte ,GA-Z68XP-UD3 ,LGA1155 ,ATX ,Intel Z68 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | ,Blue / White ,2 ,,4 ,1 x 1 Gb/s Ports ,No ,3 ,1 ,,No ,None ,Yes ,No 
Asus P9X79 DELUXE,Asus ,P9X79 DELUXE ,LGA2011 ,ATX ,Intel X79 ,64 GB ,DDR3 ,8 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | ,Black / Blue ,4 ,,2 ,2 x 1 Gb/s Ports ,No ,4 ,1 ,,Yes ,None ,Yes ,No 
ASRock X79 Extreme4-M,ASRock ,X79 EXTREME4-M ,LGA2011 ,Micro ATX ,Intel X79 ,32 GB ,DDR3 ,4 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-2400 | ,Brown / Black ,3 ,,3 ,1 x 1 Gb/s Ports ,No ,2 ,1 ,,Yes ,None ,Yes ,No 
Asus P8Z77-M PRO,Asus ,P8Z77-M PRO ,LGA1155 ,Micro ATX ,Intel Z77 ,32 GB ,DDR3 ,4 , DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | DDR3-2400 | ,Black / Blue ,3 ,,2 ,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
ASRock H61M-DGS,ASRock ,H61M-DGS ,LGA1155 ,Micro ATX ,Intel H61 ,16 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Blue ,1 ,,,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,,,No ,None ,No ,No 
Asus P8H77-I,Asus ,P8H77-I ,LGA1155 ,Mini ITX ,Intel H77 ,16 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | ,Black / Blue ,1 ,,2 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,Yes ,No 
Asus Maximus V Formula,Asus ,Maximus V FORMULA ,LGA1155 ,EATX ,Intel Z77 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2200 | DDR3-2400 | DDR3-2600 | DDR3-2666 | DDR3-2800 | ,Black / Red ,3 ,,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 4 ,Yes ,No 
Asus H87-PLUS,Asus ,H87-PLUS ,LGA1150 ,ATX ,Intel H87 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Gold ,2 ,,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
Asus B85M-E/CSM,Asus ,B85M-E/CSM ,LGA1150 ,Micro ATX ,Intel B85 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Gold ,2 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Intel DB85FL,Intel ,BOXDB85FL ,LGA1150 ,Micro ATX ,Intel B85 ,32 GB ,DDR3 ,4 , DDR3-1333 | DDR3-1600 | ,Black / Blue ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Zotac A55ITX-B-E,Zotac ,A55ITX-B-E ,FM2 ,Mini ITX ,AMD A55 ,16 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | ,Black / Yellow ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 4 ,Yes ,No 
Gigabyte GA-B85-HD3,Gigabyte ,GA-B85-HD3 ,LGA1150 ,ATX ,Intel B85 ,32 GB ,DDR3 ,4 , DDR3-1333 | DDR3-1600 | ,Black / Gray ,2 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
ASRock H81M-DGS,ASRock ,H81M-DGS ,LGA1150 ,Micro ATX ,Intel H81 ,16 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black ,1 ,,2 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,,,No ,None ,No ,No 
ASRock FM2A88X-ITX+,ASRock ,FM2A88X-ITX+ ,FM2+ ,Mini ITX ,AMD A88X ,32 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | ,Black / Gray ,1 ,,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 4 ,Yes ,No 
Asus Q87T/CSM,Asus , Q87T/CSM | Q87T | ,LGA1150 ,Thin Mini ITX ,Intel Q87 ,16 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | ,Black / Gold ,,,4 ,2 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-F2A78M-HD2,Gigabyte ,GA-F2A78M-HD2 ,FM2+ ,Micro ATX ,AMD A78 ,64 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | ,Black ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-H81N,Gigabyte ,GA-H81N ,LGA1150 ,Mini ITX ,Intel H81 ,16 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | ,Black / Silver ,1 ,,2 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,,,No ,None ,No ,No 
ASRock Z97 Pro4,ASRock ,Z97 PRO4 ,LGA1150 ,ATX ,Intel Z97 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | DDR3-2800 | DDR3-2933 | ,Black / Blue ,2 ,2230/2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-Z97X-UD7 TH,Gigabyte ,GA-Z97X-UD7 TH ,LGA1150 ,ATX ,Intel Z97 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | DDR3-2400 | DDR3-2500 | DDR3-2600 | DDR3-2666 | DDR3-2800 | DDR3-2933 | DDR3-3000 | DDR3-3100 | DDR3-3200 | ,Black / Gold ,3 ,,8 ,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
MSI Z97M Gaming,MSI ,Z97M Gaming ,LGA1150 ,Micro ATX ,Intel Z97 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | DDR3-2400 | DDR3-2600 | DDR3-2666 | DDR3-2800 | DDR3-3000 | DDR3-3100 | DDR3-3200 | DDR3-3300 | ,Black / Red ,2 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI H97M-G43,MSI ,H97M-G43 ,LGA1150 ,Micro ATX ,Intel H97 ,32 GB ,DDR3 ,4 , DDR3-1333 | DDR3-1600 | ,Black / Blue ,2 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
ASRock Z97M-ITX/AC,ASRock ,Z97M-ITX/AC ,LGA1150 ,Mini ITX ,Intel Z97 ,16 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | DDR3-2400 | DDR3-2800 | DDR3-2933 | DDR3-3100 | ,Black / Blue ,1 ,,5 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,Yes ,No 
ASRock Fatal1ty X99X Killer,ASRock ,X99X Killer ,LGA2011-3 ,ATX ,Intel X99 ,128 GB ,DDR4 ,8 , DDR4-1600 | DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | ,Black / Red ,3 ,2230/2242/2260/2280/22110 M-key ,10 , 1 x 1 Gb/s Ports (Intel I218-V) | 1 x 1 Gb/s Ports (Intel Killer E2200) | ,No ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-EX58-UD4P,Gigabyte ,GA-EX58-UD4P ,LGA1366 ,ATX ,Intel X58 ,24 GB ,DDR3 ,6 , DDR3-800 | DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-2100 | ,Blue / White ,3 ,,,1 x 1 Gb/s Ports ,No ,2 ,,,Yes ,None ,Yes ,No 
ASRock EPC612D8A-TB,ASRock ,EPC612D8A-TB ,LGA2011-3 Narrow ,ATX ,Intel C612 ,256 GB ,DDR4 ,8 , DDR4-1600 | DDR4-1866 | DDR4-2133 | DDR4-2400 | ,Green / Blue ,4 ,,12 ,2 x 1 Gb/s Ports ,Yes ,2 ,2 ,,Yes ,None ,Yes ,No 
MSI A68HM-E33,MSI ,A68HM-E33 ,FM2+ ,Micro ATX ,AMD A68H ,32 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2133 | ,Black ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,,,No ,None ,Yes ,No 
Gigabyte GA-X99-Gaming 5P,Gigabyte ,GA-X99-Gaming 5P ,LGA2011-3 ,EATX ,Intel X99 ,128 GB ,DDR4 ,8 , DDR4-1600 | DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3333 | ,Black / Red ,4 , 2230 E-key | 2260/2280 M-key | ,10 ,1 x 1 Gb/s Ports ,No ,2 ,1 ,,No ,None ,Yes ,No 
MSI Z97A GAMING 7,MSI ,Z97A GAMING 7 ,LGA1150 ,ATX ,Intel Z97 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | DDR3-2400 | DDR3-2600 | DDR3-2666 | DDR3-2800 | DDR3-3000 | DDR3-3100 | DDR3-3200 | DDR3-3300 | ,Black / Red ,3 ,2242/2260/2280 M-key ,8 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus H170M-E D3,Asus ,H170M-E D3 ,LGA1151 ,Micro ATX ,Intel H170 ,64 GB ,DDR3 ,4 , DDR3-1333 | DDR3-1600 | DDR3-1866 | ,Black / Gold ,2 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
ASRock B150M-HDV/D3,ASRock ,B150M-HDV/D3 ,LGA1151 ,ATX ,Intel B150 ,16 GB ,DDR3 ,2 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | ,Black / Orange ,1 ,,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
MSI B150I GAMING PRO AC,MSI ,B150I GAMING PRO AC ,LGA1151 ,Mini ITX ,Intel B150 ,32 GB ,DDR4 ,2 ,DDR4-2133 ,Black / Red ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,No ,No 
ASRock E3C236D2I,ASRock ,E3C236D2I ,LGA1151 ,Mini ITX ,Intel C236 ,32 GB ,DDR4 ,2 ,DDR4-2133 ,Green / Blue ,1 ,2230 E-key ,6 ,2 x 1 Gb/s Ports ,Depends on CPU ,1 ,2 ,,Yes ,None ,Yes ,No 
Gigabyte GA-H110N,Gigabyte , GA-H110N | GA-H110N (rev. 1.0) | ,LGA1151 ,Mini ITX ,Intel H110 ,32 GB ,DDR4 ,2 ,DDR4-2133 ,Black / Silver ,1 , 2260/2280 M-key | 2230 E-key | ,3 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Asus Z170 PRO GAMING/AURA,Asus ,Z170 PRO GAMING/AURA ,LGA1151 ,ATX ,Intel Z170 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | ,Black / Silver ,3 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-Gaming B8,Gigabyte ,GA-Gaming B8 ,LGA1151 ,ATX ,Intel B250 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | ,Black / Green ,3 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Gigabyte GA-Z270MX-Gaming 5,Gigabyte ,GA-Z270MX-Gaming 5 ,LGA1151 ,Micro ATX ,Intel Z270 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | ,Black / Silver ,3 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,2 ,,No ,None ,Yes ,No 
ASRock Fatal1ty Z270 Gaming-ITX/ac,ASRock , Fatal1ty Z270 Gaming-ITX/ac | Z270 GAMING-ITX/AC | ,LGA1151 ,Mini ITX ,Intel Z270 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3866 | DDR4-4000 | ,Black / Red ,1 ,2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,Yes ,No 
ASRock Fatal1ty Z370 Gaming K6,ASRock , Fatal1ty Z370 Gaming K6 | Z370 Gaming K6 | 90-MXB5V0-A0UAYZ | ,LGA1151 ,ATX ,Intel Z370 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4333 | ,Black / Silver ,3 , 2230/2242/2260/2280 M-key | 2230/2242/2260/2280/22110 M-key | 2230 E-key | ,8 ,2 x 1 Gb/s Ports ,Depends on CPU ,3 ,2 ,,No ,None ,Yes ,No 
Gigabyte GA-A320MA-M.2 (rev. 1.0),Gigabyte ,GA-A320MA-M.2 (rev. 1.0) ,AM4 ,Micro ATX ,AMD A320 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Brown / Black ,1 ,2242/2260/2280/22110 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Biostar Z370GT6,Biostar ,Z370GT6 ,LGA1151 ,ATX ,Intel Z370 ,64 GB ,DDR4 ,4 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3866 | ,Yellow / Black ,3 , 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
EVGA X299 DARK,EVGA ,151-SX-E299-KR ,LGA2066 ,EATX ,Intel X299 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | ,Black / Silver ,5 , 2280/22110 M-key | 2280 M-key | 2230 E-key | ,8 ,2 x 1 Gb/s Ports ,No ,2 ,1 ,,No ,None ,No ,No 
Gigabyte X299 DESIGNARE EX,Gigabyte ,X299 DESIGNARE EX ,LGA2066 ,ATX ,Intel X299 ,128 GB ,DDR4 ,8 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4333 | DDR4-4400 | ,Black / Silver ,5 , 2260/2280 M-key | 2260/2280/22110 M-key | 2242/2260/2280 M-key | ,8 ,2 x 1 Gb/s Ports ,No ,2 ,2 ,,No ,Wi-Fi 5 ,Yes ,No 
Asus ROG Strix H370-F Gaming,Asus , Strix H370-F Gaming | ROG STRIX H370-F GAMING | 90MB0WF0-M0EAY0 | ,LGA1151 ,ATX ,Intel H370 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black ,2 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,2 ,,No ,None ,Yes ,No 
Gigabyte H310M S2V,Gigabyte ,H310M S2V ,LGA1151 ,Micro ATX ,Intel H310 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Silver ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Gigabyte H310M DS2,Gigabyte ,H310M DS2 ,LGA1151 ,Micro ATX ,Intel H310 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Silver / Black ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
MSI H370M BAZOOKA,MSI , H370M BAZOOKA |  | 7B24-002R | ,LGA1151 ,Micro ATX ,Intel H370 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / White ,1 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI B360 GAMING PRO CARBON,MSI , B360 GAMING PRO CARBON |  | ,LGA1151 ,ATX ,Intel B360 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black ,2 , 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
MSI H310M PRO-D,MSI ,H310M PRO-D ,LGA1151 ,Micro ATX ,Intel H310 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Brown / Black ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Asus Prime H370-A/CSM,Asus ,Prime H370-A/CSM ,LGA1151 ,ATX ,Intel H370 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Silver ,2 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
ASRock Z390 Phantom Gaming 6,ASRock , Z390 Phantom Gaming 6 | 90-MXB900-A0UAYZ | ,LGA1151 ,ATX ,Intel Z390 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | ,Black / Silver ,3 , 2230/2242/2260/2280 M-key | 2230 E-key | 2230/2242/2260/2280/22110 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
Asus EX-B360M-V5,Asus ,EX-B360M-V5 ,LGA1151 ,Micro ATX ,Intel B360 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Red ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
EVGA Z390 FTW,EVGA ,123-CS-E397-KR ,LGA1151 ,ATX ,Intel Z390 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | DDR4-4133 | ,Black / Silver ,2 , 2242/2260/2280 M-key | 2230 E-key | 2242/2260/2280/22110 M-key | ,6 ,1 x 1 Gb/s Ports ,No ,1 ,1 ,,No ,None ,Yes ,No 
EVGA Z390 DARK,EVGA ,131-CS-E399-KR ,LGA1151 ,EATX ,Intel Z390 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-4600 | ,Black / Gold ,3 , 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2230 E-key | ,8 ,2 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 5 ,Yes ,No 
Asus Prime X299 Edition 30,Asus , Prime X299 Edition 30 | 90MB1190-M0EAY0 | ,LGA2066 ,ATX ,Intel X299 ,256 GB ,DDR4 ,8 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3600 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | ,Black / White ,3 , 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2242/2260/2280/22110 M-key | ,8 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,2 ,,No ,Wi-Fi 6 ,Yes ,No 
ECS H81H3-M4 (V1.0A),ECS ,H81H3-M4 (V1.0A) ,LGA1150 ,Micro ATX ,Intel H81 ,16 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | ,Brown / Gray ,1 ,,2 ,1 x 1 Gb/s Ports (Realtek 8111G) ,Depends on CPU ,2 ,,,No ,None ,No ,No 
ASRock B460M-ITX/ac,ASRock , B460M-ITX/ac | 90-MXBCS0-A0UAYZ | ,LGA1200 ,Mini ITX ,Intel B460 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | ,Black / Silver ,1 ,2280 M-key ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,Yes ,No 
ASRock H410M-HVS,ASRock , H410M-HVS | 90-MXBDC0-A0UAYZ | ,LGA1200 ,Micro ATX ,Intel H410 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | ,Black / Silver ,1 ,,4 ,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
