Name,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless
Thermaltake TOUGHLIQUID ARGB,Thermaltake ,, CL-W321-PL12BL-A | CL-W321-PL12BL-B | ,500 - 2000 RPM ,22.3 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ID-COOLING DK-19 PWM,ID-COOLING ,,DK-19 PWM ,600 - 2200 RPM ,14.2 - 25.8 dB ,,55 mm , LGA1700 | LGA1851 | ,No ,No 
ID-COOLING DK-17 PWM,ID-COOLING ,,DK-17 PWM ,600 - 2200 RPM ,14.2 - 25.8 dB ,,42 mm , LGA1700 | LGA1851 | ,No ,No 
ID-COOLING DK-15 PWM,ID-COOLING ,,DK-15 PWM ,600 - 2000 RPM ,14.2 - 26.5 dB ,,57 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ID-COOLING DK-03i PWM RED,ID-COOLING ,,DK-03i PWM RED ,500 - 1800 RPM ,16 - 20.2 dB ,,68 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ID-COOLING DK-01S,ID-COOLING ,,DK-01S ,2200 RPM ,23.8 dB ,,43 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ID-COOLING SE-903-SD,ID-COOLING ,,SE-903-SD ,2000 RPM ,23.1 dB ,,123 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ID-COOLING SE-903-R V2,ID-COOLING ,,SE-903-R V2 ,2200 RPM ,23.1 dB ,,123 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ID-COOLING SE-224-XT ARGB V3,ID-COOLING ,,SE-224-XT ARGB V3 ,500 - 1500 RPM ,13.8 - 30.5 dB ,,153 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master i70,Cooler Master ,i70 , RR-I70-20FK-R1 | i70 | ,1800 RPM ,28 dB ,Black / Silver ,60 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Cooler Master X Dream P115,Cooler Master ,X Dream P115 ,RR-X115-40PK-R1 ,900 - 4000 RPM ,19 - 36 dB ,,47 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Jonsbo HX7280,Jonsbo ,, HX7280 | Jonsbo HX7280 | ,700 - 1800 RPM ,28 - 38 dB ,Black ,160 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright Frozen Magic 120,Thermalright ,,Frozen Magic 120 ,1500 RPM ,25.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Jonsbo HX4170D,Jonsbo ,,HX4170D Black ,600 - 3300 RPM ,28.4 dB ,Black ,45 mm , AM4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Jonsbo HX6240,Jonsbo ,,HX6240 White ,700 - 1800 RPM ,28 - 37.6 dB ,White ,162 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Jonsbo PISA A5,Jonsbo ,,PISA A5 Grey ,800 - 1850 RPM ,36.8 dB ,Gray ,153 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Jonsbo CR-1100,Jonsbo ,, CR-1100 gray | CR-1100 grey | ,600 - 1500 RPM ,18 - 31 dB ,Gray / Black ,165 mm , AM4 | AM5 | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
Jonsbo CR-1400,Jonsbo ,,CR-1400 Color White ,900 - 2300 RPM ,20 - 30.5 dB ,White ,126 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
TEAMGROUP SIREN GD240E,TEAMGROUP ,SIREN GD240E ,TB120602 ,600 - 2200 RPM ,14.3 - 35.6 dB ,White ,49 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Deepcool UL551 RGB,Deepcool ,,R-UL551-BKAMAB-G-17 ,500 - 1800 RPM ,26.8 dB ,Black ,71 mm , LGA1700 | LGA1851 | ,No ,No 
Noua Polaris LM240,Noua ,Polaris LM240 ,LC0320-LM240 ,2200 RPM ,38 dB ,Black / White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Noua Jotun,Noua ,,AC0721-JOT18 ,1800 RPM ,23 dB ,Black / Silver ,133 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Gelid Solutions Glacier,Gelid Solutions ,,CC-Glacier-01-A ,500 - 1600 RPM ,35 dB ,White ,152 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master MasterAir MA824 Stealth 30th Anniversary Edition,Cooler Master ,,MAM-D8PN-318PK-30 ,,0 - 24.6 dB ,Black ,166 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
GAMDIAS CHIONE P3-240U,GAMDIAS ,,CHIONE P3-240U ,800 - 2000 RPM ,10 - 31 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermaltake TOUGHLIQUID ARGB,Thermaltake ,,CL-W336-PL12GM-A ,500 - 2500 RPM ,28.1 dB ,Black ,, sTR4 | sTRX4 | ,Yes - 360 mm ,No 
Thermalright Frozen Magic EX,Thermalright ,,Frozen Magic EX 240 ,1850 RPM ,29.6 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Valkyrie SYN,Valkyrie ,,VK-E240-W ,800 - 2150 RPM ,29 dB ,White / Blue ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Geometric Future Eskimo Junior 36,Geometric Future ,Eskimo Junior 36 ,GEO-EJ-36B ,2000 RPM ,29 dB ,Black ,53 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Enermax LIQMAX III RGB,Enermax ,,ELC-LMT120-RGB ,500 - 1600 RPM ,14 - 27 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Enermax LIQMAX III RGB,Enermax ,,ELC-LMT240-RGB ,500 - 1600 RPM ,14 - 27 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Yeston zeaginal Sakura,Yeston ,,Sakura 240-ARGB ,900 - 1800 RPM ,30 dB ,White ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
ID-COOLING  IS-28i BLACK,ID-COOLING ,,IS-28i BLACK ,800 - 3600 RPM ,35.8 dB ,Black ,28 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ID-COOLING IS-65-XT,ID-COOLING ,,IS-65-XT BLACK ,500 - 2200 RPM ,32.3 dB ,Black ,65 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ID-COOLING SE-213X-B,ID-COOLING ,,SE-213X-B ,500 - 1800 RPM ,28 dB ,Black / Blue ,143 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ID-COOLING SE-903-XT-ARGB,ID-COOLING ,,SE-903-XT-ARGB WHITE ,500 - 2200 RPM ,25.8 dB ,White ,123 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Xilence LQ240 ARGB,Xilence ,LQ240 ARGB , XC974 | LQ240 White ARGB | LQ240.W.ARGB | ,500 - 1500 RPM ,18 - 30.2 dB ,White ,47 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Akasa SOHO 240 Dusk,Akasa ,SOHO 240 Dusk ,AK-LC4003HP01 ,500 - 2000 RPM ,14.5 - 31.8 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Geometric Future Prawn,Geometric Future ,,GF-Prawn ,2000 RPM ,29.8 dB ,Black / Silver ,154 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
SilentiumPC Spartan 4 MAX,SilentiumPC ,,SPC272 ,300 - 1600 RPM ,,Black / Silver ,143 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Vetroo R360,Vetroo ,R360 ,VT-AIO-R360-BK ,,,Black ,55 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
GAMDIAS AURA GL360,GAMDIAS ,,AURA GL360 ,800 - 2000 RPM ,11 - 29 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Jonsbo CR-3000E ARGB,Jonsbo ,,CR-3000E ARGB Black ,600 - 1600 RPM ,22 - 34 dB ,Black ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
upHere UP2TC6,upHere ,,UP2TC6 ,600 - 1650 RPM ,25 dB ,White ,158 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | ,No ,No 
upHere E360KC,upHere ,,E360KC ,600 - 1800 RPM ,27 dB ,Black ,62 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Cooler Master MasterLiquid 360 Ion,Cooler Master ,MasterLiquid 360 Ion ,MLY-D36M-A24PZ-RW ,,30 dB ,White ,66 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermaltake A4021,Thermaltake ,,A4021 ,2200 RPM ,18 dB ,,78 mm ,LGA775 ,No ,No 
Gelid Solutions Slimhero,Gelid Solutions ,, Slimhero | CC-Shero-01-A | ,750 - 1600 RPM ,12 - 25.4 dB ,,59 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Silverstone Argon AR09-115XS,Silverstone ,Argon AR09-115XS , SST-AR09-115XS | AR09-115XS | ,1200 - 5000 RPM ,18.02 - 42.5 dB ,,66 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Gelid Solutions Rev. 2 Tranquillo,Gelid Solutions ,Rev. 2 Tranquillo ,CC-TranQ-02-A ,750 - 1500 RPM ,12 - 25.5 dB ,,153 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Iceberg Thermal IceSLEET X9 Dual TR,Iceberg Thermal ,IceSLEET X9 Dual TR ,ICESLEETX9-D0A ,500 - 1850 RPM ,0 - 38 dB ,Teal / Silver ,166 mm , sTR4 | sTRX4 | ,No ,No 
Cooler Master DI5-8E5PA-0L-GP,Cooler Master ,,DI5-8E5PA-0L-GP ,2800 RPM ,22 dB ,,45 mm ,LGA775 ,No ,No 
Cooler Master Hyper N520,Cooler Master ,Hyper N520 ,RR-920-N520-GP ,,19 dB ,,141 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Cooler Master RR-LEE-L911-GP,Cooler Master ,,RR-LEE-L911-GP ,2200 RPM ,17 dB ,,57 mm ,LGA775 ,No ,No 
Cooler Master V6 GT,Cooler Master ,V6 GT ,RR-V6GT-22PK-R1 ,800 - 2200 RPM ,15 - 38 dB ,,165 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Dynatron T195,Dynatron ,,T195 ,1000 - 5000 RPM ,20.5 - 49.8 dB ,,29 mm ,LGA775 ,No ,No 
Thermaltake CLP0534,Thermaltake ,,CLP0534 ,1200 - 2400 RPM ,20 - 26.9 dB ,,36 mm , LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermaltake CLP0552,Thermaltake ,,CLP0552 ,800 - 1700 RPM ,22 dB ,,140 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Zalman CNPS 7500 Cu LED,Zalman ,,CNPS 7500 Cu LED ,1150 - 2300 RPM ,17 - 32 dB ,,67 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | ,No ,No 
Zalman CNPS 9700 NT,Zalman ,,CNPS 9700 NT ,1250 - 2800 RPM ,19.5 - 35 dB ,,142 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | ,No ,No 
Zalman CNPS9900ALED,Zalman ,,CNPS9900ALED ,800 - 2000 RPM ,18 - 38 dB ,,152 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Silverstone NT01-E,Silverstone ,,NT01-E ,,0 dB ,,109 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | ,No ,No 
Masscool 5U1082F1M4,Masscool ,,5U1082F1M4 ,2000 - 3600 RPM ,23 - 45.9 dB ,,70 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | ,No ,No 
Rosewill RCX-Z80-AL,Rosewill ,,RCX-Z80-AL ,2500 RPM ,22.41 dB ,,70 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | ,No ,No 
Rosewill RCX-Z90-AL,Rosewill ,,RCX-Z90-AL ,600 - 3000 RPM ,15 - 30 dB ,,62 mm ,LGA775 ,No ,No 
Scythe SCRT-1000,Scythe ,,SCRT-1000 ,470 - 1900 RPM ,9.8 - 27.3 dB ,,130 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Silverstone NT06-E,Silverstone ,,NT06-E ,,0 dB ,,149 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Silverstone NT07-1156,Silverstone ,,NT07-1156 ,1200 - 3000 RPM ,15 - 38 dB ,,37 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
StarTech FANK8AM2,StarTech ,,FANK8AM2 ,2600 RPM ,28 dB ,,55 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | ,No ,No 
Xigmatek Aegir SD128264,Xigmatek ,Aegir SD128264 ,AEGIR SD128264 ,1000 - 2200 RPM ,20 dB ,,159 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Xigmatek HDT-D1284,Xigmatek ,,HDT-D1284 ,800 - 1500 RPM ,27.2 dB ,,134 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | ,No ,No 
Xigmatek HDT-S963,Xigmatek ,,HDT-S963 ,1200 - 2800 RPM ,23 - 35 dB ,,134 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | ,No ,No 
Zalman CNPS11X Extreme,Zalman ,,CNPS11X Extreme ,1000 - 1950 RPM ,17 - 33 dB ,,154 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Evercool NI01-9525EP,Evercool ,,NI01-9525EP ,2600 RPM ,33 dB ,,40 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermaltake CLP0550,Thermaltake ,,CLP0550 ,740 - 3700 RPM ,21 - 40 dB ,,62 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermaltake CL-P0101,Thermaltake ,,CL-P0101 ,600 - 3700 RPM ,15 - 46.5 dB ,,40 mm ,LGA775 ,No ,No 
Cooler Master CHD-00008-01-GP,Cooler Master ,,CHD-00008-01-GP ,2200 RPM ,22 dB ,,,LGA775 ,No ,No 
Evercool HPI-12025,Evercool ,,HPI-12025 ,1200 - 1800 RPM ,23 - 30 dB ,,140 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | ,No ,No 
Zalman CNPS7X LED,Zalman ,,CNPS7X LED ,1250 - 1950 RPM ,17 - 25 dB ,,135 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Antec KUHLER H2O 920,Antec ,,KUHLER H2O 920 ,700 - 2400 RPM ,27.4 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,Yes - 120 mm ,No 
Sunbeam Twister 120,Sunbeam ,Twister 120 ,CW-TWI-120-SV ,,16 dB ,,151 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Corsair H40,Corsair ,,H40 ,2000 RPM ,,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,Yes - 120 mm ,No 
ARCTIC Alpine 11 GT Rev. 2,ARCTIC ,Alpine 11 GT Rev. 2 ,ACALP11-GT-R2 ,500 - 2000 RPM ,,,64 mm , LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Gelid Solutions Siberian,Gelid Solutions ,Siberian ,CC-Siberian-01 ,900 - 2200 RPM ,10 - 22.5 dB ,,66 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
ZEROtherm BTF90,ZEROtherm ,,BTF90 ,750 - 2500 RPM ,18 - 27 dB ,,128 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | ,No ,No 
ZEROtherm ZT-1000D 1156,ZEROtherm ,,ZT-1000D 1156 ,3000 RPM ,,,67 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Scythe SCNJ-3100,Scythe ,,SCNJ-3100 ,470 - 1900 RPM ,7.05 - 37 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
SilenX EFZ-120HA4,SilenX ,,EFZ-120HA4 ,800 - 2000 RPM ,8 - 28 dB ,,153 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Nexus FLC-3000 R2,Nexus ,,FLC-3000 R2 ,900 - 2500 RPM ,15 - 24 dB ,,119 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Phanteks PH-TC14PE_OR,Phanteks ,,PH-TC14PE_OR ,700 - 1200 RPM ,13.4 - 19 dB ,,171 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Phanteks PH-TC14PE,Phanteks ,,PH-TC14PE ,700 - 1200 RPM ,13.4 - 19 dB ,,171 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Cooler Master Gemin II S524,Cooler Master ,Gemin II S524 ,RR-G524-18PK-R2 ,800 - 1800 RPM ,15.1 - 31.6 dB ,,105 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | ,No ,No 
Thermaltake Water 2.0 Extreme,Thermaltake ,Water 2.0 Extreme ,CLW0217 ,1200 - 2000 RPM ,27.36 dB ,,, AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
NZXT HAVIK 120,NZXT ,HAVIK 120 ,RC-HV120-01 ,1200 - 1500 RPM ,18 - 22 dB ,,160 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Xigmatek Dark Knight II SD1283,Xigmatek ,Dark Knight II SD1283 ,Dark Knight II SD1283 Night Hawk Edition ,1000 - 2200 RPM ,30.1 dB ,,159 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Gelid Solutions Slim Silence A-Plus,Gelid Solutions ,Slim Silence A-Plus ,CC-Ssilence-APLUS ,1200 - 2600 RPM ,15 - 27.2 dB ,,28 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | ,No ,No 
Phanteks PH-TC14CS_RD,Phanteks ,,PH-TC14CS_RD ,1300 RPM ,13.4 - 19 dB ,,112 mm , AM2 | AM2+ | AM3 | AM3+ | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ARCTIC Alpine 11,ARCTIC ,Alpine 11 ,UCACO-AP111-GBB01 ,900 - 2000 RPM ,14 dB ,,82 mm , LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
