Name,URL,Image,Capacity,Price / GB,Type,Cache,Form Factor,Interface,Price
Avexir S100,https://pcpartpicker.com/product/G7448d/avexir-s100-120gb-25-solid-state-drive-avssds100z4-120gb,https://cdna.pcpartpicker.com/static/forever/images/product/998edf9589f9fa5994aab9d39c19bb99.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/MBqhP6/avexir-s100-240gb-25-solid-state-drive-avssds100z4-240gb,https://cdna.pcpartpicker.com/static/forever/images/product/998edf9589f9fa5994aab9d39c19bb99.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/w9CD4D/avexir-s100-480gb-25-solid-state-drive-avssds100z4-480gb,https://cdna.pcpartpicker.com/static/forever/images/product/998edf9589f9fa5994aab9d39c19bb99.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/DDjJ7P/avexir-s100-120gb-25-solid-state-drive-avssds100z5-120gb,https://cdna.pcpartpicker.com/static/forever/images/product/a2c4c57de2b6a54ff0b66ce0043e921f.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/C3w7YJ/avexir-s100-240gb-25-solid-state-drive-avssds100z5-240gb,https://cdna.pcpartpicker.com/static/forever/images/product/a2c4c57de2b6a54ff0b66ce0043e921f.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Avexir S100,https://pcpartpicker.com/product/cWc48d/avexir-s100-480gb-25-solid-state-drive-avssds100z5-480gb,https://cdna.pcpartpicker.com/static/forever/images/product/a2c4c57de2b6a54ff0b66ce0043e921f.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Corsair Force LE,https://pcpartpicker.com/product/fJndnQ/corsair-force-le-120gb-25-solid-state-drive-cssd-f120gble200b,https://cdna.pcpartpicker.com/static/forever/images/product/b61032f748b269f4c9c82d1c08161e75.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Intel 540 Series,https://pcpartpicker.com/product/c6QG3C/intel-540-series-120gb-25-solid-state-drive-ssdsc2kw120h6x1948800,https://cdna.pcpartpicker.com/static/forever/images/product/b0fc18c9fe927bf49bb9b4f7bc59a298.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Mushkin Source,https://pcpartpicker.com/product/MTprxr/mushkin-source-250gb-25-solid-state-drive-mknssdsr250gb,https://cdna.pcpartpicker.com/static/forever/images/product/4f9b34cd7db72d5f089913cdae55727f.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TEAMGROUP P30,https://pcpartpicker.com/product/Vmm323/team-p30-480gb-m2-2280-solid-state-drive-tm8fp2480g0c101,https://cdna.pcpartpicker.com/static/forever/images/product/ba18232fb888d4aafa5957254a5bbcf6.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Intel 760p,https://pcpartpicker.com/product/q2jJ7P/intel-760p-series-2tb-m2-2280-solid-state-drive-ssdpekkw020t8x1,https://cdna.pcpartpicker.com/static/forever/images/product/0b67e0dcfdf105e6e67f3a5a526effcc.256p.jpg,120 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TCSunBow X3,https://pcpartpicker.com/product/VNsmP6/tcsunbow-x3-60gb-25-solid-state-drive-x3-60gb,https://m.media-amazon.com/images/I/41qDrF4trKL.jpg,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Hitachi 0F10942,https://pcpartpicker.com/product/FVL48d/hitachi-2tb-35-7200rpm-internal-hard-drive-0f10942,/static/forever/img/no-image.png,480 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Kingston UV500B,https://pcpartpicker.com/product/7xWfrH/kingston-uv500-19tb-25-solid-state-drive-suv500b1920g,https://m.media-amazon.com/images/I/41C+t9VxEXL.jpg,2 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Kingston UV500B,https://pcpartpicker.com/product/8VbwrH/kingston-uv500-120gb-m2-2280-solid-state-drive-suv500m8120g,https://m.media-amazon.com/images/I/410v47jtcFL.jpg,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Delta RGB,https://pcpartpicker.com/product/DQBTwP/team-t-force-delta-rgb-500gb-25-solid-state-drive-t253tr500g3c413,https://cdna.pcpartpicker.com/static/forever/images/product/da3abb8b2dcd2e68dce78ea50c51a5ff.256p.jpg,2 TB,,7200 RPM,32 MB,"3.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Delta RGB,https://pcpartpicker.com/product/vCtQzy/team-t-force-delta-rgb-250gb-25-solid-state-drive-t253tr250g3c413,https://cdna.pcpartpicker.com/static/forever/images/product/da3abb8b2dcd2e68dce78ea50c51a5ff.256p.jpg,1.92 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
VisionTek PRO,https://pcpartpicker.com/product/dVfhP6/visiontek-pro-500gb-m2-2280-solid-state-drive-901186,https://cdna.pcpartpicker.com/static/forever/images/product/5791f00c86393f9f9e304b191c84df3e.256p.jpg,120 GB,,SSD,,M.2-2280,M.2 SATA,
VisionTek PRO,https://pcpartpicker.com/product/rbyV3C/visiontek-pro-1tb-m2-2280-solid-state-drive-901187,https://cdna.pcpartpicker.com/static/forever/images/product/ce55658531b4d48394340c41e1415f2c.256p.jpg,500 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
VisionTek PRO,https://pcpartpicker.com/product/pGdxFT/visiontek-pro-120gb-m2-2280-solid-state-drive-901184,https://cdna.pcpartpicker.com/static/forever/images/product/fac71270f935e7a2ae3aed291b06f22f.256p.jpg,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
VisionTek PRO,https://pcpartpicker.com/product/x6KcCJ/visiontek-pro-250gb-m2-2280-solid-state-drive-901185,https://cdna.pcpartpicker.com/static/forever/images/product/20e9f880e9d4fb446b94656f2ecd7a7b.256p.jpg,500 GB,,SSD,,M.2-2280,M.2 SATA,
TEAMGROUP L5 LITE,https://pcpartpicker.com/product/8hBTwP/team-l5-lite-60gb-25-solid-state-drive-t2535t060g0c101,https://cdna.pcpartpicker.com/static/forever/images/product/d4fb87f0226c7a415b1e44979ea9deb5.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 SATA,
Eluktronics TRO-500GB-PRO-X,https://pcpartpicker.com/product/P7dxFT/eluktronics-500gb-m2-2280-solid-state-drive-tro-500gb-pro-x,/static/forever/img/no-image.png,120 GB,,SSD,,M.2-2280,M.2 SATA,
ADATA XPG GAMMIX S11,https://pcpartpicker.com/product/g8m323/adata-xpg-gammix-s11-960gb-m2-2280-solid-state-drive-agammixs11-960gt-c,https://m.media-amazon.com/images/I/41876Rv5-XL.jpg,250 GB,,SSD,,M.2-2280,M.2 SATA,
Mushkin PILOT,https://pcpartpicker.com/product/twF48d/mushkin-pilot-250gb-m2-2280-solid-state-drive-mknssdpl250gb-d8,https://m.media-amazon.com/images/I/4116zQRMQBL.jpg,60 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Drevo X1 Pro,https://pcpartpicker.com/product/bFyV3C/drevo-x1-pro-128gb-25-solid-state-drive-x1p-128gb,/static/forever/img/no-image.png,500 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Seagate SkyHawk,https://pcpartpicker.com/product/qR8j4D/seagate-skyhawk-14tb-35-7200rpm-internal-hard-drive-st14000vx0008,https://m.media-amazon.com/images/I/41z0vVLJbdL.jpg,960 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Intel Optane 905,https://pcpartpicker.com/product/3HjJ7P/intel-optane-905-series-480gb-25-solid-state-drive-ssdpe21d480gax1,https://cdna.pcpartpicker.com/static/forever/images/product/55d48717848b498d3f4e7fbfbe2de885.256p.jpg,250 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Kingston HyperX FURY RGB BUNDLE,https://pcpartpicker.com/product/66VD4D/kingston-fury-rgb-bundle-480gb-25-solid-state-drive-shfr200b480g,https://m.media-amazon.com/images/I/31pglFsp8eL.jpg,128 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Kingston HyperX FURY RGB BUNDLE,https://pcpartpicker.com/product/jJXnTW/kingston-fury-rgb-bundle-240gb-25-solid-state-drive-shfr200b240g,https://m.media-amazon.com/images/I/516r2KRNC7L.jpg,14 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
ADATA XPG SX850,https://pcpartpicker.com/product/HCndnQ/adata-xpg-sx850-512gb-25-solid-state-drive-ssd-sx850-512g,https://cdna.pcpartpicker.com/static/forever/images/product/dca167a9478770357144e878cffc9c8c.256p.jpg,480 GB,,SSD,,"2.5""",U.2,
TCSunBow X3,https://pcpartpicker.com/product/W3Jtt6/tcsunbow-x3-1-tb-25-solid-state-drive-x3-480gb-1,https://m.media-amazon.com/images/I/41qDrF4trKL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Samsung 860 Evo,https://pcpartpicker.com/product/bfBTwP/samsung-860-evo-500-gb-msata-solid-state-drive-mz-m6e500bw,https://cdna.pcpartpicker.com/static/forever/images/product/5fc69d1da1365260e3ea53691a58b397.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD BPX Pro,https://pcpartpicker.com/product/ZCXnTW/mydigitalssd-bpx-pro-192-tb-m2-2280-solid-state-drive-mdnvme80-bpxp-2t,https://images-eu.ssl-images-amazon.com/images/I/415SrM-fI4L.jpg,512 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD BPX Pro,https://pcpartpicker.com/product/43prxr/mydigitalssd-bpx-pro-480-gb-m2-2280-solid-state-drive-mdnvme80-bpxp-0512,https://m.media-amazon.com/images/I/41Aa7VyH9aL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
MyDigitalSSD BPX Pro,https://pcpartpicker.com/product/fcndnQ/mydigitalssd-bpx-pro-240-gb-m2-2280-solid-state-drive-mdnvme80-bpxp-0256,https://images-eu.ssl-images-amazon.com/images/I/41pb4G4w-qL.jpg,500 GB,,SSD,,mSATA,mSATA,
Toshiba N300,https://pcpartpicker.com/product/bDWfrH/toshiba-n300-4-tb-35-7200rpm-internal-hard-drive-hdwq140xzsta,https://cdna.pcpartpicker.com/static/forever/images/product/ff42ca80d05d6616b2578aa7eee6d914.256p.jpg,1.92 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Toshiba N300,https://pcpartpicker.com/product/6dRzK8/toshiba-n300-8-tb-35-7200rpm-internal-hard-drive-hdwn180xzsta,https://cdna.pcpartpicker.com/static/forever/images/product/17bebab5dab98b8ac1e15b0ea09836b6.256p.jpg,480 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
ADATA SU655,https://pcpartpicker.com/product/Y7L48d/adata-su655-960-gb-25-solid-state-drive-asu655ss-960gt-c,https://m.media-amazon.com/images/I/3111-hCMBgL.jpg,240 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
TEAMGROUP T-Force Delta Phantom Gaming RGB,https://pcpartpicker.com/product/jDWfrH/team-delta-phantom-gaming-rgb-250-gb-25-solid-state-drive-t253pg250g3c313,https://m.media-amazon.com/images/I/41YjxAyOMPL.jpg,4 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Delta Phantom Gaming RGB,https://pcpartpicker.com/product/zLQG3C/team-delta-phantom-gaming-rgb-500-gb-25-solid-state-drive-t253pg500g3c313,https://m.media-amazon.com/images/I/41rBEYVVPJL.jpg,8 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Seagate EXOS Enterprise,https://pcpartpicker.com/product/6CTPxr/seagate-exos-enterprise-1-tb-35-7200rpm-internal-hard-drive-st1000nx0303,https://cdna.pcpartpicker.com/static/forever/images/product/a136e9dbd56f09fb401c3a8f7c2e6532.256p.jpg,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/NrKcCJ/seagate-enterprise-capacity-2-tb-35-7200rpm-internal-hard-drive-st2000nm0045,https://cdna.pcpartpicker.com/static/forever/images/product/d07be8c6552a539551fcc773c46a63c5.256p.jpg,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/LMsmP6/seagate-enterprise-capacity-2-tb-35-7200rpm-internal-hard-drive-st2000nm0065,https://cdna.pcpartpicker.com/static/forever/images/product/93052739860f0fff2002dc6ffce145e9.256p.jpg,500 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Performance,https://pcpartpicker.com/product/swWfrH/seagate-enterprise-performance-300-gb-25-10000rpm-internal-hard-drive-st300mm0048,https://cdna.pcpartpicker.com/static/forever/images/product/1873ac98f90f0a0fa0e69fe67ec9f626.256p.jpg,1 TB,,7200 RPM,128 MB,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/XKw7YJ/seagate-enterprise-capacity-4-tb-35-7200rpm-internal-hard-drive-st4000nm0245,https://cdna.pcpartpicker.com/static/forever/images/product/4370b5c1dace80ff4fdc0bdfc73f352f.256p.jpg,2 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/dXDJ7P/seagate-enterprise-capacity-4-tb-35-7200rpm-internal-hard-drive-st4000nm0045,https://m.media-amazon.com/images/I/41SdkAgFK5L.jpg,2 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/8QrmP6/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0115,https://m.media-amazon.com/images/I/41NjqXyV4YL.jpg,300 GB,$0.284,10000 RPM,128 MB,"2.5""",SAS 12.0 Gb/s,85.16
Seagate Enterprise Capacity,https://pcpartpicker.com/product/ZzQG3C/seagate-enterprise-capacity-8-pb-35-7200rpm-internal-hard-drive-st8000nm0206,https://cdna.pcpartpicker.com/static/forever/images/product/82513e4464ff8a06254f7e6eaa0f540f.256p.jpg,4 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/GzQG3C/seagate-enterprise-capacity-2-tb-35-7200rpm-internal-hard-drive-st2000nm0105,https://m.media-amazon.com/images/I/51akXfLKRBL.jpg,4 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Western Digital Blue Mobile,https://pcpartpicker.com/product/TsTPxr/western-digital-blue-mobile-320-gb-25-5400rpm-internal-hard-drive-wd3200lpcx,https://cdna.pcpartpicker.com/static/forever/images/product/66625cc6b093c60b19461833c2cf97db.256p.jpg,8 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Western Digital AV,https://pcpartpicker.com/product/ZsTPxr/western-digital-av-320-gb-25-5400rpm-internal-hard-drive-wd3200luct,https://cdna.pcpartpicker.com/static/forever/images/product/fdb41396156c771357ab1357889ac0b3.256p.jpg,8 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Seagate ST3250412CS,https://pcpartpicker.com/product/8zJtt6/seagate-250-gb-35-5900rpm-internal-hard-drive-st3250412cs,https://cdna.pcpartpicker.com/static/forever/images/product/a413cf2de0378a8c2979fc1e2f479fb3.256p.jpg,2 TB,,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/qGQG3C/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0085,https://cdna.pcpartpicker.com/static/forever/images/product/4b1cb4490610b33f6755ac3b540f829a.256p.jpg,320 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/YyhKHx/seagate-enterprise-capacity-4-tb-35-7200rpm-internal-hard-drive-st4000nm0075,https://cdna.pcpartpicker.com/static/forever/images/product/ff47861b5282424ecc2c8a5e4d2c83fc.256p.jpg,320 GB,,5400 RPM,,"2.5""",SATA 6.0 Gb/s,
Western Digital RE,https://pcpartpicker.com/product/Y4zkcf/western-digital-wd-re-6-tb-35-7200rpm-internal-hard-drive-wd6001fsyz,https://cdna.pcpartpicker.com/static/forever/images/product/95904c1c82fab5a1f2a05e64ec000c75.256p.jpg,250 GB,,5900 RPM,16 MB,"3.5""",SATA 3.0 Gb/s,
Seagate Nytro Enterprise,https://pcpartpicker.com/product/FBCD4D/seagate-nytro-enterprise-240-gb-25-solid-state-drive-xa240le10003,https://cdna.pcpartpicker.com/static/forever/images/product/b5db05de095bcda869fd73ff65cc2504.256p.jpg,8 TB,,7200 RPM,256 MB,"3.5""",SAS 6.0 Gb/s,
Western Digital Blue UltraSlim,https://pcpartpicker.com/product/GsTPxr/western-digital-blue-ultraslim-500-gb-25-5400rpm-internal-hard-drive-wd5000mpck,https://cdna.pcpartpicker.com/static/forever/images/product/83741a1d97e35f1b4bb7c73be827a4a3.256p.jpg,4 TB,,7200 RPM,128 MB,"3.5""",SAS 12.0 Gb/s,
Seagate Nytro Enterprise,https://pcpartpicker.com/product/3Kw7YJ/seagate-nytro-enterprise-240-gb-25-solid-state-drive-xa240me10003,https://cdna.pcpartpicker.com/static/forever/images/product/accc37ed02de2f8772922ff77b3c0a53.256p.jpg,6 TB,$0.048,7200 RPM,128 MB,"3.5""",SATA 6.0 Gb/s,285.00
Seagate Nytro Enterprise,https://pcpartpicker.com/product/9sTPxr/seagate-nytro-enterprise-480-gb-25-solid-state-drive-xa480le10063,https://cdna.pcpartpicker.com/static/forever/images/product/0c1fa0d193e219f59c92605f7a035914.256p.jpg,240 GB,$2.500,SSD,,"2.5""",SATA 6.0 Gb/s,599.95
Seagate Nytro Enterprise,https://pcpartpicker.com/product/7kYLrH/seagate-nytro-enterprise-480-gb-25-solid-state-drive-xa480me10063,https://cdna.pcpartpicker.com/static/forever/images/product/accc37ed02de2f8772922ff77b3c0a53.256p.jpg,500 GB,,5400 RPM,16 MB,"2.5""",SATA 6.0 Gb/s,
Toshiba N300,https://pcpartpicker.com/product/FFvbt6/toshiba-n300-12-tb-35-7200rpm-internal-hard-drive-hdwg21cxzsta,https://cdna.pcpartpicker.com/static/forever/images/product/2297fbfecf4d90e0bfc4f37b1681ceb3.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Nytro Enterprise,https://pcpartpicker.com/product/V9kj4D/seagate-nytro-enterprise-480-gb-25-solid-state-drive-xa480me10083,https://m.media-amazon.com/images/I/41ZsOVP6gkL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Nytro Enterprise,https://pcpartpicker.com/product/Mtzkcf/seagate-nytro-enterprise-192-tb-25-solid-state-drive-xa1920le10083,https://cdna.pcpartpicker.com/static/forever/images/product/accc37ed02de2f8772922ff77b3c0a53.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Toshiba N300,https://pcpartpicker.com/product/3Vkj4D/toshiba-n300-14-tb-35-7200rpm-internal-hard-drive-hdwg21exzsta,https://cdna.pcpartpicker.com/static/forever/images/product/e2c3928ad9e17878f823bfe66115ba50.256p.jpg,12 TB,$0.047,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,568.88
Seagate Nytro Enterprise,https://pcpartpicker.com/product/BVkj4D/seagate-nytro-enterprise-192-tb-25-solid-state-drive-xa1920me10063,https://m.media-amazon.com/images/I/41zsoPtjUeL.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Toshiba X300,https://pcpartpicker.com/product/RjdxFT/toshiba-x300-12-tb-35-7200rpm-internal-hard-drive-hdwr21cxzsta,https://m.media-amazon.com/images/I/41jfVrdvQFL.jpg,1.92 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate 1200.2,https://pcpartpicker.com/product/GyYLrH/seagate-12002-800-gb-25-solid-state-drive-st800fm0213,https://cdna.pcpartpicker.com/static/forever/images/product/76d10c78efbdc9c485d93602c7d9100c.256p.jpg,14 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Seagate Nytro Enterprise,https://pcpartpicker.com/product/bFjJ7P/seagate-nytro-enterprise-16-tb-25-solid-state-drive-xs1600le10013,https://cdna.pcpartpicker.com/static/forever/images/product/ee59ea9a0671c2485c3c602a06fe0e16.256p.jpg,1.92 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Nytro Enterprise,https://pcpartpicker.com/product/67VD4D/seagate-nytro-enterprise-32-tb-25-solid-state-drive-xs3200le10003,https://cdna.pcpartpicker.com/static/forever/images/product/91efeda6ff596b3f9ad37ef374777bd4.256p.jpg,12 TB,,7200 RPM,256 MB,"3.5""",SATA 6.0 Gb/s,
Seagate Enterprise Performance,https://pcpartpicker.com/product/dBCD4D/seagate-enterprise-performance-300-gb-25-15000rpm-internal-hard-drive-st300mp0106,https://cdna.pcpartpicker.com/static/forever/images/product/96c8a3e87ce674929ff7349dc692b7dc.256p.jpg,800 GB,,SSD,,"2.5""",SAS 12.0 Gb/s,
TEAMGROUP MS30,https://pcpartpicker.com/product/y9VD4D/teamgroup-ms30-256-gb-m2-2242-solid-state-drive-tm4ps7256g0c101,https://cdna.pcpartpicker.com/static/forever/images/product/34b7d7310075f8606b12c103c3478aaa.256p.jpg,1.6 TB,,SSD,,"2.5""",SAS 12.0 Gb/s,
Plextor S2G,https://pcpartpicker.com/product/HCTPxr/plextor-s2g-512-gb-m2-2280-solid-state-drive-px-512s2g,https://cdna.pcpartpicker.com/static/forever/images/product/8361279d8bc22a002e7bb37e3894e96e.256p.jpg,3.2 TB,$0.402,SSD,,"2.5""",SAS 12.0 Gb/s,1286.01
TEAMGROUP MP32,https://pcpartpicker.com/product/fkx2FT/team-mp32-512-gb-m2-2280-solid-state-drive-tm8fp3512g0c101,https://cdna.pcpartpicker.com/static/forever/images/product/99893abf47c7cf122df55ea84ef3e457.256p.jpg,300 GB,,15000 RPM,256 MB,"2.5""",SAS 12.0 Gb/s,
Lexar NS100,https://pcpartpicker.com/product/hKWfrH/lexar-ns100-480-gb-25-solid-state-drive-lns100-480rbna,https://cdna.pcpartpicker.com/static/forever/images/product/efcce3ae6cd9d1b13e99109641f17eb5.256p.jpg,256 GB,,SSD,,M.2-2242,M.2 SATA,
Lexar NS200,https://pcpartpicker.com/product/HR22FT/lexar-ns200-240-gb-25-solid-state-drive-lns200-240rbna,https://cdna.pcpartpicker.com/static/forever/images/product/cd701307c082c49c02fa16b5baec78b7.256p.jpg,512 GB,,SSD,,M.2-2280,M.2 SATA,
Lexar NS200,https://pcpartpicker.com/product/prdxFT/lexar-ns200-480-gb-25-solid-state-drive-lns200-480rbna,https://cdna.pcpartpicker.com/static/forever/images/product/c061c45bea6cf4132525dbb6bc859b37.256p.jpg,512 GB,,SSD,,M.2-2280,M.2 PCIe 3.0 X2,
Lexar NS200,https://pcpartpicker.com/product/tQXnTW/lexar-ns200-960-gb-25-solid-state-drive-lns200-960rbna,https://cdna.pcpartpicker.com/static/forever/images/product/28a34e0d3d3bbb87dc54f102f0c246fa.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
ADATA SU635,https://pcpartpicker.com/product/6BgzK8/adata-su635-960-gb-25-solid-state-drive-asu635ss-960gq-r,https://m.media-amazon.com/images/I/41TJvFyqZOL.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate IronWolf NAS,https://pcpartpicker.com/product/bH9tt6/seagate-ironwolf-nas-192-tb-25-solid-state-drive-za1920nm10001,https://cdna.pcpartpicker.com/static/forever/images/product/f2fb83c2e070670ed9db177bee7d3b8d.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate IronWolf NAS,https://pcpartpicker.com/product/Wv6qqs/seagate-ironwolf-nas-960-gb-25-solid-state-drive-za960nm10001,https://cdna.pcpartpicker.com/static/forever/images/product/db1cc309276542e47a55265d3f74b635.256p.jpg,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate IronWolf NAS,https://pcpartpicker.com/product/6btKHx/seagate-ironwolf-nas-480-gb-25-solid-state-drive-za480nm10001,https://m.media-amazon.com/images/I/41dT5zWJ3wL.jpg,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate IronWolf NAS,https://pcpartpicker.com/product/jD4BD3/seagate-ironwolf-nas-240-gb-25-solid-state-drive-za240nm10001,https://m.media-amazon.com/images/I/41ydYMzkvbL.jpg,1.92 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Western Digital Ultrastar,https://pcpartpicker.com/product/Q6XYcf/western-digital-ultrastar-8-tb-35-7200rpm-internal-hard-drive-hus728t8tale6l1,/static/forever/img/no-image.png,960 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TEAMGROUP L5 LITE,https://pcpartpicker.com/product/ZRsnTW/team-l5-lite-1-tb-25-solid-state-drive-t2535t001t0c101,https://cdna.pcpartpicker.com/static/forever/images/product/6b8e9a7efcfcaa7ca607c1d836c971cf.256p.jpg,480 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Vulcan,https://pcpartpicker.com/product/vpjJ7P/team-t-force-vulcan-250-gb-25-solid-state-drive-t253tv250g3c301,https://cdna.pcpartpicker.com/static/forever/images/product/2a7f00e41aa607c50a5e094e746c4acb.256p.jpg,240 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
TEAMGROUP T-Force Cardea,https://pcpartpicker.com/product/t9WBD3/team-t-force-cardea-1-tb-m2-2280-nvme-solid-state-drive-tm8fp5001t0c119,https://cdna.pcpartpicker.com/static/forever/images/product/44162403d1d55fad6659e147e5d83005.256p.jpg,8 TB,,7200 RPM,,"3.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/XF7v6h/seagate-enterprise-capacity-8-tb-35-7200rpm-internal-hard-drive-st8000nm0125,https://cdna.pcpartpicker.com/static/forever/images/product/2c3a1acbb5349243910102c5b981b75b.256p.jpg,1 TB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Toshiba MG07ACA14TA,https://pcpartpicker.com/product/rrJtt6/toshiba-mg07aca14ta-14-tb-35-7200rpm-internal-hard-drive-mg07aca14ta,https://cdna.pcpartpicker.com/static/forever/images/product/0e9f000619ca69b01f961417514b11ce.256p.jpg,250 GB,,SSD,,"2.5""",SATA 6.0 Gb/s,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/QMRzK8/seagate-enterprise-capacity-10-tb-35-7200rpm-internal-hard-drive-st10000nm0176,https://cdna.pcpartpicker.com/static/forever/images/product/f0cbbc37a296f78dc4cd6482cf8ac1ae.256p.jpg,1 TB,,SSD,,M.2-2280,M.2 PCIe 3.0 X4,
Seagate Enterprise Capacity,https://pcpartpicker.com/product/v9smP6/seagate-8-tb-35-7200rpm-internal-hard-drive-st8000nm0016,https://cdna.pcpartpicker.com/static/forever/images/product/2ff1029bff49272044044df564d0b11f.256p.jpg,8 TB,,7200 RPM,256 MB,"3.5""",SAS 12.0 Gb/s,
