Name,URL,Image,Speed,Modules,Price / GB,Color,First Word Latency,CAS Latency,Price
ADATA XPG GAMMIX D45 16 GB,https://pcpartpicker.com/product/Bg92FT/adata-xpg-gammix-d45-16-gb-1-x-16-gb-ddr4-3600-cl18-memory-ax4u360016g18i-cbkd45,https://cdna.pcpartpicker.com/static/forever/images/product/9e24111b4f32181d3c7a98d8b4f81643.256p.jpg,DDR4-3600,1 x 16GB,,Black,10 ns,18,
ADATA XPG SPECTRIX D50 8 GB,https://pcpartpicker.com/product/NnxRsY/adata-xpg-spectrix-d50-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18a-st50,https://cdna.pcpartpicker.com/static/forever/images/product/7bd266df401bfb8d1a91e4f6c38e2311.256p.jpg,DDR4-3600,1 x 8GB,,Black,10 ns,18,
ADATA XPG SPECTRIX D50 8 GB,https://pcpartpicker.com/product/LrNxFT/adata-xpg-spectrix-d50-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18i-st50,https://cdna.pcpartpicker.com/static/forever/images/product/b4c14ed4040275e1e9497c372a45a017.256p.jpg,DDR4-3600,1 x 8GB,,Black,10 ns,18,
ADATA XPG SPECTRIX D50 16 GB,https://pcpartpicker.com/product/MnxRsY/adata-xpg-spectrix-d50-16-gb-1-x-16-gb-ddr4-3600-cl18-memory-ax4u360016g18i-st50,https://cdna.pcpartpicker.com/static/forever/images/product/b4c14ed4040275e1e9497c372a45a017.256p.jpg,DDR4-3600,1 x 16GB,,Black,10 ns,18,
ADATA XPG SPECTRIX D50 32 GB,https://pcpartpicker.com/product/wrNxFT/adata-xpg-spectrix-d50-32-gb-1-x-32-gb-ddr4-3600-cl18-memory-ax4u360032g18i-st50,https://m.media-amazon.com/images/I/31lqv+mCqSL.jpg,DDR4-3600,1 x 32GB,,Black,10 ns,18,
ADATA XPG SPECTRIX D50 8 GB,https://pcpartpicker.com/product/D4cG3C/adata-xpg-spectrix-d50-8-gb-1-x-8-gb-ddr4-4133-cl18-memory-ax4u41338g19j-st50,/static/forever/img/no-image.png,DDR4-4133,1 x 8GB,,Black,8.71 ns,18,
ADATA XPG SPECTRIX D50 16 GB,https://pcpartpicker.com/product/Cmwypg/adata-xpg-spectrix-d50-16-gb-1-x-16-gb-ddr4-4133-cl19-memory-ax4u413316g19j-st50,/static/forever/img/no-image.png,DDR4-4133,1 x 16GB,,Black,9.194 ns,19,
ADATA XPG SPECTRIX D50 16 GB,https://pcpartpicker.com/product/hPZ9TW/adata-xpg-spectrix-d50-16-gb-2-x-8-gb-ddr4-4133-cl19-memory-ax4u41338g19j-dt50,https://cdna.pcpartpicker.com/static/forever/images/product/2b7080daa79b5bd48918140fec7d4c71.256p.jpg,DDR4-4133,2 x 8GB,,Black,9.194 ns,19,
ADATA XPG SPECTRIX D50 8 GB,https://pcpartpicker.com/product/wCRYcf/adata-xpg-spectrix-d50-8-gb-1-x-8-gb-ddr4-3600-cl18-memory-ax4u36008g18i-sw50,/static/forever/img/no-image.png,DDR4-3600,1 x 8GB,,White,10 ns,18,
V-Color XSky RGB 32 GB,https://pcpartpicker.com/product/MxpzK8/v-color-xsky-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-tmxsl1662836wwk,/static/forever/img/no-image.png,DDR5-6200,2 x 16GB,,White,11.613 ns,36,
V-Color XSky RGB 32 GB,https://pcpartpicker.com/product/Cc8bt6/v-color-xsky-rgb-32-gb-2-x-16-gb-ddr5-6200-cl36-memory-tmxsl1662836swk,/static/forever/img/no-image.png,DDR5-6200,2 x 16GB,,Silver,11.613 ns,36,
Mushkin Redline Lumina 64 GB,https://pcpartpicker.com/product/3PZ9TW/mushkin-redline-lumina-white-64-gb-2-x-32-gb-ddr4-2666-cl16-memory-mlb4c266ghhf32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-2666,2 x 32GB,,White,12.003 ns,16,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/s2JgXL/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-mlb4c266ghhf8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-2666,2 x 8GB,,White,12.003 ns,16,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/pTQcCJ/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-2800-cl17-memory-mlb4c280hhhh16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-2800,2 x 16GB,,White,12.143 ns,17,
Mushkin Redline Lumina 64 GB,https://pcpartpicker.com/product/Rc8bt6/mushkin-redline-lumina-white-64-gb-2-x-32-gb-ddr4-2800-cl17-memory-mlb4c280hhhh32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-2800,2 x 32GB,,White,12.143 ns,17,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/thbTwP/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-3000-cl16-memory-mlb4c300gjjm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3000,2 x 16GB,,White,10.667 ns,16,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/8G92FT/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3200-cl14-memory-mlb4c320ejjp8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3200,2 x 8GB,,White,8.75 ns,14,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/g6JgXL/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-mlb4c320gjjm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3200,2 x 16GB,,White,10 ns,16,
Mushkin Redline Lumina 64 GB,https://pcpartpicker.com/product/7VkWGX/mushkin-redline-lumina-white-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-mlb4c320gjjm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3200,2 x 32GB,,White,10 ns,16,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/P4cG3C/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-mlb4c320gjjm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3200,2 x 8GB,,White,10 ns,16,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/xwddnQ/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-mlb4c360ekkt8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3600,2 x 8GB,,White,7.778 ns,14,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/KjddnQ/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-mlb4c360gkkp16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3600,2 x 16GB,,White,8.889 ns,16,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/vM92FT/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-mlb4c360gkkp8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3600,2 x 8GB,,White,8.889 ns,16,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/qvXJ7P/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-mlb4c360jnnm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3600,2 x 16GB,,White,10 ns,18,
Mushkin Redline Lumina 64 GB,https://pcpartpicker.com/product/VVkWGX/mushkin-redline-lumina-white-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-mlb4c360jnnm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3600,2 x 32GB,,White,10 ns,18,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/JL3gXL/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-mlb4c360jnnm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-3600,2 x 8GB,,White,10 ns,18,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/Q4cG3C/mushkin-redline-lumina-white-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-mlb4c400jnnm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-4000,2 x 16GB,,White,9 ns,18,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/X6JgXL/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-mlb4c400jnnm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-4000,2 x 8GB,,White,9 ns,18,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/hQrRsY/mushkin-redline-lumina-white-16-gb-2-x-8-gb-ddr4-4133-cl19-memory-mlb4c413koop8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/6897c5705e8af6346df0b0d7ca98fd33.256p.jpg,DDR4-4133,2 x 8GB,,White,9.194 ns,19,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/fWFbt6/mushkin-redline-lumina-32-gb-2-x-16-gb-ddr4-2800-cl17-memory-mla4c280hhhh16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-2800,2 x 16GB,,Black,12.143 ns,17,
Mushkin Redline Lumina 64 GB,https://pcpartpicker.com/product/LZNxFT/mushkin-redline-lumina-64-gb-2-x-32-gb-ddr4-2800-cl17-memory-mla4c280hhhh32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-2800,2 x 32GB,,Black,12.143 ns,17,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/YxpzK8/mushkin-redline-lumina-16-gb-2-x-8-gb-ddr4-2800-cl17-memory-mla4c280hhhh8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-2800,2 x 8GB,,Black,12.143 ns,17,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/nfQcCJ/mushkin-redline-lumina-32-gb-2-x-16-gb-ddr4-3000-cl16-memory-mla4c300gjjm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-3000,2 x 16GB,,Black,10.667 ns,16,
Mushkin Redline Lumina 64 GB,https://pcpartpicker.com/product/G8D7YJ/mushkin-redline-lumina-64-gb-2-x-32-gb-ddr4-3000-cl16-memory-mla4c300gjjm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-3000,2 x 32GB,,Black,10.667 ns,16,
Mushkin Redline Lumina 16 GB,https://pcpartpicker.com/product/47QcCJ/mushkin-redline-lumina-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-mla4c300gjjm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-3000,2 x 8GB,,Black,10.667 ns,16,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/DL3gXL/mushkin-redline-lumina-32-gb-2-x-16-gb-ddr4-3200-cl14-memory-mla4c320ejjp16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-3200,2 x 16GB,,Black,8.75 ns,14,
Mushkin Redline Lumina 32 GB,https://pcpartpicker.com/product/NM92FT/mushkin-redline-lumina-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-mla4c360jnnm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/c61d03fc228fefd6c496ff2b76eaf0c1.256p.jpg,DDR4-3600,2 x 16GB,,Black,10 ns,18,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/4zQcCJ/mushkin-redline-32-gb-2-x-16-gb-ddr4-2400-cl15-memory-mrd4u240ffff16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2400,2 x 16GB,,White,12.5 ns,15,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/fwddnQ/mushkin-redline-64-gb-2-x-32-gb-ddr4-2400-cl15-memory-mrd4u240ffff32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2400,2 x 32GB,,White,12.5 ns,15,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/VkpzK8/mushkin-redline-16-gb-2-x-8-gb-ddr4-2400-cl15-memory-mrd4u240ffff8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2400,2 x 8GB,,White,12.5 ns,15,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/ZpC48d/mushkin-redline-32-gb-2-x-16-gb-ddr4-2666-cl16-memory-mrd4u266ghhf16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2666,2 x 16GB,,White,12.003 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/YsD7YJ/mushkin-redline-64-gb-2-x-32-gb-ddr4-2666-cl16-memory-mrd4u266ghhf32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2666,2 x 32GB,,White,12.003 ns,16,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/mwddnQ/mushkin-redline-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-mrd4u266ghhf8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2666,2 x 8GB,,White,12.003 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/6JcG3C/mushkin-redline-32-gb-2-x-16-gb-ddr4-2800-cl17-memory-mrd4u280hhhh16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2800,2 x 16GB,,White,12.143 ns,17,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/TKvdnQ/mushkin-redline-64-gb-2-x-32-gb-ddr4-2800-cl17-memory-mrd4u280hhhh32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2800,2 x 32GB,,White,12.143 ns,17,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/8D92FT/mushkin-redline-16-gb-2-x-8-gb-ddr4-2800-cl17-memory-mrd4u280hhhh8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-2800,2 x 8GB,,White,12.143 ns,17,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/bbbTwP/mushkin-redline-32-gb-2-x-16-gb-ddr4-3000-cl16-memory-mrd4u300gjjm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3000,2 x 16GB,,White,10.667 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/WFvdnQ/mushkin-redline-64-gb-2-x-32-gb-ddr4-3000-cl16-memory-mrd4u300gjjm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3000,2 x 32GB,,White,10.667 ns,16,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/xpC48d/mushkin-redline-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-mrd4u300gjjm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3000,2 x 8GB,,White,10.667 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/rNddnQ/mushkin-redline-32-gb-2-x-16-gb-ddr4-3200-cl14-memory-mrd4u320ejjp16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3200,2 x 16GB,,White,8.75 ns,14,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/2JcG3C/mushkin-redline-64-gb-2-x-32-gb-ddr4-3200-cl14-memory-mrd4u320ejjp32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3200,2 x 32GB,,White,8.75 ns,14,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/LG92FT/mushkin-redline-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-mrd4u320gjjm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3200,2 x 32GB,,White,10 ns,16,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/nzQcCJ/mushkin-redline-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-mrd4u320gjjm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3200,2 x 8GB,,White,10 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/MsD7YJ/mushkin-redline-32-gb-2-x-16-gb-ddr4-3600-cl14-memory-mrd4u360ekkt16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 16GB,,White,7.778 ns,14,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/GQrRsY/mushkin-redline-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-mrd4u360ekkt8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 8GB,,White,7.778 ns,14,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/CTQcCJ/mushkin-redline-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-mrd4u360gkkp16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 16GB,,White,8.889 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/cwddnQ/mushkin-redline-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-mrd4u360gkkp32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 32GB,,White,8.889 ns,16,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/DYkWGX/mushkin-redline-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-mrd4u360gkkp8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 8GB,,White,8.889 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/yhbTwP/mushkin-redline-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-mrd4u360jnnm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 16GB,,White,10 ns,18,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/dL3gXL/mushkin-redline-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-mrd4u360jnnm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-3600,2 x 32GB,,White,10 ns,18,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/JKvdnQ/mushkin-redline-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-mrd4u400jnnm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-4000,2 x 16GB,,White,9 ns,18,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/PCH7YJ/mushkin-redline-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-mrd4u400jnnm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-4000,2 x 8GB,,White,9 ns,18,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/X8D7YJ/mushkin-redline-32-gb-2-x-16-gb-ddr4-4133-cl19-memory-mrd4u413koop16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/210544cebfb5748fdcf0ffc076973c46.256p.jpg,DDR4-4133,2 x 16GB,,White,9.194 ns,19,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/wdZ9TW/mushkin-redline-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-mrc4u360jnnm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3600,2 x 8GB,,Black,10 ns,18,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/BCH7YJ/mushkin-redline-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-mrc4u360gkkp8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3600,2 x 8GB,,Black,8.889 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/M9kWGX/mushkin-redline-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-mrc4u320gjjm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3200,2 x 32GB,,Black,10 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/G9kWGX/mushkin-redline-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-mrc4u320gjjm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3200,2 x 16GB,,Black,10 ns,16,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/9kpzK8/mushkin-redline-16-gb-2-x-8-gb-ddr4-3200-cl14-memory-mrc4u320ejjp8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3200,2 x 8GB,,Black,8.75 ns,14,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/7QrRsY/mushkin-redline-32-gb-2-x-16-gb-ddr4-3200-cl14-memory-mrc4u320ejjp16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3200,2 x 16GB,,Black,8.75 ns,14,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/fQrRsY/mushkin-redline-16-gb-2-x-8-gb-ddr4-3000-cl16-memory-mrc4u300gjjm8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3000,2 x 8GB,,Black,10.667 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/NdZ9TW/mushkin-redline-64-gb-2-x-32-gb-ddr4-3000-cl16-memory-mrc4u300gjjm32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3000,2 x 32GB,,Black,10.667 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/nxpzK8/mushkin-redline-32-gb-2-x-16-gb-ddr4-3000-cl16-memory-mrc4u300gjjm16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-3000,2 x 16GB,,Black,10.667 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/4c8bt6/mushkin-redline-64-gb-2-x-32-gb-ddr4-2800-cl17-memory-mrc4u280hhhh32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-2800,2 x 32GB,,Black,12.143 ns,17,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/zQrRsY/mushkin-redline-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-mrc4u266ghhf8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-2666,2 x 8GB,,Black,12.003 ns,16,
Mushkin Redline 64 GB,https://pcpartpicker.com/product/TQrRsY/mushkin-redline-64-gb-2-x-32-gb-ddr4-2666-cl16-memory-mrc4u266ghhf32gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-2666,2 x 32GB,,Black,12.003 ns,16,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/BkpzK8/mushkin-redline-32-gb-2-x-16-gb-ddr4-2666-cl16-memory-mrc4u266ghhf16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/ffbdcc1bbfb9d2400599a5bc4ea174bd.256p.jpg,DDR4-2666,2 x 16GB,,Black,12.003 ns,16,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/KwddnQ/mushkin-redline-16-gb-2-x-8-gb-ddr4-2400-cl15-memory-mrc4u240ffff8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/2883d4ecba36fa70bf035d830f68eb02.256p.jpg,DDR4-2400,2 x 8GB,,Black,12.5 ns,15,
Mushkin Redline 32 GB,https://pcpartpicker.com/product/QkpzK8/mushkin-redline-32-gb-2-x-16-gb-ddr4-2400-cl15-memory-mrc4u240ffff16gx2,https://cdna.pcpartpicker.com/static/forever/images/product/2883d4ecba36fa70bf035d830f68eb02.256p.jpg,DDR4-2400,2 x 16GB,,Black,12.5 ns,15,
Mushkin Redline 16 GB,https://pcpartpicker.com/product/qtzhP6/mushkin-redline-16-gb-2-x-8-gb-ddr3-2400-cl11-memory-mrc3u240bddz8gx2,https://cdna.pcpartpicker.com/static/forever/images/product/2883d4ecba36fa70bf035d830f68eb02.256p.jpg,DDR3-2400,2 x 8GB,,Black,9.167 ns,11,
Mushkin Redline 8 GB,https://pcpartpicker.com/product/g9kWGX/mushkin-redline-8-gb-2-x-4-gb-ddr3-2400-cl11-memory-mrc3u240bddz4gx2,https://cdna.pcpartpicker.com/static/forever/images/product/2883d4ecba36fa70bf035d830f68eb02.256p.jpg,DDR3-2400,2 x 4GB,,Black,9.167 ns,11,
