Name,URL,Image,Speed,Modules,Price / GB,Color,First Word Latency,CAS Latency,Price
Crucial Pro Overclocking 32 GB,https://pcpartpicker.com/product/QF9wrH/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5b,https://cdna.pcpartpicker.com/static/forever/images/product/9fdbfba897aab27f8669458508239fe1.256p.jpg,DDR5-6000,2 x 16GB,$12.156,Black,12 ns,36,389.00
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/kTJp99/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36,https://cdna.pcpartpicker.com/static/forever/images/product/894ce2f4aaaf96e8a0cc61288f9ff27d.256p.jpg,DDR5-6000,2 x 16GB,$11.562,Black,12 ns,36,369.99
Corsair Vengeance LPX 32 GB,https://pcpartpicker.com/product/W6ndnQ/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3200-memory-cmk32gx4m2e3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/ae9c14173c768f2fa9ad4d3c957e94a0.256p.jpg,DDR4-3200,2 x 16GB,$6.875,Black / Yellow,10 ns,16,219.99
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/p6RFf7/corsair-memory-cmk16gx4m2b3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/835ab3efad1be13bbe53beef3e3c6f96.256p.jpg,DDR4-3200,2 x 8GB,$9.937,Black / Yellow,10 ns,16,158.99
G.Skill Flare X5 32 GB,https://pcpartpicker.com/product/pwxRsY/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-fx5,https://cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.256p.jpg,DDR5-6000,2 x 16GB,$12.812,Black,12 ns,36,410.00
Corsair Vengeance RGB 16 GB,https://pcpartpicker.com/product/MJzXsY/corsair-vengeance-rgb-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-cmh16gx5m2b5200c40,https://cdna.pcpartpicker.com/static/forever/images/product/9c711c2e20ef4adac880e44fe9fc13fe.256p.jpg,DDR5-5200,2 x 8GB,$15.624,Black / Gray,15.385 ns,40,249.99
Silicon Power GAMING 16 GB,https://pcpartpicker.com/product/P4FKHx/silicon-power-gaming-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-sp016gxlzu320bdaj5,https://cdna.pcpartpicker.com/static/forever/images/product/62a4ba196f5f165e68619a63ef5d0b70.256p.jpg,DDR4-3200,2 x 8GB,$7.436,Black / Gray,10 ns,16,118.97
Corsair Vengeance RGB 64 GB,https://pcpartpicker.com/product/WTMMnQ/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-cmh64gx5m2b6000c30,https://cdna.pcpartpicker.com/static/forever/images/product/5cdd0dfcd25374317a12808fa7f63c19.256p.jpg,DDR5-6000,2 x 32GB,$17.344,Black,10 ns,30,1109.99
Patriot Viper Elite 5 16 GB,https://pcpartpicker.com/product/G79nTW/patriot-viper-elite-5-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-veb516g6030w,https://cdna.pcpartpicker.com/static/forever/images/product/982b9428595cdc64d19a034fcf0b7d3b.256p.jpg,DDR5-6000,1 x 16GB,$12.499,White,10 ns,30,199.99
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/KXV2FT/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmh32gx5m2e6000c36w,https://cdna.pcpartpicker.com/static/forever/images/product/1574b4ca51100d42eb00a882a6481427.256p.jpg,DDR5-6000,2 x 16GB,$11.562,White / Silver,12 ns,36,369.99
Crucial Pro Overclocking 32 GB,https://pcpartpicker.com/product/xVy8TW/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-cp2k16g64c32u5b,https://m.media-amazon.com/images/I/41lunNC6OYL.jpg,DDR5-6400,2 x 16GB,$11.284,Black,10 ns,32,361.10
Crucial Pro 32 GB,https://pcpartpicker.com/product/TQjRsY/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5b,https://cdna.pcpartpicker.com/static/forever/images/product/749157446fcdcc5fe5abbb0e8d37ed08.256p.jpg,DDR5-6400,2 x 16GB,$11.250,Black,11.875 ns,38,359.99
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/q7LdnQ/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbek2-32,https://cdna.pcpartpicker.com/static/forever/images/product/ba87b0c925c292d22dca488e2296d258.256p.jpg,DDR5-6000,2 x 16GB,$15.857,Black,10 ns,30,507.42
Kingston FURY Beast 128 GB,https://pcpartpicker.com/product/6VvdnQ/kingston-fury-beast-128-gb-4-x-32-gb-ddr4-3600-cl18-memory-kf436c18bbk4128,https://cdna.pcpartpicker.com/static/forever/images/product/e600bada135d405bc5310646397be33b.256p.jpg,DDR4-3600,4 x 32GB,$13.122,Black,10 ns,18,1679.58
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/hbJgXL/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbk2-16,https://cdna.pcpartpicker.com/static/forever/images/product/547d30a3ba49dc763a8c23b28f7ac74b.256p.jpg,DDR5-5200,2 x 8GB,$15.661,Black,15.385 ns,40,250.58
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/Cf98TW/gskill-ripjaws-v-series-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-f4-3200c16d-16gvkb,https://cdna.pcpartpicker.com/static/forever/images/product/c75eee87606a7ee1b5f90816fc5a16ea.256p.jpg,DDR4-3200,2 x 8GB,$9.687,Black,10 ns,16,154.99
G.Skill Trident Z5 Neo RGB 32 GB,https://pcpartpicker.com/product/CXKKHx/gskill-trident-z5-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-tz5nr,https://cdna.pcpartpicker.com/static/forever/images/product/a4cecff25f58230f3fbae1903d711e49.256p.jpg,DDR5-6000,2 x 16GB,$15.468,Black,10 ns,30,494.99
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/6YfnTW/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-kf432c16bbk216,https://cdna.pcpartpicker.com/static/forever/images/product/f5b1674c2d725945298cd1f11d305fb7.256p.jpg,DDR4-3200,2 x 8GB,$13.251,Black,10 ns,16,212.01
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/khmFf7/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3600-memory-cmw32gx4m2z3600c18,https://cdna.pcpartpicker.com/static/forever/images/product/5f09867b54e9ad932b4dd1bc767f6238.256p.jpg,DDR4-3600,2 x 16GB,,Black,10 ns,18,
Patriot Viper Venom 32 GB,https://pcpartpicker.com/product/4cCCmG/patriot-viper-venom-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pvv532g600c30k,https://m.media-amazon.com/images/I/41xQi9FKIgL.jpg,DDR5-6000,2 x 16GB,$12.187,Black / White,10 ns,30,389.99
Corsair Vengeance RGB Pro 16 GB,https://pcpartpicker.com/product/QDhKHx/corsair-vengeance-rgb-pro-16gb-2-x-8gb-ddr4-3200-memory-cmw16gx4m2c3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/87cd8e9d02ffb0997769f4a4d5969669.256p.jpg,DDR4-3200,2 x 8GB,$10.687,Black,10 ns,16,170.99
G.Skill Trident Z5 Neo RGB 64 GB,https://pcpartpicker.com/product/hRQcCJ/gskill-trident-z5-neo-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-tz5nr,https://cdna.pcpartpicker.com/static/forever/images/product/fa05a92bf5e27cd0ba94bb8372db2419.256p.jpg,DDR5-6000,2 x 32GB,$14.844,Black / Silver,10 ns,30,949.99
Crucial Classic 16 GB,https://pcpartpicker.com/product/y4BzK8/crucial-classic-16-gb-2-x-8-gb-ddr5-5600-cl46-memory-ct2k8g56c46u5,https://cdna.pcpartpicker.com/static/forever/images/product/b28dc47f2e7061f2dba49b2b5bd6d335.256p.jpg,DDR5-5600,2 x 8GB,$16.812,Black,16.429 ns,46,269.00
Crucial Pro 32 GB,https://pcpartpicker.com/product/3L9wrH/crucial-pro-32-gb-2-x-16-gb-ddr5-5600-cl46-memory-cp2k16g56c46u5,https://cdna.pcpartpicker.com/static/forever/images/product/c62f5aa1d2d902523596f383c7946a7b.256p.jpg,DDR5-5600,2 x 16GB,$10.500,Black,16.429 ns,46,335.99
Crucial Pro 32 GB,https://pcpartpicker.com/product/FRKscf/crucial-pro-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-cp2k16g4dfra32a,https://cdna.pcpartpicker.com/static/forever/images/product/235358800a11d646358ccb734e9efde5.256p.jpg,DDR4-3200,2 x 16GB,$7.187,Black,13.75 ns,22,229.99
Kingston FURY Beast 8 GB,https://pcpartpicker.com/product/PkbTwP/kingston-fury-beast-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-kf432c16bb8,https://cdna.pcpartpicker.com/static/forever/images/product/cbff70f75b5d67c6c28fce5086628059.256p.jpg,DDR4-3200,1 x 8GB,$9.875,Black,10 ns,16,79.00
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/P2tLrH/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff4d516g6000hc38adc01,https://cdna.pcpartpicker.com/static/forever/images/product/12d937d90590710d44e87577e35c530f.256p.jpg,DDR5-6000,2 x 8GB,$15.624,White,12.667 ns,38,249.99
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/JkfxFT/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmk32gx5m2b6000c30,https://cdna.pcpartpicker.com/static/forever/images/product/fe414d3559a9bbb2e092ba5374f6e1ed.256p.jpg,DDR5-6000,2 x 16GB,$16.875,Black / Gray,10 ns,30,539.99
TEAMGROUP T-Create Expert 32 GB,https://pcpartpicker.com/product/H9CZxr/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ctced532g6000hc30dc01,https://m.media-amazon.com/images/I/41Q6UMps9NL.jpg,DDR5-6000,2 x 16GB,$12.500,Black,10 ns,30,399.99
Crucial Pro 64 GB,https://pcpartpicker.com/product/KP8Pxr/crucial-pro-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cp2k32g60c40u5b,https://cdna.pcpartpicker.com/static/forever/images/product/332fe880e8def29585f15f72927e21a2.256p.jpg,DDR5-6000,2 x 32GB,$9.844,Black,13.333 ns,40,629.99
TEAMGROUP T-Force Vulcan 16 GB,https://pcpartpicker.com/product/tVsV3C/teamgroup-t-force-vulcan-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-flbd516g6000hc38adc01,https://cdna.pcpartpicker.com/static/forever/images/product/b4f07141b6924fe51915a886aa19e17f.256p.jpg,DDR5-6000,2 x 8GB,$12.499,Black,12.667 ns,38,199.99
TEAMGROUP T-Force Vulcan Z 16 GB,https://pcpartpicker.com/product/z3VD4D/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3200-memory-tlzgd416g3200hc16cdc01,https://cdna.pcpartpicker.com/static/forever/images/product/96753a64597c28e46bf80ef7064b214b.256p.jpg,DDR4-3200,2 x 8GB,$9.374,Black,10 ns,16,149.99
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/27TzK8/corsair-vengeance-rgb-pro-32-gb-2-x-16-gb-ddr4-3200-memory-cmw32gx4m2e3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/e508c7c5a301831579045f9fda179aac.256p.jpg,DDR4-3200,2 x 16GB,$8.750,Black,10 ns,16,279.99
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/NWhv6h/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-32,https://cdna.pcpartpicker.com/static/forever/images/product/54ddbd8a23594ec6f8f120d748c9e559.256p.jpg,DDR5-6000,2 x 16GB,$17.156,Black,10 ns,30,549.00
G.Skill Flare X5 16 GB,https://pcpartpicker.com/product/yL7MnQ/gskill-flare-x5-16-gb-1-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx1-fx5,https://cdna.pcpartpicker.com/static/forever/images/product/35f2de12019955da5181b343ea10f7f8.256p.jpg,DDR5-6000,1 x 16GB,$14.687,Black,12 ns,36,234.99
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/GpNYcf/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000z36,https://cdna.pcpartpicker.com/static/forever/images/product/2bd00f9c70e64226475ef438ba030157.256p.jpg,DDR5-6000,2 x 16GB,$13.468,Black,12 ns,36,430.99
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/WFVmP6/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff4d532g6000hc30dc01,https://cdna.pcpartpicker.com/static/forever/images/product/09e373465295e5629efd7959a7147a3b.256p.jpg,DDR5-6000,2 x 16GB,$15.937,White,10 ns,30,509.99
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/2JLFf7/teamgroup-t-force-delta-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-ff3d532g6000hc30dc01,https://cdna.pcpartpicker.com/static/forever/images/product/d2e3f9b94f541ad51a19011026245df2.256p.jpg,DDR5-6000,2 x 16GB,$15.000,Black,10 ns,30,479.99
Crucial Pro Overclocking 32 GB,https://pcpartpicker.com/product/63TZxr/crucial-pro-overclocking-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cp2k16g60c36u5w,https://cdna.pcpartpicker.com/static/forever/images/product/5a642e1d35082f6b11c123d939743045.256p.jpg,DDR5-6000,2 x 16GB,$12.500,White,12 ns,36,399.99
Corsair Vengeance 128 GB,https://pcpartpicker.com/product/LPvscf/corsair-vengeance-128-gb-2-x-64-gb-ddr5-6400-cl42-memory-cmk128gx5m2b6400c42,https://cdna.pcpartpicker.com/static/forever/images/product/430bd0c0e205970df01f262dcc3ed9fa.256p.jpg,DDR5-6400,2 x 64GB,$10.156,Black,13.125 ns,42,1299.95
G.Skill Ripjaws V 32 GB,https://pcpartpicker.com/product/kXbkcf/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gvk,https://cdna.pcpartpicker.com/static/forever/images/product/f97fce0b44ff2447a790b0bffc74f9f3.256p.jpg,DDR4-3200,2 x 16GB,$8.688,Black,10 ns,16,278.00
Klevv BOLT X 16 GB,https://pcpartpicker.com/product/QGbTwP/klevv-bolt-x-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-kd48gu880-36a180u,https://cdna.pcpartpicker.com/static/forever/images/product/c242f1fa9979a24196b8bd732b1bb443.256p.jpg,DDR4-3600,2 x 8GB,,Black,10 ns,18,
Silicon Power Value Gaming 32 GB,https://pcpartpicker.com/product/cCKscf/silicon-power-value-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-sp032gxlwu60afdeae,https://m.media-amazon.com/images/I/318GA-iDDxL.jpg,DDR5-6000,2 x 16GB,$12.062,Black,10 ns,30,385.97
TEAMGROUP T-Force Delta RGB 16 GB,https://pcpartpicker.com/product/XTXV3C/teamgroup-t-force-delta-rgb-16-gb-2-x-8-gb-ddr5-6000-cl38-memory-ff3d516g6000hc38adc01,https://cdna.pcpartpicker.com/static/forever/images/product/ef4ede6a5602aee565feee7d3c8fa555.256p.jpg,DDR5-6000,2 x 8GB,$15.624,Black,12.667 ns,38,249.99
Corsair Vengeance 16 GB,https://pcpartpicker.com/product/H6rqqs/corsair-vengeance-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-cmk16gx5m2b5200c40,https://cdna.pcpartpicker.com/static/forever/images/product/c61cf578206c7afb06eb1af27edb1f7b.256p.jpg,DDR5-5200,2 x 8GB,$15.624,Black,15.385 ns,40,249.99
G.Skill Trident Z5 RGB 128 GB,https://pcpartpicker.com/product/QwZWGX/gskill-trident-z5-rgb-128-gb-2-x-64-gb-ddr5-6400-cl36-memory-f5-6400j3644f64gx2-tz5rk,https://cdna.pcpartpicker.com/static/forever/images/product/77f8bc61316a59e20a54800382cd18af.256p.jpg,DDR5-6400,2 x 64GB,$23.437,Black,11.25 ns,36,2999.99
Corsair Vengeance LPX 32 GB,https://pcpartpicker.com/product/VhmFf7/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2z3600c18,https://cdna.pcpartpicker.com/static/forever/images/product/c2c7aadc344828dd821f14344606b597.256p.jpg,DDR4-3600,2 x 16GB,,Black / Yellow,10 ns,18,
Corsair Vengeance LPX 16 GB,https://pcpartpicker.com/product/mpx2FT/corsair-vengeance-lpx-16-gb-2-x-8-gb-ddr4-3200-memory-cmk16gx4m2e3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/ae9c14173c768f2fa9ad4d3c957e94a0.256p.jpg,DDR4-3200,2 x 8GB,$8.937,Black,10 ns,16,142.99
Crucial CT16G4DFRA32A 16 GB,https://pcpartpicker.com/product/pWH8TW/crucial-ct16g4dfra32a-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-ct16g4dfra32a,https://cdna.pcpartpicker.com/static/forever/images/product/a375bc3b1e4a88c4a69fce0f0308ba9c.256p.jpg,DDR4-3200,1 x 16GB,$7.937,Green,13.75 ns,22,126.99
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/hhBG3C/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-5200-cl40-memory-kf552c40bb-16,https://cdna.pcpartpicker.com/static/forever/images/product/46104a266f70d513c9f4a7d319a23e34.256p.jpg,DDR5-5200,1 x 16GB,$15.562,Black / Silver,15.385 ns,40,248.99
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/Z99wrH/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl36-memory-kf556c36bbek2-16,https://cdna.pcpartpicker.com/static/forever/images/product/a3be96b8a0661a311ecf0e960adedbb4.256p.jpg,DDR5-5600,2 x 8GB,$16.249,Black / Silver,12.857 ns,36,259.99
G.Skill Flare X5 32 GB,https://pcpartpicker.com/product/LBstt6/gskill-flare-x5-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-f5-6000j3038f16gx2-fx5,https://cdna.pcpartpicker.com/static/forever/images/product/2a5856ab677607ec6f3b1c25bed693ab.256p.jpg,DDR5-6000,2 x 16GB,$15.937,Black,10 ns,30,509.99
Silicon Power XPOWER Storm RGB 32 GB,https://pcpartpicker.com/product/sVwD4D/silicon-power-xpower-storm-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-sp032gxlwu60cfdk,https://m.media-amazon.com/images/I/41vX08fGiSL.jpg,DDR5-6000,2 x 16GB,$11.343,Gray,12 ns,36,362.97
Patriot Signature Line 4 GB,https://pcpartpicker.com/product/BdBhP6/patriot-signature-line-4-gb-1-x-4-gb-ddr4-2666-cl19-memory-psd44g266681s,https://m.media-amazon.com/images/I/31EajN9+JcL.jpg,DDR4-2666,1 x 4GB,,,14.254 ns,19,
Corsair Vengeance 32 GB,https://pcpartpicker.com/product/r7XV3C/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000c36,https://cdna.pcpartpicker.com/static/forever/images/product/5c1b521170c68c5440170c5f2666b17d.256p.jpg,DDR5-6000,2 x 16GB,$13.437,Black,12 ns,36,429.99
Crucial CT16G48C40U5 16 GB,https://pcpartpicker.com/product/vGNxFT/crucial-ct16g48c40u5-16-gb-1-x-16-gb-ddr5-4800-cl40-memory-ct16g48c40u5,https://cdna.pcpartpicker.com/static/forever/images/product/1c689a15a147abb3f1f1a6f4d05a43c2.256p.jpg,DDR5-4800,1 x 16GB,$17.118,Black,16.667 ns,40,273.89
G.Skill Trident Z RGB 16 GB,https://pcpartpicker.com/product/ybrcCJ/gskill-tridentz-rgb-16gb-2-x-8gb-ddr4-3200-memory-f4-3200c16d-16gtzr,https://m.media-amazon.com/images/I/41W2Vvt5MoL.jpg,DDR4-3200,2 x 8GB,$10.937,Black,10 ns,16,174.99
G.Skill Trident Z5 Royal Neo RGB 32 GB,https://pcpartpicker.com/product/Hm6NnQ/gskill-trident-z5-royal-neo-rgb-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-f5-6000j2836g16gx2-tr5ns,https://cdna.pcpartpicker.com/static/forever/images/product/297a1bced0fdc057482d491aed331bc2.256p.jpg,DDR5-6000,2 x 16GB,$18.750,Silver,9.333 ns,28,599.99
Patriot Viper Venom 16 GB,https://pcpartpicker.com/product/nxFCmG/patriot-viper-venom-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-pvv516g60c30,https://cdna.pcpartpicker.com/static/forever/images/product/766c18ad6210bf330ebd5708e6d6081b.256p.jpg,DDR5-6000,1 x 16GB,$12.499,Black / White,10 ns,30,199.99
Crucial Pro 32 GB,https://pcpartpicker.com/product/ZNJp99/crucial-pro-32-gb-2-x-16-gb-ddr5-6400-cl38-memory-cp2k16g64c38u5w,https://cdna.pcpartpicker.com/static/forever/images/product/65b14ae549adb44fc16089d1996f8462.256p.jpg,DDR5-6400,2 x 16GB,$11.684,White,11.875 ns,38,373.90
Kingston FURY 16 GB,https://pcpartpicker.com/product/vkJp99/kingston-fury-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf556c40bwa-16,https://cdna.pcpartpicker.com/static/forever/images/product/2e119f2bf941f81a4287fdac476f19bb.256p.jpg,DDR5-5600,1 x 16GB,,White,14.286 ns,40,
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/nycgXL/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl36-memory-kf560c36bbeak2-16,https://cdna.pcpartpicker.com/static/forever/images/product/6fcbee8fe66fd26e7f295b32b7fcdcba.256p.jpg,DDR5-6000,2 x 8GB,$17.187,Black,12 ns,36,274.99
Kingston Server Premier 64 GB,https://pcpartpicker.com/product/PnVmP6/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-3200-cl22-memory-ksm32rd464hcr,https://m.media-amazon.com/images/I/31Vphlem7hL.jpg,DDR4-3200,1 x 64GB,$19.311,,13.75 ns,22,1235.88
Corsair Dominator Titanium 64 GB,https://pcpartpicker.com/product/bWKscf/corsair-dominator-titanium-64-gb-2-x-32-gb-ddr5-6600-cl32-memory-cmp64gx5m2x6600c32w,https://cdna.pcpartpicker.com/static/forever/images/product/fdf09b4bc9f4b16d37c0920c50cc20d6.256p.jpg,DDR5-6600,2 x 32GB,,White,9.697 ns,32,
G.Skill Flare X5 64 GB,https://pcpartpicker.com/product/6QcgXL/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32gx2-fx5,https://cdna.pcpartpicker.com/static/forever/images/product/f7d28bd70b14a7eaef6627ce7ecc3fd6.256p.jpg,DDR5-6000,2 x 32GB,$14.062,Black,10 ns,30,899.99
Corsair Vengeance LPX 8 GB,https://pcpartpicker.com/product/sMbkcf/corsair-memory-cmk8gx4m1a2400c16,https://cdna.pcpartpicker.com/static/forever/images/product/ef1c9d46308283f227a0ba51e4179ff1.256p.jpg,DDR4-2400,1 x 8GB,$10.248,Black / Yellow,13.333 ns,16,81.98
Corsair Vengeance RGB 32 GB,https://pcpartpicker.com/product/j6sV3C/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6400-cl36-memory-cmh32gx5m2b6400c36,https://cdna.pcpartpicker.com/static/forever/images/product/2d3753cee2dbfa61874918b8d3f9cf93.256p.jpg,DDR5-6400,2 x 16GB,$13.750,Black,11.25 ns,36,439.99
Crucial CT8G4DFS824A 8 GB,https://pcpartpicker.com/product/pyRzK8/crucial-8gb-1-x-8gb-ddr4-2133-memory-ct8g4dfs824a,https://cdna.pcpartpicker.com/static/forever/images/product/a6e59e45a1d663e7daa43f2eb72c9b2b.256p.jpg,DDR4-2400,1 x 8GB,$8.099,Green,14.167 ns,17,64.79
G.Skill Trident Z RGB 32 GB,https://pcpartpicker.com/product/fBLwrH/gskill-trident-z-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c18d-32gtzr,https://cdna.pcpartpicker.com/static/forever/images/product/67c83cfd051636aaa95e8b00b6e95d6e.256p.jpg,DDR4-3600,2 x 16GB,$10.000,Black,10 ns,18,319.99
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/jBZzK8/gskill-ripjaws-v-16-gb-2-x-8-gb-ddr4-3600-memory-f4-3600c16d-16gvkc,https://cdna.pcpartpicker.com/static/forever/images/product/a00199d12cb22ee1dc33639a754cca79.256p.jpg,DDR4-3600,2 x 8GB,$10.624,Black,8.889 ns,16,169.99
Crucial CT2K8G4DFRA32A 16 GB,https://pcpartpicker.com/product/qVjNnQ/crucial-ct2k8g4dfra32a-16-gb-2-x-8-gb-ddr4-3200-cl22-memory-ct2k8g4dfra32a,https://cdna.pcpartpicker.com/static/forever/images/product/06c2821b511af7881d5766ee7c640e5f.256p.jpg,DDR4-3200,2 x 8GB,$9.372,Green,13.75 ns,22,149.95
Kingston FURY Beast 128 GB,https://pcpartpicker.com/product/mjrRsY/kingston-fury-beast-128-gb-4-x-32-gb-ddr4-3200-cl16-memory-kf432c16bbk4128,https://cdna.pcpartpicker.com/static/forever/images/product/315e07375f481e900ace3c889f1712ec.256p.jpg,DDR4-3200,4 x 32GB,$9.836,Black,10 ns,16,1258.99
G.Skill Ripjaws S5 32 GB,https://pcpartpicker.com/product/XsqPxr/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3636f16gx2-rs5k,https://cdna.pcpartpicker.com/static/forever/images/product/24d251679c92dd15d250e400ea873727.256p.jpg,DDR5-6000,2 x 16GB,$11.875,Black,12 ns,36,379.99
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/3q2WGX/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-kf432c16bbk232,https://cdna.pcpartpicker.com/static/forever/images/product/f5b1674c2d725945298cd1f11d305fb7.256p.jpg,DDR4-3200,2 x 16GB,$9.337,Black,10 ns,16,298.77
Klevv FIT V 32 GB,https://pcpartpicker.com/product/q62j4D/klevv-fit-v-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agu880-60a300l,https://cdna.pcpartpicker.com/static/forever/images/product/1c0d63144a5153a35f5658d8e2185eda.256p.jpg,DDR5-6000,2 x 16GB,,Black,10 ns,30,
Silicon Power SP008GBLVU480G02 8 GB,https://pcpartpicker.com/product/pdBG3C/silicon-power-sp008gblvu480g02-8-gb-1-x-8-gb-ddr5-4800-cl40-memory-sp008gblvu480g02,https://cdna.pcpartpicker.com/static/forever/images/product/78b9b7b9d6d6093a6914c71c62696dfc.256p.jpg,DDR5-4800,1 x 8GB,$14.621,,16.667 ns,40,116.97
G.Skill Trident Z5 Neo 128 GB,https://pcpartpicker.com/product/6My8TW/gskill-trident-z5-neo-128-gb-2-x-64-gb-ddr5-6000-cl32-memory-f5-6000j3244g64gx2-tz5nr,https://m.media-amazon.com/images/I/41DxRprh6SL.jpg,DDR5-6000,2 x 64GB,$17.187,Black,10.667 ns,32,2199.98
