Name,URL,Image,Type,Color,Power Supply,Side Panel,External Volume,"Internal 3.5"" Bays",Price
GameMax Black Diamond ARGB,https://pcpartpicker.com/product/rN4BD3/gamemax-black-diamond-argb-atx-mid-tower-case-gmxcsdiamondblk,https://cdna.pcpartpicker.com/static/forever/images/product/295dc28e0640d0c33ed872598e244362.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
Lian Li LANCOOL 205M,https://pcpartpicker.com/product/WJwypg/lian-li-lancool-205m-microatx-mid-tower-case-lancool-205m-white,https://m.media-amazon.com/images/I/41MpafyqvpL.jpg,MicroATX Mid Tower,White / Black,None,Tempered Glass,,2,
In Win B1,https://pcpartpicker.com/product/kzwkcf/in-win-b1-mini-itx-desktop-case-w200-w-power-supply-iw-cs-b1blk-ps200w,https://cdna.pcpartpicker.com/static/forever/images/product/ad59e9100fbf8eb090d00cc3c3146144.256p.jpg,Mini ITX Desktop,Black,200 W,None,,0,
darkFlash DLM 21 Mesh,https://pcpartpicker.com/product/DHTzK8/darkflash-dlm-21-mesh-microatx-mini-tower-case-cp-case-dlm21-mesh-wt,/static/forever/img/no-image.png,MicroATX Mini Tower,White,None,Tempered Glass,32.1 L,2,
BitFenix Nova Mesh SE,https://pcpartpicker.com/product/2ZtKHx/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwgkp-4a,https://cdna.pcpartpicker.com/static/forever/images/product/6224f15852416d843dabde20f5dbe444.256p.jpg,ATX Mid Tower,White / Purple,None,Tempered Glass,36.1 L,2,
KOLINK Citadel,https://pcpartpicker.com/product/szBhP6/kolink-citadel-microatx-mini-tower-case-citadel,https://cdna.pcpartpicker.com/static/forever/images/product/fa4b882e64b55e0c0e290643846e07bc.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,32.7 L,2,
SilentiumPC Regnum RG6V TG,https://pcpartpicker.com/product/Tv848d/silentiumpc-regnum-rg6v-tg-atx-mid-tower-case-spc261,https://cdna.pcpartpicker.com/static/forever/images/product/7f588593766fad10c1aaebc042e9b53d.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
SilentiumPC Regnum RG6V EVO TG ARGB,https://pcpartpicker.com/product/ZnmFf7/silentiumpc-regnum-rg6v-evo-tg-argb-atx-mid-tower-case-spc262,https://cdna.pcpartpicker.com/static/forever/images/product/6c8acc7d26e0ce7d9364386a1ab39b07.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
Thermaltake V150 Tempered Glass ARGB Breeze,https://pcpartpicker.com/product/Ys2WGX/thermaltake-v150-tempered-glass-argb-breeze-microatx-mid-tower-case-ca-1r1-00s1wn-02,https://cdna.pcpartpicker.com/static/forever/images/product/2a60509a1fa85242ad74957f44aba8b0.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,,2,
DIYPC Vanguard-V8-RGB,https://pcpartpicker.com/product/4Bx2FT/diypc-vanguard-v8-rgb-atx-mid-tower-case-vanguard-v8-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/be227fe8f831d82f11ffbd33432cb0e1.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,3,
Aerocool Atomic V2,https://pcpartpicker.com/product/HqmmP6/aerocool-atomic-v2-microatx-mini-tower-case-atomic-g-bk-v2,https://cdna.pcpartpicker.com/static/forever/images/product/3661fe9674136810a59c3ffda4464957.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,36.2 L,2,
Aerocool Mecha,https://pcpartpicker.com/product/W8Z9TW/aerocool-mecha-atx-mid-tower-case-mecha-g-bk-v1,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,33.5 L,2,
Montech X3 Glass,https://pcpartpicker.com/product/tQBG3C/montech-x3-glass-atx-mid-tower-case-x3-glass-black,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,,2,
GAMDIAS TALOS M1B,https://pcpartpicker.com/product/KLjBD3/gamdias-talos-m1b-atx-mid-tower-case-talos-m1b,https://cdna.pcpartpicker.com/static/forever/images/product/22968c9319e5fcd51afc55ad8e84815c.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,2,
Vetroo A03,https://pcpartpicker.com/product/shzhP6/vetroo-a03-atx-mid-tower-case-vt-case-a03-pk,https://cdna.pcpartpicker.com/static/forever/images/product/aaeac35053b9ad2ae057faea824a977b.256p.jpg,ATX Mid Tower,Pink / Black,None,Tempered Glass,,2,
DIYPC IDX6,https://pcpartpicker.com/product/BpJgXL/diypc-idx6-atx-mid-tower-case-idx6-bk-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/a2016cd4d02ee19cac876dff514fa9cb.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,52.9 L,2,
DIYPC IDX6,https://pcpartpicker.com/product/TT3gXL/diypc-idx6-atx-mid-tower-case-idx6-w-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/e5a4d3663a6c596158e6608673e90c2b.256p.jpg,ATX Mid Tower,White / Black,None,Tempered Glass,52.9 L,2,
MSI MPG Quietude 100S,https://pcpartpicker.com/product/GxQcCJ/msi-mpg-quietude-100s-atx-mid-tower-case-mpg-quietude-100s,https://cdna.pcpartpicker.com/static/forever/images/product/b355ef9428e7f03b9ebb839a66e7f996.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,53.8 L,2,
Thermaltake H570 TG ARGB,https://pcpartpicker.com/product/7ZVmP6/thermaltake-h570-tg-argb-atx-mid-tower-case-ca-1t9-00m1wn-01,https://cdna.pcpartpicker.com/static/forever/images/product/377b59f257aa810381c4fe447cf95721.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,48.8 L,2,
MSI Creator 400M,https://pcpartpicker.com/product/ML8bt6/msi-creator-400m-atx-mid-tower-case-creator-400m,https://cdna.pcpartpicker.com/static/forever/images/product/e80e1656b4c46aa5d9416a80d539ed00.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,65.4 L,2,
Deepcool CK500 WH,https://pcpartpicker.com/product/zW7G3C/deepcool-ck500-wh-atx-mid-tower-case-r-ck500-whnne2-g-1,https://cdna.pcpartpicker.com/static/forever/images/product/7c5162b5bf98fc5438f27172a1adff57.256p.jpg,ATX Mid Tower,White / Black,None,Tempered Glass,49.4 L,2,
Segotep Phoenix T1,https://pcpartpicker.com/product/Zznypg/segotep-phoenix-t1-atx-mid-tower-case-cp-case-st-atx-t1-wt,https://m.media-amazon.com/images/I/41DkhsVJAGL.jpg,ATX Mid Tower,White,None,Tempered Glass,65.5 L,2,
DIYPC ARGB-Q3,https://pcpartpicker.com/product/v8MMnQ/diypc-argb-q3-microatx-mini-tower-case-argb-q3-w,https://cdna.pcpartpicker.com/static/forever/images/product/33ae51ad03ef41ab2383261d39aa83e2.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,38.6 L,2,
Cooler Master MasterBox TD500 Mesh V2 Ryu,https://pcpartpicker.com/product/zfzXsY/cooler-master-masterbox-td500-mesh-v2-ryu-atx-mid-tower-case-td500v2-wgnn-sry,https://cdna.pcpartpicker.com/static/forever/images/product/3f132a66d885a5d748301beeb537e545.256p.jpg,ATX Mid Tower,White / Red,None,Tempered Glass,52.4 L,2,
CiT Blaze Red,https://pcpartpicker.com/product/9WtLrH/cit-blaze-red-atx-mid-tower-case-cit-blaze-red,https://m.media-amazon.com/images/I/41J8GpXIpKL.jpg,ATX Mid Tower,Black / Red,None,Tempered Glass,31.4 L,2,
Jonsbo VR3,https://pcpartpicker.com/product/6gBzK8/jonsbo-vr3-mini-itx-tower-case-vr3-black,https://cdna.pcpartpicker.com/static/forever/images/product/5bcbfd51b7e30c33d7bea643896ab277.256p.jpg,Mini ITX Tower,Black,None,Mesh,19.9 L,0,
OCPC MICRO,https://pcpartpicker.com/product/VVWJ7P/ocpc-micro-microatx-mid-tower-case-occshymatxbk,/static/forever/img/no-image.png,MicroATX Mid Tower,Black,None,None,12.7 L,0,
Ocelot OC-Purple Katana,https://pcpartpicker.com/product/f2xxFT/ocelot-oc-purple-katana-microatx-mini-tower-case-oc-purple-katana,/static/forever/img/no-image.png,MicroATX Mini Tower,Purple / Black,None,Tempered Glass,30.0 L,2,
Noua Utopia F15,https://pcpartpicker.com/product/4phv6h/noua-utopia-f15-atx-mid-tower-case-cs9018ag-f15k189,https://m.media-amazon.com/images/I/414aY6FpCrL.jpg,ATX Mid Tower,Black,None,Tempered Glass,41.1 L,2,
Apevia Destiny Pro,https://pcpartpicker.com/product/GJwmP6/apevia-destiny-pro-atx-mid-tower-case-destiny-pro-pk,https://m.media-amazon.com/images/I/41YGgOsghBL.jpg,ATX Mid Tower,Pink / Black,None,Tempered Glass,42.0 L,2,
Cooler Master MasterBox 500,https://pcpartpicker.com/product/hWrqqs/cooler-master-masterbox-500-atx-mid-tower-case-mb500-kgnn-s00,https://cdna.pcpartpicker.com/static/forever/images/product/d4843610f99971dcd74533fa66ccf979.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,52.4 L,2,
Apevia Guardian-M,https://pcpartpicker.com/product/8226Mp/apevia-guardian-m-atx-mid-tower-case-guardian-m-bk,https://m.media-amazon.com/images/I/41yPDjtkKiL.jpg,ATX Mid Tower,Black,None,Tempered Glass,39.5 L,2,
Tecware Nexus Evo RGB,https://pcpartpicker.com/product/KrRwrH/tecware-nexus-evo-rgb-atx-mid-tower-case-twca-nex-evbk,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,35.4 L,2,
Apevia Destiny Flow,https://pcpartpicker.com/product/kNxxFT/apevia-destiny-flow-atx-mid-tower-case-destiny-flow-wh,https://m.media-amazon.com/images/I/417TvGTlrjL.jpg,ATX Mid Tower,White,None,Tempered Glass,,2,
Apevia Prism Elite,https://pcpartpicker.com/product/98vD4D/apevia-prism-elite-atx-mid-tower-case-prism-elite-bk,https://m.media-amazon.com/images/I/51lKRUERDVL.jpg,ATX Mid Tower,Black,None,Tempered Glass,47.9 L,2,
Aerocool Dryft Mini V2,https://pcpartpicker.com/product/sMQKHx/aerocool-dryft-mini-v2-microatx-mid-tower-case-dryft-mini-bk-v2,/static/forever/img/no-image.png,MicroATX Mid Tower,Black,None,Tempered Glass,47.0 L,1,
GameMax Aero Mini,https://pcpartpicker.com/product/tKPQzy/gamemax-aero-mini-microatx-mini-tower-case-aero-mini,https://cdna.pcpartpicker.com/static/forever/images/product/e41c6f1212c25815bfb6992ee69145eb.256p.jpg,MicroATX Mini Tower,Black / White,None,Tempered Glass,31.5 L,2,
GameMax Infinity Mini,https://pcpartpicker.com/product/tYYRsY/gamemax-infinity-mini-microatx-mini-tower-case-infinity-mini-black,https://cdna.pcpartpicker.com/static/forever/images/product/40dc51d7c269eeec0ae8d5a346eb92ef.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,36.7 L,1,
YEYIAN Hollow 2500,https://pcpartpicker.com/product/LFLdnQ/yeyian-hollow-2500-atx-mid-tower-case-ygh-49703,https://cdna.pcpartpicker.com/static/forever/images/product/efee043fb711b0fb6ffa3c99076c6335.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,37.7 L,2,
YEYIAN Dragoon,https://pcpartpicker.com/product/PvtLrH/yeyian-dragoon-atx-mid-tower-case-ycm-apdra-01,https://cdna.pcpartpicker.com/static/forever/images/product/12b62a4febc5a3e1473e7f51b971da34.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,35.1 L,2,
DIYPC ARGB-Q3 V2,https://pcpartpicker.com/product/9PCZxr/diypc-argb-q3-v2-microatx-mini-tower-case-argb-q3v2-pink,https://cdna.pcpartpicker.com/static/forever/images/product/df2dbec31afb2abf7c4fecc0aa2525ca.256p.jpg,MicroATX Mini Tower,Pink,None,Tempered Glass,38.6 L,2,
Thermaltake CTE E660 MX,https://pcpartpicker.com/product/7Rrqqs/thermaltake-cte-e660-mx-atx-mid-tower-case-ca-1y3-00m6wn-01,https://cdna.pcpartpicker.com/static/forever/images/product/73cc9209978bf7f015d66187436d1923.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,77.4 L,3,
RAIJINTEK Ponos Ultra TG4,https://pcpartpicker.com/product/7HdG3C/raijintek-ponos-ultra-tg4-atx-mid-tower-case-0r20b00225,https://cdna.pcpartpicker.com/static/forever/images/product/d0bc77646f42e0486eda41c0ae01719a.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,46.3 L,2,
Cougar Uniface,https://pcpartpicker.com/product/qbn9TW/cougar-uniface-atx-mid-tower-case-385c7800005,https://cdna.pcpartpicker.com/static/forever/images/product/aaaefe8ca562b51a43a1a7cac682d217.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,53.9 L,2,
Aerocool Graphite v2,https://pcpartpicker.com/product/sxYfrH/aerocool-graphite-v2-atx-mid-tower-case-graphite-g-bk-v2,https://cdna.pcpartpicker.com/static/forever/images/product/b98e4dc721e51d2e2eb822843af92ca0.256p.jpg,ATX Mid Tower,,None,Tempered Glass,43.0 L,2,128.27
Ocypus Gamma C72,https://pcpartpicker.com/product/Wpm2FT/ocypus-gamma-c72-atx-mid-tower-case-gamma-c72-whd000xx-gl,/static/forever/img/no-image.png,ATX Mid Tower,White,None,Tempered Glass,43.0 L,2,
GAMDIAS ATLAS P2 CG,https://pcpartpicker.com/product/qfG2FT/gamdias-atlas-p2-cg-atx-mid-tower-case-p2-cg,/static/forever/img/no-image.png,ATX Mid Tower,Black,None,Tempered Glass,56.5 L,3,
ALPHAGEAR Purifier V2 mesh ARGB,https://pcpartpicker.com/product/Pbrp99/alphagear-purifier-v2-mesh-argb-atx-mid-tower-case-ag-purifierv2-mesh-bk,https://cdna.pcpartpicker.com/static/forever/images/product/fbe154676a1d40e324e00d28cdf9e13d.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,52.9 L,2,
ALPHAGEAR Monarch RGB,https://pcpartpicker.com/product/pdfV3C/alphagear-monarch-rgb-microatx-mid-tower-case-ag-monarch-mesh-wh,https://cdna.pcpartpicker.com/static/forever/images/product/c7967deb91821c104d4f79cbbb25a2a0.256p.jpg,MicroATX Mid Tower,White,None,Tempered Glass,32.6 L,1,
Aerocool P500B DIGI,https://pcpartpicker.com/product/dcPv6h/aerocool-p500b-digi-atx-mid-tower-case-acl-p500b-digi-wt-frpw,/static/forever/img/no-image.png,ATX Mid Tower,White,None,Tempered Glass,54.0 L,2,
Sliger CX3151a,https://pcpartpicker.com/product/zLKnTW/sliger-cx3151a-rackmount-3u-case-cx3151a,https://cdna.pcpartpicker.com/static/forever/images/product/2c0b55f8929114af8494edffd3e804ea.256p.jpg,Rackmount 3U,Black,None,None,21.8 L,0,289.00
Cougar Uniface Mini RGB,https://pcpartpicker.com/product/YYbypg/cougar-uniface-mini-rgb-microatx-mini-tower-case-cgr-55c9w-rgb,https://cdna.pcpartpicker.com/static/forever/images/product/4817611961c9932e081dc80e41123f7b.256p.jpg,MicroATX Mini Tower,White,None,Tempered Glass,34.6 L,2,
Streacom DA2 V2,https://pcpartpicker.com/product/Dj3mP6/streacom-da2-v2-mini-itx-desktop-case-st-da2b-v2,https://cdna.pcpartpicker.com/static/forever/images/product/2d9f7ddc916d6b15e9195383e84f1709.256p.jpg,Mini ITX Desktop,Black,None,None,17.5 L,0,
Geometric Future Model 8,https://pcpartpicker.com/product/PJ4Ycf/geometric-future-model-8-atx-mid-tower-case-geo-m8-low,https://cdna.pcpartpicker.com/static/forever/images/product/4e6c1e3584575f30bc890618fe0ae713.256p.jpg,ATX Mid Tower,Black / White,None,Tinted Tempered Glass,57.5 L,3,194.51
Silverstone KL07B-E,https://pcpartpicker.com/product/sBKscf/silverstone-kl07b-e-atx-mid-tower-case-sst-kl07b-e,https://cdna.pcpartpicker.com/static/forever/images/product/529436974bcd982c414bbbaf624b42f6.256p.jpg,ATX Mid Tower,Black,None,None,52.9 L,3,143.37
Silverstone GD06B,https://pcpartpicker.com/product/RGZQzy/silverstone-case-gd06b,https://m.media-amazon.com/images/I/31OqJU3B86L.jpg,HTPC,Black,None,None,22.4 L,4,
NZXT Source 210 Elite,https://pcpartpicker.com/product/QmMFf7/nzxt-case-s210e002,https://cdna.pcpartpicker.com/static/forever/images/product/41dbe51265fb5acb5c911da6f4dfa664.256p.jpg,ATX Mid Tower,White / Black,None,None,42.4 L,8,
RAIJINTEK Metis Plus,https://pcpartpicker.com/product/Zk7CmG/raijintek-metis-plus-black-mini-itx-tower-case-0r200055,https://cdna.pcpartpicker.com/static/forever/images/product/0012496fc5426fd262e1665577e19ef5.256p.jpg,Mini ITX Tower,Black,None,Acrylic,13.4 L,2,
Antec ISK 110 VESA U3,https://pcpartpicker.com/product/3Xx2FT/antec-isk110-vesa-u3-mini-itx-desktop-case-w90-w-power-supply-isk110-vesa-u3,https://cdna.pcpartpicker.com/static/forever/images/product/517b61d665bf424dd9050bbfbccc21be.256p.jpg,Mini ITX Desktop,Black,90 W,None,4.1 L,0,
RAIJINTEK METIS EVO ALS,https://pcpartpicker.com/product/dPQfrH/raijintek-metis-evo-als-mini-itx-desktop-case-0r20b00167,https://cdna.pcpartpicker.com/static/forever/images/product/70d53171e20814dd2eec51a0e7a40620.256p.jpg,Mini ITX Desktop,Silver,None,None,22.3 L,2,
Phanteks Evolv Shift 2,https://pcpartpicker.com/product/MCsnTW/phanteks-evolv-shift-2-mini-itx-tower-case-ph-es217e_bk02,https://cdna.pcpartpicker.com/static/forever/images/product/36c07af143861b556df3e297914c711c.256p.jpg,Mini ITX Tower,Black,None,Tempered Glass,22.8 L,1,
Thermaltake Divider 370 TG ARGB,https://pcpartpicker.com/product/xp7G3C/thermaltake-divider-370-tg-argb-atx-mid-tower-case-ca-1s4-00m1wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/179cd65319ec0f996cdd87c7bc9f455e.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,50.7 L,2,
KOLINK Observatory MX Mesh ARGB,https://pcpartpicker.com/product/zpLdnQ/kolink-observatory-mx-mesh-argb-atx-mid-tower-case-observatory-mx-mw,https://cdna.pcpartpicker.com/static/forever/images/product/662c2a93b41efb33fe64aa022a9e38a4.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,30.8 L,2,
RAIJINTEK PAN Slim,https://pcpartpicker.com/product/qr3gXL/raijintek-pan-slim-mini-itx-desktop-case-0r20b00210,https://cdna.pcpartpicker.com/static/forever/images/product/1febe215f0e8f29ad001e8080318d1bc.256p.jpg,Mini ITX Desktop,Black,None,None,38.7 L,2,
Thermaltake Armor Revo Gene Snow Edition,https://pcpartpicker.com/product/F9kD4D/thermaltake-case-vo800m6w2n,https://m.media-amazon.com/images/I/51YyWZbbeUL.jpg,ATX Mid Tower,White,None,Acrylic,69.9 L,5,
Thermaltake Suppressor F31,https://pcpartpicker.com/product/MsX2FT/thermaltake-case-ca1e300m1nn00,https://m.media-amazon.com/images/I/310tPiNSuJL.jpg,ATX Mid Tower,Black,None,None,,3,
In Win 101C,https://pcpartpicker.com/product/tgdFf7/inwin-101c-black-atx-mid-tower-case-101c-black,https://cdna.pcpartpicker.com/static/forever/images/product/f9bfeb0e71f1f0794953f8d90523ea9b.256p.jpg,ATX Mid Tower,Blue,None,Tempered Glass,,2,
Silverstone Lucid LD03-AF,https://pcpartpicker.com/product/nFsV3C/silverstone-lucid-ld03-af-mini-itx-tower-case-sst-ld03b-af,https://cdna.pcpartpicker.com/static/forever/images/product/c5faddc3eb0b515452692545302fe81f.256p.jpg,Mini ITX Tower,Black,None,Tempered Glass,25.2 L,1,148.56
Aerocool CS-109-S,https://pcpartpicker.com/product/myxTwP/aerocool-cs-109-s-atx-mid-tower-case-cs-109-s-bk-v1,https://cdna.pcpartpicker.com/static/forever/images/product/a4917544d9318f00a58ec7b93b653c62.256p.jpg,ATX Mid Tower,Black,None,None,23.7 L,2,
Antec NSK4100,https://pcpartpicker.com/product/jYn2FT/antec-case-nsk4100,https://images-na.ssl-images-amazon.com/images/I/31BL8JKLQDL.jpg,ATX Mid Tower,Black,None,None,35.6 L,6,
Thermaltake Core V51,https://pcpartpicker.com/product/RNLypg/thermaltake-case-ca1c600m1wn00,https://cdna.pcpartpicker.com/static/forever/images/product/2edd9860ad59d30d8b3b5e58618cca36.256p.jpg,ATX Mid Tower,Black,None,Acrylic,71.2 L,5,
Cooler Master CM 590 III,https://pcpartpicker.com/product/N7nG3C/cooler-master-cm-590-iii-black-atx-mid-tower-case-rc-593-kwn2,https://cdna.pcpartpicker.com/static/forever/images/product/c5772bc6487956ca9e4fd5856eadee7f.256p.jpg,ATX Mid Tower,Black,None,Acrylic,45.1 L,4,
Thermaltake Level 20 GT ARGB,https://pcpartpicker.com/product/YZGnTW/thermaltake-level-20-gt-argb-atx-full-tower-case-ca-1k9-00f1wn-02,https://cdna.pcpartpicker.com/static/forever/images/product/4d54d31de7edd9f703cfce55b0e46f97.256p.jpg,ATX Full Tower,Silver / Black,None,Tempered Glass,100.9 L,7,
be quiet! Silent Base 801,https://pcpartpicker.com/product/thrmP6/be-quiet-silent-base-801-window-orange-atx-mid-tower-case-bgw28,https://cdna.pcpartpicker.com/static/forever/images/product/71dd0f27f69b27e67f1602cbafe8864e.256p.jpg,ATX Mid Tower,Black / Orange,None,Tempered Glass,,5,
Streacom DA2,https://pcpartpicker.com/product/cRWfrH/streacom-st-da2b-mini-itx-desktop-case-st-da2b,https://cdna.pcpartpicker.com/static/forever/images/product/6bba31c5d43621762395ef3abf657143.256p.jpg,Mini ITX Desktop,Black,None,None,,3,
darkFlash DLM 22,https://pcpartpicker.com/product/wNQfrH/darkflash-dlm-22-microatx-mid-tower-case-dlm-22-white,/static/forever/img/no-image.png,MicroATX Mid Tower,White,None,Tempered Glass,,2,
Silverstone FARA R1,https://pcpartpicker.com/product/m6zFf7/silverstone-fara-r1-atx-mid-tower-case-sst-far1b-g,https://cdna.pcpartpicker.com/static/forever/images/product/7432684e7e77828138771c214e13017f.256p.jpg,ATX Mid Tower,Black,None,Tempered Glass,,1,
Antec NX100,https://pcpartpicker.com/product/rsTzK8/antec-nx100-atx-mid-tower-case-0-761345-80013-6,https://cdna.pcpartpicker.com/static/forever/images/product/e554b1df30e2ccbd309531c835bfb920.256p.jpg,ATX Mid Tower,Black / Yellow,None,Acrylic,37.7 L,2,
Antec DARK CUBE,https://pcpartpicker.com/product/cpKKHx/antec-dark-cube-microatx-mini-tower-case-dark-cube,https://cdna.pcpartpicker.com/static/forever/images/product/59ba0a864d53f25f6a490457de83519d.256p.jpg,MicroATX Mini Tower,Black,None,Tempered Glass,,1,
Thermaltake The Tower 500,https://pcpartpicker.com/product/J3YmP6/thermaltake-the-tower-500-atx-mid-tower-case-ca-1x1-00m6wn-00,https://cdna.pcpartpicker.com/static/forever/images/product/1e376d474630864a5fff98c64bd85d8f.256p.jpg,ATX Mid Tower,White,None,Tempered Glass,93.9 L,8,
KOLINK Citadel Glass SE ARGB,https://pcpartpicker.com/product/DVVmP6/kolink-citadel-glass-se-argb-microatx-mid-tower-case-citadel-glass-se,https://cdna.pcpartpicker.com/static/forever/images/product/a5bb6c1635633e35b6c7e77abd50f119.256p.jpg,MicroATX Mid Tower,Black,None,Tempered Glass,53.4 L,2,
Sliger CX3151i,https://pcpartpicker.com/product/B6jv6h/sliger-cx3151i-rackmount-3u-case-cx3151i,https://cdna.pcpartpicker.com/static/forever/images/product/6242a15541bce9c5515bb70fba8fb2ba.256p.jpg,Rackmount 3U,Black,None,None,21.8 L,0,299.00
Antec ISK 300-150,https://pcpartpicker.com/product/6LTmP6/antec-case-isk300150,https://m.media-amazon.com/images/I/412M7cSSwXL.jpg,Mini ITX Desktop,Black,150 W,None,6.9 L,0,
Antec ISK 310-150,https://pcpartpicker.com/product/jhphP6/antec-isk-310-150-mini-itx-desktop-case-w150-w-power-supply-isk-310-150,https://cdna.pcpartpicker.com/static/forever/images/product/d829a9cc7dc7c371069a66fb71054b9a.256p.jpg,Mini ITX Desktop,Black / Silver,150 W,None,6.9 L,0,
Antec Twelve Hundred,https://pcpartpicker.com/product/ghphP6/antec-case-twelvehundred750blue,/static/forever/img/no-image.png,ATX Full Tower,Black,750 W,Acrylic,63.5 L,9,
Cooler Master Elite 310,https://pcpartpicker.com/product/xPqdnQ/cooler-master-case-rc310bwn1gp,https://m.media-amazon.com/images/I/41Ha2lsSYxL.jpg,ATX Mid Tower,Black / Blue,None,Acrylic,39.1 L,6,
Cooler Master Centurion 541,https://pcpartpicker.com/product/LHg323/cooler-master-case-rc541skrjgp,https://cdna.pcpartpicker.com/static/forever/images/product/b4a99b33830afcd0e0a13dc36c7cafd3.256p.jpg,MicroATX Mini Tower,Black / Silver,400 W,None,29.4 L,2,
Cooler Master CM690 II Basic,https://pcpartpicker.com/product/DTh9TW/cooler-master-case-rc692kkn3,https://m.media-amazon.com/images/I/41Z5Ioffk+L.jpg,ATX Mid Tower,Black,None,None,57.4 L,6,
Cooler Master ATCS 840,https://pcpartpicker.com/product/8LTmP6/cooler-master-case-rc840kkn1gp,https://m.media-amazon.com/images/I/4165TtBEjXL.jpg,ATX Full Tower,Black,None,None,88.5 L,6,
Lian Li PC-Q09F,https://pcpartpicker.com/product/x7jG3C/lian-li-case-pcq09fb,https://m.media-amazon.com/images/I/41xnqIMBulL.jpg,Mini ITX Desktop,Black,150 W,None,6.3 L,0,
Lian Li PC-V2120,https://pcpartpicker.com/product/KtTmP6/lian-li-case-pcv2120a,https://m.media-amazon.com/images/I/41TejmKFFFL.jpg,ATX Full Tower,Silver,None,None,93.5 L,10,
Apex DM-317-A,https://pcpartpicker.com/product/4vyFf7/apex-case-dm317a,https://cdna.pcpartpicker.com/static/forever/images/product/6a560790cbfe98e8de85182de57693bd.256p.jpg,MicroATX Slim,Black / Silver,275 W,None,12.9 L,1,
Athenatech A6605BS.450,https://pcpartpicker.com/product/hNh9TW/athenatech-case-a6605bs450,https://m.media-amazon.com/images/I/41bwZnNg9TL.jpg,ATX Mini Tower,Black / Silver,450 W,None,33.3 L,2,
Sunbeam AC9B-T,https://pcpartpicker.com/product/9zckcf/sunbeam-case-ac9bt,https://cdna.pcpartpicker.com/static/forever/images/product/10f3459c2c4e87382c8fecbffd21159c.med.256p.jpg,ATX Mid Tower,Clear,None,None,49.5 L,4,
Cooler Master Elite 335 Upgraded,https://pcpartpicker.com/product/BjFPxr/cooler-master-case-rc335ukkn1,https://m.media-amazon.com/images/I/51jPQkpXvbL.jpg,ATX Mid Tower,Black,None,None,40.5 L,5,
Thermaltake Commander MS/I Snow Edition,https://pcpartpicker.com/product/rP4gXL/thermaltake-case-vn40006w2n,https://m.media-amazon.com/images/I/41BPZMEDRNL.jpg,ATX Mid Tower,White / Black,None,Acrylic,41.9 L,5,
Lian Li PC-Q12,https://pcpartpicker.com/product/nbJwrH/lian-li-case-pcq12b,https://images-na.ssl-images-amazon.com/images/I/31huKOXV8VL.jpg,Mini ITX Tower,Black,300 W,None,6.6 L,0,
Zalman Z11,https://pcpartpicker.com/product/GFV48d/zalman-case-z11,https://cdna.pcpartpicker.com/static/forever/images/product/9eca48be702c932b38d799374a5a869b.256p.jpg,ATX Mid Tower,Black,None,Acrylic,68.0 L,5,
Antec LanBoy Air,https://pcpartpicker.com/product/NDH323/antec-case-lanboyairyellow,https://m.media-amazon.com/images/I/41wWjtB0LrL.jpg,ATX Mid Tower,Black / Yellow,None,None,58.5 L,6,
Silverstone SG09B,https://pcpartpicker.com/product/7XDwrH/silverstone-case-sg09b,https://m.media-amazon.com/images/I/51NBEkpILvL.jpg,MicroATX Mini Tower,Black,None,None,22.8 L,2,
Antec VSK-3000,https://pcpartpicker.com/product/PD9KHx/antec-case-vsk3000,https://m.media-amazon.com/images/I/31lBGJOcMML.jpg,MicroATX Mid Tower,Black,None,None,,2,
