Name,URL,Image,Tracking Method,Connection Type,Maximum DPI,Hand Orientation,Color,Price
Fellowes Penguin Medium,https://pcpartpicker.com/product/3DYLrH/fellowes-penguin-medium-wireless-laser-mouse-9894701,https://cdna.pcpartpicker.com/static/forever/images/product/aa90dfb05f3be27f50a46786f02c7751.256p.jpg,Laser,Wireless,1200,Both,Black / Silver,
Fellowes Penguin Small,https://pcpartpicker.com/product/R3PKHx/fellowes-penguin-small-wired-laser-mouse-9894801,https://cdna.pcpartpicker.com/static/forever/images/product/b58c1fda2efff36fd1ff477873fe9368.256p.jpg,Laser,Wired,1200,Both,Black / Silver,
Microsoft Surface Precision,https://pcpartpicker.com/product/Vp66Mp/microsoft-surface-precision-bluetooth-wireless-optical-mouse-fuh-00001,https://cdna.pcpartpicker.com/static/forever/images/product/25c525f03f5e72c741282bd2a6ff7022.256p.jpg,Optical,Bluetooth Wireless,,Right,Gray,
Microsoft KTF-00001,https://pcpartpicker.com/product/Zp66Mp/microsoft-ktf-00001-bluetooth-wireless-optical-mouse-ktf-00001,https://cdna.pcpartpicker.com/static/forever/images/product/da7901bac1b086fa6d2f1270f85f0a2b.256p.jpg,Optical,Bluetooth Wireless,,Both,Black,
Microsoft L2 Basic,https://pcpartpicker.com/product/CHc48d/microsoft-l2-basic-wired-optical-mouse-p58-00064,https://cdna.pcpartpicker.com/static/forever/images/product/30aac6f8451715d9bddd3da7eef748cd.256p.jpg,Optical,Wired,800,Both,White / Gray,
Evoluent VMCRWG Vertical Mouse C,https://pcpartpicker.com/product/3qtQzy/evoluent-vmcrwg-vertical-mouse-c-wireless-optical-mouse-vmcrwg,https://cdna.pcpartpicker.com/static/forever/images/product/9dee9db98c19ed1a2e5960a406d894d9.256p.jpg,Optical,Wireless,2600,Right,Gold / Black,
Fellowes Penguin Large,https://pcpartpicker.com/product/9xw7YJ/fellowes-penguin-large-wireless-laser-mouse-9894501,https://cdna.pcpartpicker.com/static/forever/images/product/34850c9b85615a9d7c3d78083e43328a.256p.jpg,Laser,Wireless,1200,Both,Black / Silver,
Evoluent VMCRW Vertical Mouse C,https://pcpartpicker.com/product/YPCD4D/evoluent-vmcrw-vertical-mouse-c-wireless-laser-mouse-vmcrw,https://cdna.pcpartpicker.com/static/forever/images/product/a9d1c0381619f4a88c96a6ff42f3ac1e.256p.jpg,Laser,Wireless,,Right,Black / Silver,
Microsoft Surface Mobile,https://pcpartpicker.com/product/sZNv6h/microsoft-surface-mobile-bluetooth-wireless-laser-mouse-kgz-00031,https://cdna.pcpartpicker.com/static/forever/images/product/46a6c3211f42dc9ba17417b21b36580a.256p.jpg,Laser,Bluetooth Wireless,,Both,Black / Silver,
Microsoft Surface Mobile,https://pcpartpicker.com/product/KXDJ7P/microsoft-surface-mobile-bluetooth-wireless-laser-mouse-kgz-00001,https://cdna.pcpartpicker.com/static/forever/images/product/e6a04d11eeaed1cb93ddf4ff5fc894cd.256p.jpg,Laser,Bluetooth Wireless,,Both,Silver,
Microsoft Sculpt Mobile,https://pcpartpicker.com/product/nGKcCJ/microsoft-sculpt-mobile-wireless-laser-mouse-43u-00012,https://cdna.pcpartpicker.com/static/forever/images/product/45b14dc38deb887c8cad1a22255ccd68.256p.jpg,Laser,Wireless,,Both,Black / Blue,
Lenovo 0A34282,https://pcpartpicker.com/product/jybwrH/lenovo-0a34282-wireless-laser-mouse-0a34282,https://cdna.pcpartpicker.com/static/forever/images/product/de4ef381874bc5b52acb0c71c45cfa5a.256p.jpg,Laser,Wireless,1600,Both,Black / Red,
Lenovo 4Y50V81591,https://pcpartpicker.com/product/vM848d/lenovo-4y50v81591-wireless-optical-mouse-4y50v81591,https://cdna.pcpartpicker.com/static/forever/images/product/9bc88959f14694904222c5d696a0a6fd.256p.jpg,Optical,Wireless,2400,Right,Silver / Black,
