Name,URL,Image,Tracking Method,Connection Type,Maximum DPI,Hand Orientation,Color,Price
Logitech MX Master 3,https://pcpartpicker.com/product/XBcRsY/logitech-mx-master-3-wireless-laser-mouse-910-005647,https://cdna.pcpartpicker.com/static/forever/images/product/d3a9b615f187bce607d610088fbbfdfd.256p.jpg,Laser,Wireless,4000,Right,Black / Silver,
Mad Catz R.A.T. Pro X3,https://pcpartpicker.com/product/dwK2FT/mad-catz-rat-pro-x3-wired-optical-mouse-mr05dcinbl01,https://cdna.pcpartpicker.com/static/forever/images/product/91ba92d16bc28a9922090b681ad0d3b0.256p.jpg,Optical,Wired,16000,Right,Black,
Cooler Master MM710 Glossy Black,https://pcpartpicker.com/product/tjGnTW/cooler-master-mm710-glossy-black-wired-optical-mouse-mm-710-kkol2,https://cdna.pcpartpicker.com/static/forever/images/product/586fa682a2be333c55d81a657b68c4cd.256p.jpg,Optical,Wired,16000,Right,Black,24.99
Logitech M170,https://pcpartpicker.com/product/wb3H99/logitech-m170-wirelesswired-optical-mouse-910-004940,https://cdna.pcpartpicker.com/static/forever/images/product/ff17652c888a0859c30b759ac3477a1b.256p.jpg,Optical,"Wired, Wireless",1000,Both,Black,11.99
Razer Pro Click V2 Vertical,https://pcpartpicker.com/product/xYLp99/razer-pro-click-v2-vertical-wirelessbluetoothwired-optical-mouse-rz01-05250100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/f91664a540524f615f195293134e9034.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black,119.99
Logitech PEBBLE 2 M350S,https://pcpartpicker.com/product/NbcgXL/logitech-pebble-2-m350s-wirelesswired-optical-mouse-910-007022,https://cdna.pcpartpicker.com/static/forever/images/product/b489b8e200ddb3d2aa4e8ad69470fbae.256p.jpg,Optical,"Wired, Wireless",1000,Both,White,19.98
EVGA X20,https://pcpartpicker.com/product/JXZ9TW/evga-x20-wiredbluetoothwireless-optical-mouse-903-t1-20bk-kr,https://m.media-amazon.com/images/I/314qtgeYpmL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black / Silver,39.19
Endgame Gear XM2we,https://pcpartpicker.com/product/n3sV3C/endgame-gear-xm2we-wirelesswired-optical-mouse-egg-xm2we-wht,https://cdna.pcpartpicker.com/static/forever/images/product/ae5e526dd13bcfda496ae874641bde77.256p.jpg,Optical,"Wired, Wireless",19000,Right,White,49.99
SteelSeries Prime+,https://pcpartpicker.com/product/XfmmP6/steelseries-prime-wired-optical-mouse-62490,https://cdna.pcpartpicker.com/static/forever/images/product/29ae311850951f79cdf1e06d62f57ca4.256p.jpg,Optical,Wired,18000,Right,Black,24.95
Endgame Gear OP1 8k,https://pcpartpicker.com/product/BzDQzy/endgame-gear-op1-8k-wired-optical-mouse-egg-op1-8k-blk,https://cdna.pcpartpicker.com/static/forever/images/product/e322fd3e6ffd5d49bc5c753206a5348f.256p.jpg,Optical,Wired,26000,Right,Black,
Corsair IRONCLAW RGB FPS/MOBA,https://pcpartpicker.com/product/sxzkcf/corsair-ironclaw-rgb-fpsmoba-wired-optical-mouse-ch-9307011-na,https://cdna.pcpartpicker.com/static/forever/images/product/ba40c3a1b92ccff32a257c46f9151722.256p.jpg,Optical,Wired,18000,Right,Black,49.99
Glorious Model O,https://pcpartpicker.com/product/39snTW/glorious-pc-gaming-race-model-o-wireless-optical-mouse-glo-ms-ow-mw,https://cdna.pcpartpicker.com/static/forever/images/product/4224f428c644018d89a196bc67631462.256p.jpg,Optical,Wireless,19000,Right,White,
Keychron M5,https://pcpartpicker.com/product/cxTFf7/keychron-m5-wiredbluetoothwireless-optical-mouse-m5-a23,https://cdna.pcpartpicker.com/static/forever/images/product/de7baaa937951b222c9ecf207d1e57f3.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black,69.99
Logitech LIFT,https://pcpartpicker.com/product/FX7G3C/logitech-lift-bluetoothwireless-optical-mouse-910-006466,https://cdna.pcpartpicker.com/static/forever/images/product/5a3715db5fb14936db573d000fccb517.256p.jpg,Optical,"Wireless, Bluetooth Wireless",4000,Right,Black,59.99
Corsair M65 RGB ELITE,https://pcpartpicker.com/product/dmzkcf/corsair-m65-rgb-elite-wired-optical-mouse-ch-9309111-na,https://cdna.pcpartpicker.com/static/forever/images/product/5b398a22dedb28c16624f46920fd0c4f.256p.jpg,Optical,Wired,17995,Right,White,
Cherry MC 1000,https://pcpartpicker.com/product/DJwypg/cherry-mc-1000-wired-optical-mouse-jm-0800-2,https://cdna.pcpartpicker.com/static/forever/images/product/03039732785f968e34135a3ac9beee4d.256p.jpg,Optical,Wired,1200,Both,Black,8.94
HP HyperX Pulsefire Haste,https://pcpartpicker.com/product/sz3gXL/hp-hyperx-pulsefire-haste-wireless-optical-mouse-4p5d7aa,https://cdna.pcpartpicker.com/static/forever/images/product/5a0b81f9c97725d59a487e01def162ee.256p.jpg,Optical,Wireless,16000,Right,Black,78.43
Logitech G102 LIGHTSYNC RGB,https://pcpartpicker.com/product/grmNnQ/logitech-g102-lightsync-rgb-wired-optical-mouse-910-005803,https://m.media-amazon.com/images/I/31g3+YjFw9L.jpg,Optical,Wired,8000,Right,White,
Endgame Gear OP1w 4k v2,https://pcpartpicker.com/product/PX7MnQ/endgame-gear-op1w-4k-v2-wirelesswired-optical-mouse-egg-op1w-4k-v2-blk,https://cdna.pcpartpicker.com/static/forever/images/product/71b6f47d2d47f1a86a7624c373525dfa.256p.jpg,Optical,"Wired, Wireless",30000,Right,Black,129.99
Glorious Model D 2 PRO,https://pcpartpicker.com/product/bJRwrH/glorious-model-d-2-pro-wirelesswired-optical-mouse-glo-ms-pdwv2-1k-b,https://cdna.pcpartpicker.com/static/forever/images/product/f3ad2553f3e156d361701f6e32a4accd.256p.jpg,Optical,"Wired, Wireless",26000,Right,Black,69.98
Razer Viper Ultimate,https://pcpartpicker.com/product/ggcG3C/razer-viper-ultimate-wireless-optical-mouse-rz01-03050400-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/950f943f90e8f752068f9be97ecbccc9.256p.jpg,Optical,Wireless,20000,Both,White / Gray,89.99
Logitech MX Ergo S Plus,https://pcpartpicker.com/product/NZ8Pxr/logitech-mx-ergo-s-plus-wirelessbluetoothwired-trackball-910-007247,https://cdna.pcpartpicker.com/static/forever/images/product/82fbd4871f6036fae400cf33f72ed9d2.256p.jpg,Trackball,"Wired, Wireless, Bluetooth Wireless",2048,Right,Black,109.99
NZXT Lift Elite,https://pcpartpicker.com/product/Zt8Pxr/nzxt-lift-elite-wiredwireless-optical-mouse-ms-101nb-01,https://cdna.pcpartpicker.com/static/forever/images/product/9b06142dba6a64e9f24f58be041cb429.256p.jpg,Optical,"Wired, Wireless",26000,Right,Black,38.18
Corsair KATAR PRO,https://pcpartpicker.com/product/PdZzK8/corsair-katar-pro-wireless-optical-mouse-ch-931c011-na,https://cdna.pcpartpicker.com/static/forever/images/product/908eb3748658853e7faea9e895967ad9.256p.jpg,Optical,Wireless,10000,Right,Black,37.99
Logitech MX Anywhere 3S,https://pcpartpicker.com/product/3VP8TW/logitech-mx-anywhere-3s-bluetoothwirelesswired-laser-mouse-910-006925,https://cdna.pcpartpicker.com/static/forever/images/product/c66b5c2a44919cbf5dea2a65cf0135f9.256p.jpg,Laser,"Wired, Wireless, Bluetooth Wireless",8000,Right,Gray,84.99
Logitech M705,https://pcpartpicker.com/product/fGCwrH/logitech-mouse-910001935,https://cdna.pcpartpicker.com/static/forever/images/product/2bec16dfb64902ad0056ecb9404e4f26.256p.jpg,Laser,Wireless,,Right,Black,29.99
Keychron M6 1000Hz,https://pcpartpicker.com/product/r44Pxr/keychron-m6-1000hz-wiredbluetoothwireless-optical-mouse-mskcm6a1,https://cdna.pcpartpicker.com/static/forever/images/product/2ccaba8c1ac64451392240f1ba8f08c6.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,
Razer Basilisk V2,https://pcpartpicker.com/product/ZcgQzy/razer-basilisk-v2-wired-optical-mouse-rz01-03160100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/1841b82340846f04a4fac12d496ca7a7.256p.jpg,Optical,Wired,20000,Right,Black,
Razer Viper Ultimate w/Dock,https://pcpartpicker.com/product/nhbTwP/razer-viper-ultimate-wdock-wireless-optical-mouse-rz01-03050300-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/ae9b1b9c8d6363d03e17b77e51343e45.256p.jpg,Optical,Wireless,20000,Both,Pink,
ROCCAT Kone XP Air,https://pcpartpicker.com/product/yJ7scf/roccat-kone-xp-air-bluetoothwirelesswired-optical-mouse-roc-11-442-01,https://m.media-amazon.com/images/I/31JSI4lH1WL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",19000,Right,Black,
Logitech Signature M650,https://pcpartpicker.com/product/WdkWGX/logitech-signature-m650-bluetoothwirelesswired-optical-mouse-910-006251,https://cdna.pcpartpicker.com/static/forever/images/product/f470a56d900aa202de01830745fa44db.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Pink,26.99
Razer Viper Mini Signature Edition,https://pcpartpicker.com/product/YkkH99/razer-viper-mini-signature-edition-wirelesswired-optical-mouse-rz01-04410300-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/2bc94d323f600999f2ab464e0f42abff.256p.jpg,Optical,"Wired, Wireless",30000,Right,White,
Logitech ERGO M575S,https://pcpartpicker.com/product/BWXMnQ/logitech-ergo-m575s-wirelessbluetooth-trackball-910-007027,https://cdna.pcpartpicker.com/static/forever/images/product/e9190c6cdd0fb59b0432133b6a757b2f.256p.jpg,Trackball,"Wireless, Bluetooth Wireless",2000,Right,Gray / Blue,39.99
Razer DeathAdder V4 Pro,https://pcpartpicker.com/product/sHjv6h/razer-deathadder-v4-pro-wirelesswired-optical-mouse-rz01-05330500-r3u1,/static/forever/img/no-image.png,Optical,"Wired, Wireless",45000,Right,Green,179.99
Razer Orochi V2 Quartz,https://pcpartpicker.com/product/qT8bt6/razer-orochi-v2-quartz-wireless-optical-mouse-rz01-03731200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/5b20a2922ca25c937719786e919d0f61.256p.jpg,Optical,Wireless,18000,Right,Pink / Gray,69.99
Razer Naga Left-Handed Edition,https://pcpartpicker.com/product/hG7G3C/razer-naga-left-handed-edition-wired-optical-mouse-rz01-03410100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/b22b7d7c84585a38fee5baabf48e8979.256p.jpg,Optical,Wired,20000,Left,Black,99.99
Asus P702 ROG GLADIUS II WIRELESS,https://pcpartpicker.com/product/J7C48d/asus-p702-rog-gladius-ii-wireless-wireless-optical-mouse-p702-rog-gladius-ii-wireless,https://m.media-amazon.com/images/I/41fX2CboJTL.jpg,Optical,Wireless,16000,Right,Black / Red,
Apple MB829LL/A,https://pcpartpicker.com/product/6x3RsY/apple-mouse-mb829lla,https://m.media-amazon.com/images/I/31IwX2-E6DL.jpg,Laser,Bluetooth Wireless,,,White,
Redragon M990,https://pcpartpicker.com/product/t2tQzy/redragon-m990-wired-laser-mouse-m990,https://m.media-amazon.com/images/I/41EgZl8NrhL.jpg,Laser,Wired,24000,Right,Black,
Asus ROG Strix Impact III,https://pcpartpicker.com/product/QfQKHx/asus-rog-strix-impact-iii-bluetoothwireless-optical-mouse-90mp03d0-bmaa00,https://cdna.pcpartpicker.com/static/forever/images/product/e4ca66aef41a664f72ef9b2f07d7ef38.256p.jpg,Optical,"Wireless, Bluetooth Wireless",36000,Right,Black,
Logitech G203 Lightsync,https://pcpartpicker.com/product/VCNgXL/logitech-g203-lightsync-wired-optical-mouse-910-005792,https://cdna.pcpartpicker.com/static/forever/images/product/7058b62841039b4aa070b2fb3c0d45bf.256p.jpg,Optical,Wired,8000,Right,Blue,21.99
Logitech G203 Lightsync,https://pcpartpicker.com/product/8XK2FT/logitech-g203-lightsync-wired-optical-mouse-910-005851,https://cdna.pcpartpicker.com/static/forever/images/product/52fd4b095f5e97b3225016ae6a94a08a.256p.jpg,Optical,Wired,8000,Right,Purple,24.30
Logitech M317,https://pcpartpicker.com/product/fsX2FT/logitech-m317-wirelesswired-optical-mouse-910-003416,https://m.media-amazon.com/images/I/41sg+k1wKjL.jpg,Optical,"Wired, Wireless",1000,Both,Black,13.00
Corsair M75 AIR,https://pcpartpicker.com/product/P8XV3C/corsair-m75-air-wirelessbluetoothwired-optical-mouse-ch-931d100-na,https://cdna.pcpartpicker.com/static/forever/images/product/c175cfa38e491b6a305b0129abf1a676.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,49.99
A4Tech Bloody AL90,https://pcpartpicker.com/product/3sX2FT/a4tech-bloody-al90-wired-laser-mouse-al90,https://cdna.pcpartpicker.com/static/forever/images/product/6f6e6d398fe77f78a8bc7cac04da6451.256p.jpg,Laser,Wired,,Right,Black,59.99
SteelSeries Rival 600,https://pcpartpicker.com/product/ZNPKHx/steelseries-rival-600-wired-optical-mouse-62446,https://cdna.pcpartpicker.com/static/forever/images/product/9e7641d8d174058bb47d10db3ba3d062.256p.jpg,Optical,Wired,12000,Right,Black,
A4Tech G9-330H-2,https://pcpartpicker.com/product/xYkD4D/a4tech-mouse-g9330h2,https://cdna.pcpartpicker.com/static/forever/images/product/e5e79a849fc1d58bb0aa55994b06c74f.med.256p.jpg,Optical,Wireless,2000,Both,Black / Silver,10.14
Logitech G403 Prodigy,https://pcpartpicker.com/product/yKhj4D/logitech-g403-prodigy-wired-optical-mouse-910-004796,https://m.media-amazon.com/images/I/31dNVZofv6L.jpg,Optical,Wired,12000,Right,Black,
Asus ROG Keris,https://pcpartpicker.com/product/NTrRsY/asus-rog-keris-wired-optical-mouse-90mp01r0-b0ua00,https://cdna.pcpartpicker.com/static/forever/images/product/1a66e73a0360d854d8f8bab801bcf79d.256p.jpg,Optical,Wired,16000,Right,Black,49.99
Pulsar Xlite v4 Mini,https://pcpartpicker.com/product/77JBD3/pulsar-xlite-v4-mini-wirelesswired-optical-mouse-pxl41qcs,https://cdna.pcpartpicker.com/static/forever/images/product/f54894d1714de33584fb19f776e024b5.256p.jpg,Optical,"Wired, Wireless",32000,Right,White / Red,159.94
Verbatim 99767 Commuter,https://pcpartpicker.com/product/XBMwrH/verbatim-99767-commuter-wireless-optical-mouse-99767,https://cdna.pcpartpicker.com/static/forever/images/product/2d6d53029d6c6237a080c251b5ab34ef.256p.jpg,Optical,Wireless,,Both,Red / Black,11.47
MCHOSE L7 Ultra,https://pcpartpicker.com/product/vckqqs/mchose-l7-ultra-wiredwirelessbluetooth-optical-mouse-mc-l7-6,https://m.media-amazon.com/images/I/21Z4cu34weL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,White,
Corsair M65 RGB ULTRA WIRELESS,https://pcpartpicker.com/product/sMmmP6/corsair-m65-rgb-ultra-wireless-wireless-optical-mouse-ch-9319411-na,https://cdna.pcpartpicker.com/static/forever/images/product/8c2320c4b1f286232ed2e0765180589c.256p.jpg,Optical,Wireless,26000,Right,Black / Silver,
Logitech LIFT,https://pcpartpicker.com/product/CLNxFT/logitech-lift-bluetoothwireless-optical-mouse-910-006469,https://cdna.pcpartpicker.com/static/forever/images/product/d44b9083fbb301d604b29044f41a35af.256p.jpg,Optical,"Wireless, Bluetooth Wireless",4000,Right,White,69.00
Corsair KATAR PRO XT,https://pcpartpicker.com/product/qXPQzy/corsair-katar-pro-xt-wired-optical-mouse-ch-930c111-na,https://cdna.pcpartpicker.com/static/forever/images/product/fd5649e9e2cb9155c9be5f50ec16e077.256p.jpg,Optical,Wired,12400,Right,Black,29.99
Logitech G305 LIGHTSPEED,https://pcpartpicker.com/product/xtMTwP/logitech-g305-lightspeed-wirelesswired-optical-mouse-910-006012,https://cdna.pcpartpicker.com/static/forever/images/product/9a117701f1c74289cebf34b2b6c92e51.256p.jpg,Optical,"Wired, Wireless",12000,Right,Blue / Green,29.99
Logitech M240 Silent,https://pcpartpicker.com/product/bL7scf/logitech-m240-silent-bluetooth-optical-mouse-910-007116,https://cdna.pcpartpicker.com/static/forever/images/product/fba0daca3972a65317e036f64ece865a.256p.jpg,Optical,Bluetooth Wireless,4000,Both,White,11.50
Targus AMU81USZ,https://pcpartpicker.com/product/dLQypg/targus-mouse-amu81usz,https://cdna.pcpartpicker.com/static/forever/images/product/2e5f4a685b4660ac7633faa9489925f3.256p.jpg,Optical,Wired,1000,,Black,11.99
Razer DeathAdder Essential,https://pcpartpicker.com/product/BdgQzy/razer-deathadder-essential-wired-optical-mouse-rz01-02540100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/430bfeab57e003dfb6c1d292339e1df8.256p.jpg,Optical,Wired,6400,Right,Black / Green,
MCHOSE L7 Pro,https://pcpartpicker.com/product/dckqqs/mchose-l7-pro-wiredwirelessbluetooth-optical-mouse-mc-l7-3,https://cdna.pcpartpicker.com/static/forever/images/product/9b9d8793b6e8f2fd23df3c4809c7dfc8.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,
be quiet! Dark Perk Sym,https://pcpartpicker.com/product/TXtkcf/be-quiet-dark-perk-sym-wirelesswired-optical-mouse-bm008,https://m.media-amazon.com/images/I/31-XvbeM+dL.jpg,Optical,"Wired, Wireless",32000,Right,Black,99.90
Razer Basilisk ,https://pcpartpicker.com/product/6c66Mp/razer-basilisk-wired-optical-mouse-rz01-02330200-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/03da614f00a9d868998b3d52374525cd.256p.jpg,Optical,Wired,16000,Right,Pink,
HP HyperX Pulsefire Haste,https://pcpartpicker.com/product/vLYmP6/hp-hyperx-pulsefire-haste-wired-optical-mouse-hmsh1-a-bkg,https://cdna.pcpartpicker.com/static/forever/images/product/bb456bda2ce40282311a67aed1d25790.256p.jpg,Optical,Wired,16000,Right,Black,53.53
Verbatim 99769 Silent Wireless Blue Led,https://pcpartpicker.com/product/Gnx2FT/verbatim-99769-silent-wireless-blue-led-wireless-optical-mouse-99769,https://cdna.pcpartpicker.com/static/forever/images/product/9bb321ea60c69200a92874ecaf77a2f9.256p.jpg,Optical,Wireless,,Both,Black,19.08
Razer DeathAdder V2 Mini,https://pcpartpicker.com/product/4DkWGX/razer-deathadder-v2-mini-wired-optical-mouse-rz01-03340100-r3u1,https://m.media-amazon.com/images/I/21Wr+351lFL.jpg,Optical,Wired,8500,Right,Black,59.90
Logitech Signature M650 L,https://pcpartpicker.com/product/b6wypg/logitech-signature-m650-l-bluetoothwirelesswired-optical-mouse-910-006231,https://cdna.pcpartpicker.com/static/forever/images/product/02bc0c010b2410ed07b9310b96f5168e.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black,32.10
Anker AK-98ANWVM-BA,https://pcpartpicker.com/product/2b8j4D/anker-ak-98anwvm-ba-wired-optical-mouse-ak-98anwvm-ba,https://m.media-amazon.com/images/I/41h3oxMYtPL.jpg,Optical,Wired,1000,Right,Black,16.98
Razer Pro Click V2,https://pcpartpicker.com/product/8KcBD3/razer-pro-click-v2-wirelessbluetoothwired-optical-mouse-rz01-03900100-r3u1,https://m.media-amazon.com/images/I/31Vmvc3i6ZL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black,99.99
Lenovo 06P4069,https://pcpartpicker.com/product/pF2kcf/lenovo-mouse-06p4069,https://cdna.pcpartpicker.com/static/forever/images/product/797e06d21e55c1b43d874ab3a759be0d.256p.jpg,Optical,Wired,400,Both,Black,8.99
Logitech MX Master 3,https://pcpartpicker.com/product/8mkgXL/logitech-mx-master-3-wireless-laser-mouse-910-005692,https://m.media-amazon.com/images/I/414MoBQCnIL.jpg,Laser,Wireless,4000,Right,Silver,
Endgame Gear OP1we,https://pcpartpicker.com/product/9tNYcf/endgame-gear-op1we-wirelesswired-optical-mouse-egg-op1we-wht,https://m.media-amazon.com/images/I/216RwwJBpmL.jpg,Optical,"Wired, Wireless",19000,Right,White,79.00
Redragon Centrophorus M601,https://pcpartpicker.com/product/TdDzK8/redragon-mouse-m601,https://m.media-amazon.com/images/I/31liIyRRPzL.jpg,Optical,Wired,2000,Right,Black / Red,
Logitech G305 LIGHTSPEED,https://pcpartpicker.com/product/cV4Ycf/logitech-g305-lightspeed-wirelesswired-optical-mouse-910-006051,https://m.media-amazon.com/images/I/41nimPscnwL.jpg,Optical,"Wired, Wireless",12000,Right,White / Black,
Logitech G502 Hero K/DA,https://pcpartpicker.com/product/PWpzK8/logitech-g502-hero-kda-wired-optical-mouse-910-006095,https://m.media-amazon.com/images/I/41XhtRT-jVL.jpg,Optical,Wired,25600,Right,White / Blue,
Keychron M7,https://pcpartpicker.com/product/zdKscf/keychron-m7-bluetoothwirelesswired-optical-mouse-m7-a3,https://cdna.pcpartpicker.com/static/forever/images/product/4d5de355321299dd644c75f5465b678b.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,
Logitech G603,https://pcpartpicker.com/product/HgdFf7/logitech-g603-wireless-optical-mouse-910-005099,https://m.media-amazon.com/images/I/31B53qQoZQL.jpg,Optical,Wireless,12000,Right,Black,
Glorious Model D-,https://pcpartpicker.com/product/zdLwrH/glorious-pc-gaming-race-model-d-wired-optical-mouse-glo-ms-dm-mw,https://cdna.pcpartpicker.com/static/forever/images/product/f3efa2d3eb67c1d95cebecef94b29948.256p.jpg,Optical,Wired,12000,Right,White,
Asus ProArt Mouse MD300,https://pcpartpicker.com/product/CPXV3C/asus-proart-mouse-md300-wiredwirelessbluetooth-optical-mouse-90xb04f0-bmu000,https://cdna.pcpartpicker.com/static/forever/images/product/43989fc21b18bdf0af0c32485a21dd0c.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4200,Right,Black,99.99
Pulsar X3 Mini,https://pcpartpicker.com/product/dyXMnQ/pulsar-x3-mini-wirelesswired-optical-mouse-px3r12,https://m.media-amazon.com/images/I/31DBITKKzdL.jpg,Optical,"Wired, Wireless",32000,Right,White,99.95
Logitech M510,https://pcpartpicker.com/product/2GCwrH/logitech-m510-wireless-laser-mouse-910-001822,https://cdna.pcpartpicker.com/static/forever/images/product/8458ad5df5503d34ffac55c9488632af.256p.jpg,Laser,Wireless,1000,Right,Black,80.99
Endgame Gear XM2we,https://pcpartpicker.com/product/fY26Mp/endgame-gear-xm2we-wirelesswired-optical-mouse-egg-xm2we-blk,https://cdna.pcpartpicker.com/static/forever/images/product/0c57706e90cce769004ae95c33ca8851.256p.jpg,Optical,"Wired, Wireless",19000,Right,Black,49.99
Logitech Signature M650,https://pcpartpicker.com/product/tPdG3C/logitech-signature-m650-bluetoothwirelesswired-optical-mouse-910-006250,https://cdna.pcpartpicker.com/static/forever/images/product/4cd2f31470b71592d32a53f311160bc2.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black,33.99
UtechSmart Venus,https://pcpartpicker.com/product/9sYWGX/utechsmart-mouse-venus,https://cdna.pcpartpicker.com/static/forever/images/product/b533fbef352e56ad232c2575c3d3b910.256p.jpg,Laser,Wired,16400,Right,Black,25.16
Logitech G502 SE HERO,https://pcpartpicker.com/product/kqdrxr/logitech-g502-se-hero-wired-optical-mouse-910-005728,https://cdna.pcpartpicker.com/static/forever/images/product/1352f08a307d6d717b48bdaf666e6fb4.256p.jpg,Optical,Wired,25600,Right,Black / Silver,
EVGA X17,https://pcpartpicker.com/product/pTJgXL/evga-x17-wired-optical-mouse-903-w1-17bk-kr,https://cdna.pcpartpicker.com/static/forever/images/product/34de22ab519984ae1b4d722cb575df2c.256p.jpg,Optical,Wired,16000,Right,Black / Gray,64.99
Logitech M190,https://pcpartpicker.com/product/VrsV3C/logitech-m190-wirelesswired-optical-mouse-910-005905,https://cdna.pcpartpicker.com/static/forever/images/product/bc473a9a41e088daa3928066f084ccdb.256p.jpg,Optical,"Wired, Wireless",1000,Both,Black,14.99
Sabrent MS-WRCH,https://pcpartpicker.com/product/Z2cG3C/sabrent-ms-wrch-wireless-optical-mouse-ms-wrch,https://m.media-amazon.com/images/I/41-9MOYG1kL.jpg,Optical,Wireless,1600,Right,Black,9.99
Corsair M75 RGB,https://pcpartpicker.com/product/zLy8TW/corsair-m75-rgb-bluetoothwireless-optical-mouse-ch-931d01f-na,https://cdna.pcpartpicker.com/static/forever/images/product/3ad7c323b4e82dcf97337f275850c589.256p.jpg,Optical,"Wireless, Bluetooth Wireless",26000,Both,White,129.95
Turtle Beach Kone II,https://pcpartpicker.com/product/CzwD4D/turtle-beach-kone-ii-wired-optical-mouse-tbm-1003-15,https://m.media-amazon.com/images/I/31B8UqBFMDL.jpg,Optical,Wired,26000,Right,White,49.99
Endgame Gear OP1 8k v2,https://pcpartpicker.com/product/K77MnQ/endgame-gear-op1-8k-v2-wired-optical-mouse-egg-op1-8k-v2-df,https://cdna.pcpartpicker.com/static/forever/images/product/2ef4a84f1565ed6c4a135a5cf5d801c1.256p.jpg,Optical,Wired,30000,Right,Gray,89.99
Glorious Model I,https://pcpartpicker.com/product/NKYmP6/glorious-pc-gaming-race-model-i-wired-optical-mouse-glo-ms-i-mb,https://cdna.pcpartpicker.com/static/forever/images/product/df80faa0d23b1fe5c177ec8d9c1bd718.256p.jpg,Optical,Wired,19000,Right,Black / Red,
Logitech M220 Silent,https://pcpartpicker.com/product/gJ7scf/logitech-m220-silient-wirelesswired-optical-mouse-910-006127,https://cdna.pcpartpicker.com/static/forever/images/product/f892ff34a274beee4342d91c0a5192bf.256p.jpg,Optical,"Wired, Wireless",1000,Both,Black,9.00
Lamzu Maya X,https://pcpartpicker.com/product/bWzp99/lamzu-maya-x-wiredwireless-optical-mouse-0714855493176,/static/forever/img/no-image.png,Optical,"Wired, Wireless",30000,Right,Black,
HP HyperX Pulsefire Haste 2,https://pcpartpicker.com/product/LrDQzy/hp-hyperx-pulsefire-haste-2-wirelessbluetoothwired-optical-mouse-6n0a9aa,https://cdna.pcpartpicker.com/static/forever/images/product/2f60ac6c37f83755fc8dec64f7c8ace5.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,59.99
Logitech G Pro Shroud,https://pcpartpicker.com/product/rCxRsY/logitech-g-pro-shroud-wirelesswired-optical-mouse-910-005974,https://m.media-amazon.com/images/I/31TwhqipRcS.jpg,Optical,"Wired, Wireless",25600,Both,Black / Blue,77.00
Logitech MX Anywhere 3S,https://pcpartpicker.com/product/ffpQzy/logitech-mx-anywhere-3s-bluetoothwiredwireless-laser-mouse-910-006926,https://cdna.pcpartpicker.com/static/forever/images/product/7b37adba14467334dd6d8475e93163c5.256p.jpg,Laser,"Wired, Wireless, Bluetooth Wireless",8000,Right,White,79.98
Glorious Model O 2,https://pcpartpicker.com/product/kNWJ7P/glorious-model-o-2-wired-optical-mouse-glo-ms-ov2-mw,https://cdna.pcpartpicker.com/static/forever/images/product/b939c712b35adaa92f993dd3a7b8cc08.256p.jpg,Optical,Wired,26000,Right,White,64.98
Logitech G305 LIGHTSPEED,https://pcpartpicker.com/product/j9zhP6/logitech-g305-lightspeed-wirelesswired-optical-mouse-910-006376,https://cdna.pcpartpicker.com/static/forever/images/product/899626fd8e7c4ca29fba3b3178443b61.256p.jpg,Optical,"Wired, Wireless",12000,Right,Teal / Purple,29.99
MCHOSE G7,https://pcpartpicker.com/product/nrG2FT/mchose-g7-wiredwirelessbluetooth-optical-mouse-mc-g7-2,https://cdna.pcpartpicker.com/static/forever/images/product/c49da30146e0a3e195ba91a5c0e85315.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",12000,Right,Black,
