Name,URL,Image,Configuration,Total Wattage,Frequency Response,Color,Price
Kanto YU2GW,https://pcpartpicker.com/product/x2ndnQ/kanto-yu2gw-50w-2ch-speakers-yu2gw,https://cdna.pcpartpicker.com/static/forever/images/product/b58ebd8158546f70ee1ac2076088c44a.256p.jpg,2.0,50 W,80 Hz - 20 kHz,White / Black,
Trust GXT 612 CETIC,https://pcpartpicker.com/product/FPkH99/trust-gxt-612-cetic-10-w-speakers-24970,https://cdna.pcpartpicker.com/static/forever/images/product/bba2fd3f3caa8c61e8df81a94689e1e2.256p.jpg,2.0,10 W,20 Hz - 20 kHz,Black,
Creative Labs Creative Stage V2,https://pcpartpicker.com/product/hND7YJ/creative-labs-creative-stage-v2-80-w-21-channel-speakers-mf8375,https://m.media-amazon.com/images/I/21yyXF0cW4L.jpg,2.1,80 W,55 Hz - 20 kHz,Black,
Edifier MR3,https://pcpartpicker.com/product/thLp99/edifier-mr3-36-w-speakers-mr3-white,/static/forever/img/no-image.png,2.0,36 W,52 Hz - 40 kHz,White,149.99
Yamaha HS7,https://pcpartpicker.com/product/HK4NnQ/yamaha-speakers-hs7,https://m.media-amazon.com/images/I/31uolbTAvsL.jpg,2.0,95 W,43 Hz - 30 kHz,,
Audioengine A2+W,https://pcpartpicker.com/product/GpH48d/audioengine-speakers-a2w,https://cdna.pcpartpicker.com/static/forever/images/product/2a220f3b1c35601516f17edfe4e8c130.256p.jpg,2.0,60 W,65 Hz - 22 kHz,,
Kanto REN,https://pcpartpicker.com/product/cHbypg/kanto-ren-200-w-speakers-renmo,https://m.media-amazon.com/images/I/31Zy2JW1wKL.jpg,2.0,200 W,50 Hz - 22 kHz,Orange,699.99
Trust Gemi,https://pcpartpicker.com/product/Z4FmP6/trust-gemi-12-w-speakers-22948,https://m.media-amazon.com/images/I/617mlnhzMYL.jpg,2.0,12 W,20 Hz - 20 kHz,Black,54.77
Onkyo GX-10DB,https://pcpartpicker.com/product/rXkqqs/onkyo-gx-10db-34-w-speakers-gx10dbwcuu,https://m.media-amazon.com/images/I/31goN4maYmL.jpg,2.0,34 W,20 Hz - 20 kHz,White,226.99
Logitech Z130,https://pcpartpicker.com/product/s8phP6/logitech-speakers-980000417,https://m.media-amazon.com/images/I/41iBt6ZUWJL.jpg,2.0,5 W,140 Hz - 18 kHz,,
Logitech Z-5500,https://pcpartpicker.com/product/JPs8TW/logitech-speakers-z5500,/static/forever/img/no-image.png,5.1,505 W,33 Hz - 20 kHz,,
KEF LSXRED,https://pcpartpicker.com/product/9jFKHx/kef-lsxred-200-w-20-channel-speakers-lsxred,https://m.media-amazon.com/images/I/41vbLPaJKlS.jpg,2.0,200 W,49 Hz - 47 kHz,Red / Black,
ADAM Audio T8V,https://pcpartpicker.com/product/Rv3NnQ/adam-audio-t8v-180-w-speaker-11103410,https://m.media-amazon.com/images/I/31bc0rJb61L.jpg,1.0,180 W,33 Hz - 25 kHz,Black,349.99
NZXT Relay,https://pcpartpicker.com/product/qhjRsY/nzxt-relay-80-w-speakers-ap-spkw2-us,https://m.media-amazon.com/images/I/31J2f4EXfSL.jpg,2.0,80 W,70 Hz - 20 kHz,White / Black,
SteelSeries Arena 7 EU,https://pcpartpicker.com/product/3H88TW/steelseries-arena-7-eu-21-channel-speakers-61543,https://cdna.pcpartpicker.com/static/forever/images/product/73c65a27411b4644b3476c5fd906f9bb.256p.jpg,2.1,,35 Hz - 20 kHz,Black,494.06
Razer Nommo V2,https://pcpartpicker.com/product/djNYcf/razer-nommo-v2-21-channel-speakers-rz05-04750100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/259c5871258d66f076590529c4e9f5c7.256p.jpg,2.1,,40 Hz - 20 kHz,Black,299.99
SteelSeries Arena 7 AU,https://pcpartpicker.com/product/F4BzK8/steelseries-arena-7-au-21-channel-speakers-61544,https://cdna.pcpartpicker.com/static/forever/images/product/4839a54d8db920552b186924b8b464c7.256p.jpg,2.1,,35 Hz - 20 kHz,Black,
Mackie CR3,https://pcpartpicker.com/product/mjp323/mackie-cr3-50-w-speakers-cr3,/static/forever/img/no-image.png,2.0,50 W,80 Hz - 20 kHz,,
PreSonus 3.5BT 2nd Gen,https://pcpartpicker.com/product/gLhv6h/presonus-35bt-2nd-gen-50-w-speakers-eris-35bt,https://m.media-amazon.com/images/I/415FhGd+bWL.jpg,2.0,50 W,80 Hz - 20 kHz,Black,146.99
Micca MB42,https://pcpartpicker.com/product/nrVBD3/micca-speakers-mb42,https://m.media-amazon.com/images/I/41VzGIA31cL.jpg,2.0,150 W,60 Hz - 20 kHz,,79.98
Cyber Acoustics CA-3810,https://pcpartpicker.com/product/KGV2FT/cyber-acoustics-ca-3810-40-w-21-channel-speakers-ca-3810,https://m.media-amazon.com/images/I/41QWuz5v3xL.jpg,2.1,40 W,45 Hz - 20 kHz,Black,79.98
Harman Kardon SoundSticks III,https://pcpartpicker.com/product/Vj6BD3/harman-kardon-speakers-soundsticksiii,https://m.media-amazon.com/images/I/413MyPnCvgL.jpg,2.1,40 W,44 Hz - 20 kHz,,
Audioengine HD3-WHT,https://pcpartpicker.com/product/ggZzK8/audioengine-hd3-wht-60-w-20-channel-speakers-hd3-wht,https://cdna.pcpartpicker.com/static/forever/images/product/4026abe24aa94627d447c16a1ca37952.256p.jpg,2.0,60 W,65 Hz - 22 kHz,White / Black,359.00
Creative Labs SBS E2900,https://pcpartpicker.com/product/GBLFf7/creative-labs-sbs-e2900-60-w-21-channel-speakers-51mf0490aa002,https://cdna.pcpartpicker.com/static/forever/images/product/617dc7753266327088fc3d95962a19aa.256p.jpg,2.1,60 W,50 Hz - 20 kHz,Black,102.98
Razer NOMMO PRO,https://pcpartpicker.com/product/cX66Mp/razer-nommo-pro-0-nw-21ch-speakers-rz05-02470100-r3u1,https://m.media-amazon.com/images/I/41LCGHTgBgL.jpg,2.1,,35 Hz - 20 kHz,Black,
Audioengine A2 (Black),https://pcpartpicker.com/product/hdBv6h/audioengine-speakers-a2b,https://cdna.pcpartpicker.com/static/forever/images/product/86764ffc1fac88a562744da98d5a22f0.med.256p.jpg,2.0,60 W,65 Hz - 22 kHz,,
Edifier S550,https://pcpartpicker.com/product/fYn2FT/edifier-speakers-s550,https://m.media-amazon.com/images/I/41DkiSqXZOL.jpg,5.1,280 W,20 Hz - 20 kHz,,
JBL LSR305,https://pcpartpicker.com/product/b6RFf7/jbl-speakers-lsr305,https://m.media-amazon.com/images/I/51oRGM5MKDL.jpg,2.0,82 W,43 Hz - 24 kHz,,
Logitech X-540,https://pcpartpicker.com/product/nLPzK8/logitech-speakers-9702230403,https://images-na.ssl-images-amazon.com/images/I/41aB2hM0meL.jpg,5.1,70 W,40 Hz - 20 kHz,,
Bose Companion 20,https://pcpartpicker.com/product/pm4gXL/bose-speakers-3295091300,https://m.media-amazon.com/images/I/41dax22MQBL.jpg,2.0,,,,
Micca COVO-S,https://pcpartpicker.com/product/LC648d/micca-covo-s-100w-2ch-speakers-covo-s,https://m.media-amazon.com/images/I/417TKBQqkDL.jpg,2.0,100 W,90 Hz - 20 kHz,,59.99
Micca PB42X,https://pcpartpicker.com/product/qbmmP6/micca-pb42x-30-w-20-channel-speakers-pb42x,https://m.media-amazon.com/images/I/419KoeFI-qL.jpg,2.0,30 W,60 Hz - 20 kHz,Black,129.99
PreSonus Eris E3.5 BT,https://pcpartpicker.com/product/jmfFf7/presonus-eris-e35-bt-50-w-20-channel-speakers-eris-e35-bt,https://cdna.pcpartpicker.com/static/forever/images/product/a9b5bc7e59f26bd33a4bd46c6653a48f.256p.jpg,2.0,50 W,80 Hz - 20 kHz,Black,146.99
Pioneer DM-50D-BT,https://pcpartpicker.com/product/krYRsY/pioneer-dm-50d-bt-50-w-speakers-dm-50d-bt-w,https://m.media-amazon.com/images/I/41-27w4aI3L.jpg,2.0,50 W,60 Hz - 20 kHz,White,
Bose Companion 5,https://pcpartpicker.com/product/vd3RsY/bose-companion-5-0w-21ch-speakers-40326,https://cdna.pcpartpicker.com/static/forever/images/product/59f52b5521668648128bc0b85848e671.256p.jpg,2.1,,,Black / Gray,
Creative Labs Inspire T6300,https://pcpartpicker.com/product/GGyFf7/creative-labs-inspire-t6300-57w-51ch-speakers-51mf4115aa002,https://cdna.pcpartpicker.com/static/forever/images/product/aab75ed8472f1789c810a92a558f7a25.256p.jpg,5.1,57 W,50 Hz - 20 kHz,Black,
Razer Nommo,https://pcpartpicker.com/product/r9848d/razer-nommo-0-nw-20-channel-speakers-rz05-02450100-r3g1,https://cdna.pcpartpicker.com/static/forever/images/product/29a65cf9128af9606596ecd9e6177deb.256p.jpg,2.0,,50 Hz - 20 kHz,Black,
KEF LSXBL,https://pcpartpicker.com/product/FJrYcf/kef-lsxbl-200-w-20-channel-speakers-lsxbl,https://m.media-amazon.com/images/I/41eXJl8ixdL.jpg,2.0,200 W,49 Hz - 47 kHz,Black,
Edifier S880DB,https://pcpartpicker.com/product/DkF48d/edifier-s880db-20-w-2ch-speakers-s880db,https://cdna.pcpartpicker.com/static/forever/images/product/39b25ba68fd9d38893b64682c3aef5ea.256p.jpg,2.0,20 W,55 Hz - 20 kHz,White / Brown,
Logitech Z120,https://pcpartpicker.com/product/Q3p323/logitech-z120-0w-2ch-speakers-980-000513,https://cdna.pcpartpicker.com/static/forever/images/product/cb880412d1ebd54793d416e81dfc3c74.256p.jpg,2.0,,,,
Creative Labs Creative Stage,https://pcpartpicker.com/product/Xtstt6/creative-labs-creative-stage-80-w-21-channel-speakers-mf8360,https://m.media-amazon.com/images/I/31PSdlWfkUL.jpg,2.1,80 W,55 Hz - 20 kHz,Black,
Creative Labs Sound Blaster Katana V2,https://pcpartpicker.com/product/tyNxFT/creative-labs-sound-blaster-katana-v2-126-w-21-channel-speakers-mf8380,https://m.media-amazon.com/images/I/21qVZ0j5ExL.jpg,2.1,126 W,50 Hz - 20 kHz,,
ADAM Audio A7X,https://pcpartpicker.com/product/cGKKHx/adam-audio-a7x-300-w-10-channel-speakers-a7x,https://m.media-amazon.com/images/I/319o6-E8zIL.jpg,1.0,300 W,42 Hz - 50 kHz,Black,
Kanto REN,https://pcpartpicker.com/product/DZjv6h/kanto-ren-200-w-speakers-renmu,https://m.media-amazon.com/images/I/31O6+DaixEL.jpg,2.0,200 W,50 Hz - 22 kHz,Blue,699.99
Edifier G2000,https://pcpartpicker.com/product/zgNscf/edifier-g2000-32-w-speakers-g2000-red,https://cdna.pcpartpicker.com/static/forever/images/product/e2adde16e9b4964b48e71132608a8328.256p.jpg,2.0,32 W,98 Hz - 20 kHz,Red,99.99
PreSonus Eris E4.5,https://pcpartpicker.com/product/pt8H99/presonus-speakers-erise45,https://m.media-amazon.com/images/I/31Nkou7TQ1L.jpg,2.0,50 W,70 Hz - 20 kHz,,
Onkyo GX-10DB,https://pcpartpicker.com/product/ksh2FT/onkyo-gx-10db-34-w-speakers-gx10dbbcuu,https://m.media-amazon.com/images/I/31hxL5WKg0L.jpg,2.0,34 W,20 Hz - 20 kHz,Black,249.00
Logitech THX Z-5300e,https://pcpartpicker.com/product/YDcMnQ/logitech-speakers-9701021403,https://m.media-amazon.com/images/I/41-x0K55ZTL.jpg,5.1,280 W,35 Hz - 20 kHz,,
Altec Lansing VS4621,https://pcpartpicker.com/product/TDtQzy/altec-lansing-vs4621-28-w-21ch-speakers-vs4621,https://m.media-amazon.com/images/I/31SLRGQSc8L.jpg,2.1,28 W,45 Hz - 18 kHz,Black,
KEF LSXWH,https://pcpartpicker.com/product/7rFKHx/kef-lsxwh-200-w-20-channel-speakers-lsxwh,https://m.media-amazon.com/images/I/31IrE79zKbS.jpg,2.0,200 W,49 Hz - 47 kHz,White / Black,
Yamaha Yamaha NX-50 2.0 Speaker System - 14 W RMS - Black,https://pcpartpicker.com/product/vchmP6/yamaha-yamaha-nx-50-20-speaker-system-14-w-rms-black-14-w-20-channel-speakers-nx-50bl,https://cdna.pcpartpicker.com/static/forever/images/product/d4599a543058bf7ca2049ec18293c78b.256p.jpg,2.0,14 W,55 Hz - 20 kHz,Black,
Mackie CR4-XBT,https://pcpartpicker.com/product/YT8bt6/mackie-cr4-xbt-50-w-20-channel-speakers-cr4-xbt,https://cdna.pcpartpicker.com/static/forever/images/product/85d7cf6ca79c5b9785924b20ed661068.256p.jpg,2.0,50 W,60 Hz - 20 kHz,Black / Green,
Creative Labs Pebble X,https://pcpartpicker.com/product/rB3WGX/creative-labs-pebble-x-15-w-speakers-mf1715,/static/forever/img/no-image.png,2.0,15 W,60 Hz - 20 kHz,Black / Copper,94.99
Creative Labs Stage 360,https://pcpartpicker.com/product/sL9wrH/creative-labs-stage-360-180-w-21-channel-speakers-51mf8385aa001,https://cdna.pcpartpicker.com/static/forever/images/product/40f9da4494b0e9d46dc8f1bf302599cb.256p.jpg,2.1,180 W,50 Hz - 20 kHz,Black,
Kanto YU2MG,https://pcpartpicker.com/product/rmvbt6/kanto-yu2mg-50w-2ch-speakers-yu2mg,https://cdna.pcpartpicker.com/static/forever/images/product/6eaf31beaa7841cd6a68c6211f6e01c1.256p.jpg,2.0,50 W,80 Hz - 20 kHz,Silver / Black,299.99
Fluance SX6-BK,https://pcpartpicker.com/product/Tjp323/fluance-speakers-sx6bk,https://m.media-amazon.com/images/I/31+ugHaB6NL.jpg,2.0,100 W,50 Hz - 20 kHz,,
Yamaha HS7 W,https://pcpartpicker.com/product/Xt66Mp/yamaha-hs7-w-95w-1ch-speakers-hs7-w,https://cdna.pcpartpicker.com/static/forever/images/product/7074ae83850ec5f5d5d268665c5f7def.256p.jpg,1.0,95 W,43 Hz - 30 kHz,,349.99
Mackie MR524,https://pcpartpicker.com/product/x2kj4D/mackie-mr524-005w-1ch-speakers-2048400-00,https://cdna.pcpartpicker.com/static/forever/images/product/e083e5345819255edf3c9dd5d8ac643b.256p.jpg,1.0,50 W,45 Hz - 20 kHz,Black,
Creative Labs GigaWorks T20 Series II,https://pcpartpicker.com/product/7p7wrH/creative-labs-speakers-51mf1610aa002,https://m.media-amazon.com/images/I/51bVJ2of43L.jpg,2.0,28 W,50 Hz - 20 kHz,,
Creative Labs Inspire T10,https://pcpartpicker.com/product/FbmLrH/creative-labs-speakers-51mf1601aa000,https://m.media-amazon.com/images/I/51Quvj0qh6L.jpg,2.0,10 W,80 Hz - 20 kHz,,
M-Audio BX5 D2,https://pcpartpicker.com/product/sgvRsY/m-audio-speaker-bx5d2,https://cdna.pcpartpicker.com/static/forever/images/product/5e7e1954d579e874528e197dfaf06202.med.256p.jpg,2.0,140 W,56 Hz - 22 kHz,,499.99
Audioengine A5+N,https://pcpartpicker.com/product/tRkwrH/audioengine-a5n-150-w-speakers-a5n,https://m.media-amazon.com/images/I/41ebMWlkS3L.jpg,2.0,150 W,50 Hz - 22 kHz,,
Mackie MR5mk3,https://pcpartpicker.com/product/8k648d/mackie-speakers-mr5mk3,https://m.media-amazon.com/images/I/419scLYkTvL.jpg,2.0,100 W,57 Hz - 20 kHz,,
Creative Labs A250,https://pcpartpicker.com/product/CL98TW/creative-labs-a250-9w-21ch-speakers-51mf0420aa002,https://cdna.pcpartpicker.com/static/forever/images/product/e4ebd63f487e04a861564f6649b93a92.256p.jpg,2.1,9 W,40 Hz - 20 kHz,,
Creative Labs Sound BlasterX Katana,https://pcpartpicker.com/product/PKmxFT/creative-labs-sound-blasterx-katana-0w-21ch-speakers-51mf8245aa000,https://cdna.pcpartpicker.com/static/forever/images/product/df873d7044f4807a1eaa411b1111c02d.256p.jpg,2.1,,,,
Klipsch Reference R-14PM,https://pcpartpicker.com/product/28vbt6/klipsch-reference-r-14pm-70-w-20-channel-speakers-1064297,https://cdna.pcpartpicker.com/static/forever/images/product/50b0dffcb3f79b78ecf4c919dc06182c.256p.jpg,2.0,70 W,80 Hz - 20 kHz,Black / Brown,
Kanto YU2GB,https://pcpartpicker.com/product/m397YJ/kanto-yu2gb-50w-2ch-speakers-yu2gb,https://cdna.pcpartpicker.com/static/forever/images/product/f9c258687ee713bb14a3bb7b1bd9c50a.256p.jpg,2.0,50 W,80 Hz - 20 kHz,Black,329.99
Audioengine HD3-WAL,https://pcpartpicker.com/product/tG2bt6/audioengine-hd3-wal-60-w-20-channel-speakers-hd3-wal,https://m.media-amazon.com/images/I/4199piYAdUS.jpg,2.0,60 W,65 Hz - 22 kHz,Brown / Black,
Edifier S2000 PRO,https://pcpartpicker.com/product/rpMTwP/edifier-s2000-pro-124-w-20-channel-speakers-s2000pro,https://cdna.pcpartpicker.com/static/forever/images/product/1f1b142faf98d27155df047441351b38.256p.jpg,2.0,124 W,48 Hz - 20 kHz,Brown / Black,
Mackie CR5-XBT,https://pcpartpicker.com/product/hxmmP6/mackie-cr5-xbt-80-w-20-channel-speakers-cr5-xbt,https://cdna.pcpartpicker.com/static/forever/images/product/83d8576404507c89c35e23f7b26c681e.256p.jpg,2.0,80 W,50 Hz - 20 kHz,Green / Black,
Insignia NS-PCS21,https://pcpartpicker.com/product/CTdG3C/insignia-ns-pcs21-8-w-21-channel-speakers-ns-pcs21,/static/forever/img/no-image.png,2.1,8 W,90 Hz - 18 kHz,Black,
Kanto ORA,https://pcpartpicker.com/product/rFTFf7/kanto-ora-100-w-speakers-oramr,/static/forever/img/no-image.png,2.0,100 W,70 Hz - 22 kHz,Red / Black,349.99
Micca MB42X,https://pcpartpicker.com/product/fjp323/micca-speakers-mb42x,https://m.media-amazon.com/images/I/416WIu1IJ5L.jpg,2.0,150 W,60 Hz - 20 kHz,,99.99
Edifier R2750DB,https://pcpartpicker.com/product/QBLp99/edifier-r2750db-136-w-speakers-r2750db,https://cdna.pcpartpicker.com/static/forever/images/product/4e365ddaf3d71161272021ae1e55ceda.256p.jpg,2.0,136 W,45 Hz - 20 kHz,Black,
Kanto REN,https://pcpartpicker.com/product/Cdtkcf/kanto-ren-200-w-speakers-renmg,https://m.media-amazon.com/images/I/21U083rBlgL.jpg,2.0,200 W,50 Hz - 22 kHz,Gray,699.99
Creative Labs Pebble X Plus,https://pcpartpicker.com/product/2MNscf/creative-labs-pebble-x-plus-15-w-21-channel-speakers-mf0495,/static/forever/img/no-image.png,2.1,15 W,45 Hz - 20 kHz,Black / Copper,123.49
Creative Labs Inspire T3130,https://pcpartpicker.com/product/QfXfrH/creative-labs-speakers-51mf0395aa002,https://m.media-amazon.com/images/I/41FkpY7nPQL.jpg,2.1,25 W,40 Hz - 20 kHz,,
Creative Labs Inspire T6160,https://pcpartpicker.com/product/VGphP6/creative-labs-speakers-51mf4105aa002,/static/forever/img/no-image.png,5.1,50 W,40 Hz - 20 kHz,,
Syba CL-SPK20069,https://pcpartpicker.com/product/rmXfrH/syba-speakers-clspk20069,https://m.media-amazon.com/images/I/41hNhTx4UUL.jpg,2.0,3.4 W,280 Hz - 16 kHz,,
Gigabyte GP-S4600,https://pcpartpicker.com/product/fk2kcf/gigabyte-speakers-gps4600,/static/forever/img/no-image.png,2.0,1 W,230 Hz - 20 kHz,,
Genius SP-S110,https://pcpartpicker.com/product/WfXfrH/genius-speaker-31730615100,/static/forever/img/no-image.png,2.0,1 W,200 Hz - 20 kHz,,
Cyber Acoustics CA-2012RB,https://pcpartpicker.com/product/cPw323/cyber-acoustics-speakers-ca2012rb,https://m.media-amazon.com/images/I/517hdRksBAL.jpg,2.0,1.5 W,85 Hz - 18 kHz,,
Cyber Acoustics CA-2014WB,https://pcpartpicker.com/product/ky6BD3/cyber-acoustics-speakers-ca2014wb,https://cdna.pcpartpicker.com/static/forever/images/product/5492a84835d24bd74d6c76d9b08628fa.256p.jpg,2.0,1.5 W,85 Hz - 18 kHz,,
Logitech Z320,https://pcpartpicker.com/product/dFR48d/logitech-speakers-980000329,https://m.media-amazon.com/images/I/41-OSU0yFDL.jpg,2.0,10 W,70 Hz - 20 kHz,,
Genius SW-G2.1,https://pcpartpicker.com/product/b6Gkcf/genius-speakers-31731016101,https://m.media-amazon.com/images/I/41Fba+RiHwL.jpg,2.1,70 W,35 Hz - 20 kHz,,
KRK RP6 G2,https://pcpartpicker.com/product/sPPfrH/krk-speakers-rp6g2,https://cdna.pcpartpicker.com/static/forever/images/product/4e5831f9ee63b2fc3c2490ebbe272ed3.med.256p.jpg,2.0,100 W,48 Hz - 20 kHz,,
KRK VXT 8,https://pcpartpicker.com/product/vvPfrH/krk-speakers-vxt8,https://cdna.pcpartpicker.com/static/forever/images/product/8d95af617ccd332bb8584c8cd90c24fc.med.256p.jpg,2.0,360 W,37 Hz - 22 kHz,,
Mackie MR8mk3,https://pcpartpicker.com/product/kn7CmG/mackie-speakers-mr8mk3,https://m.media-amazon.com/images/I/41jKoqBFOeL.jpg,2.0,170 W,38 Hz - 20 kHz,,
Insignia NS-PCS20,https://pcpartpicker.com/product/Ktp323/insignia-speakers-nspcs20,https://m.media-amazon.com/images/I/317B8V5l8CL.jpg,2.0,,,,
Logitech X-230,https://pcpartpicker.com/product/6hkwrH/logitech-speakers-x230,/static/forever/img/no-image.png,2.1,32 W,40 Hz - 20 kHz,,
Audioengine A2+R,https://pcpartpicker.com/product/MzfmP6/audioengine-speakers-a2r,https://cdna.pcpartpicker.com/static/forever/images/product/4857bdf3964ba44eacab9897717bd5ed.256p.jpg,2.0,60 W,65 Hz - 22 kHz,,
Logitech X-530,https://pcpartpicker.com/product/m898TW/logitech-x-530-701w-51ch-speakers-x-530,/static/forever/img/no-image.png,5.1,70.1 W,40 Hz - 20 kHz,,
Altec Lansing BX1520,https://pcpartpicker.com/product/GmyFf7/altec-lansing-bx1520-6w-2ch-speakers-bx1520,https://images-na.ssl-images-amazon.com/images/I/41Qg7iVGaPL.jpg,2.0,6 W,,,
Logitech Z337 w/BlueTooth,https://pcpartpicker.com/product/Cqx9TW/logitech-z337-wbluetooth-40w-21ch-speakers-980-001260,https://cdna.pcpartpicker.com/static/forever/images/product/ebf818e8ce22011d6299172337454c28.256p.jpg,2.1,40 W,,,
Kanto YU2Bamboo,https://pcpartpicker.com/product/VDF48d/kanto-yu2bamboo-50w-2ch-speakers-yu2bamboo,https://cdna.pcpartpicker.com/static/forever/images/product/bcbd1c56332509b785b1a1fe9345bd92.256p.jpg,2.0,50 W,80 Hz - 20 kHz,Brown / Black,
Kanto YU2GT,https://pcpartpicker.com/product/8jCD4D/kanto-yu2gt-50w-2ch-speakers-yu2gt,https://cdna.pcpartpicker.com/static/forever/images/product/f810262e25e3f95ba11df15c89a81845.256p.jpg,2.0,50 W,80 Hz - 20 kHz,Blue / Black,
Edifier S1000DB,https://pcpartpicker.com/product/kqQfrH/edifier-s1000db-120-w-20-channel-speakers-s1000db,https://cdna.pcpartpicker.com/static/forever/images/product/54a89d0242d525e16e1b0e10d6119dee.256p.jpg,2.0,120 W,48 Hz - 20 kHz,Brown / Black,
SteelSeries Arena 3 EU,https://pcpartpicker.com/product/qbCZxr/steelseries-arena-3-eu-speakers-61536,https://cdna.pcpartpicker.com/static/forever/images/product/ab2228c407e470f526c46c5710931f53.256p.jpg,2.0,,50 Hz - 20 kHz,Black,232.18
Kanto ORA,https://pcpartpicker.com/product/kMpD4D/kanto-ora-100-w-speakers-oraml,https://m.media-amazon.com/images/I/31UOfaVBh4L.jpg,2.0,100 W,70 Hz - 22 kHz,Purple / Black,349.99
Mackie MR824,https://pcpartpicker.com/product/rmL48d/mackie-mr824-0085w-1ch-speakers-2048440-00,https://cdna.pcpartpicker.com/static/forever/images/product/9969034735e952a5a8e0fcb1617f12de.256p.jpg,1.0,85 W,35 Hz - 20 kHz,Black,299.99
SteelSeries Arena 7 UK,https://pcpartpicker.com/product/97pQzy/steelseries-arena-7-uk-21-channel-speakers-61542,https://m.media-amazon.com/images/I/31ADltRUUUL.jpg,2.1,,35 Hz - 20 kHz,Black,
Vanatoo Transparent Zero Plus,https://pcpartpicker.com/product/cnyH99/vanatoo-transparent-zero-plus-96-w-speakers-t0pb,https://m.media-amazon.com/images/I/419xynq7iNL.jpg,2.0,96 W,52 Hz - 20 kHz,Black,499.99
Creative Labs T12,https://pcpartpicker.com/product/x2vRsY/creative-labs-speakers-51mf1650aa002,https://cdna.pcpartpicker.com/static/forever/images/product/55533f0d0fbe903520f4789cd7cf4767.256p.jpg,2.0,18 W,20 Hz - 20 kHz,,
Logitech X-140,https://pcpartpicker.com/product/Jk2kcf/logitech-speakers-9702640403,https://m.media-amazon.com/images/I/515yHJDRE9L.jpg,2.0,4 W,80 Hz - 18 kHz,,
Genius 31730027102,https://pcpartpicker.com/product/8bmLrH/genius-speakers-31730027102,https://images-na.ssl-images-amazon.com/images/I/41IrmVLZ2yL.jpg,2.0,30 W,50 Hz - 20 kHz,,
Gigabyte GP-S2000,https://pcpartpicker.com/product/nGphP6/gigabyte-speakers-gps2000,https://cdna.pcpartpicker.com/static/forever/images/product/af2d9f34c6b7c787a7b7da3c0c3a630a.med.256p.jpg,2.0,4 W,100 Hz - 20 kHz,,
Gear Head SP2000URED,https://pcpartpicker.com/product/Zr4gXL/gear-head-speakers-sp2000ured,https://m.media-amazon.com/images/I/31IlUGxmrUL.jpg,2.0,3 W,200 Hz - 20 kHz,,
Creative Labs Inspire S2,https://pcpartpicker.com/product/92vRsY/creative-labs-speakers-51mf0390aa003,https://m.media-amazon.com/images/I/41Go3AJ57VL.jpg,2.1,33 W,40 Hz - 20 kHz,,
Cyber Acoustics CA-2002,https://pcpartpicker.com/product/yRrG3C/cyber-acoustics-speakers-ca2002,https://m.media-amazon.com/images/I/41Hq4pRdr4L.jpg,2.0,6 W,270 Hz - 18 kHz,,
Cyber Acoustics CA-2100WB,https://pcpartpicker.com/product/Xp7wrH/cyber-acoustics-speakers-ca2100wb,https://m.media-amazon.com/images/I/41onCeHv3gL.jpg,2.0,5.8 W,35 Hz - 18 kHz,,
Logitech LS11,https://pcpartpicker.com/product/PYvRsY/logitech-speakers-980000048,https://m.media-amazon.com/images/I/41vc7qHPDIL.jpg,2.0,3 W,70 Hz - 20 kHz,,
Logitech Z523,https://pcpartpicker.com/product/4GphP6/logitech-speakers-980000319,https://m.media-amazon.com/images/I/41xaE1iJ7tL.jpg,2.1,40 W,48 Hz - 20 kHz,,
M-Audio Studiophile AV40,https://pcpartpicker.com/product/c7tCmG/m-audio-speaker-av40,/static/forever/img/no-image.png,2.0,40 W,85 Hz - 20 kHz,,
Harman Kardon SoundSticks Wireless,https://pcpartpicker.com/product/bnPfrH/harman-kardon-speakers-soundstickswireless,https://cdna.pcpartpicker.com/static/forever/images/product/074d3708e3fcb68714d98e306e6eedb9.256p.jpg,2.1,40 W,44 Hz - 20 kHz,,
Harman Kardon GLA-55,https://pcpartpicker.com/product/WnPfrH/harman-kardon-speakers-gla55,/static/forever/img/no-image.png,2.0,112 W,35 Hz - 20 kHz,,
Audioengine A5,https://pcpartpicker.com/product/GtMFf7/audioengine-speakers-a5,/static/forever/img/no-image.png,2.0,100 W,50 Hz - 22 kHz,,
KRK RP8 G2,https://pcpartpicker.com/product/yZh9TW/krk-speakers-rp8g2,https://m.media-amazon.com/images/I/31fECzW7YvL.jpg,2.0,140 W,44 Hz - 20 kHz,,
Lenovo M1730,https://pcpartpicker.com/product/JvTmP6/lenovo-speakers-0b99246,/static/forever/img/no-image.png,2.1,12 W,20 Hz - 20 kHz,,
M-Audio AV42,https://pcpartpicker.com/product/2L2rxr/m-audio-speakers-av42,https://m.media-amazon.com/images/I/41zMAOwuGqL.jpg,2.0,40 W,75 Hz - 20 kHz,,200.00
Logitech Z-2300,https://pcpartpicker.com/product/6y4NnQ/logitech-speakers-z2300,/static/forever/img/no-image.png,2.1,200 W,,,
Logitech Z150,https://pcpartpicker.com/product/pk4gXL/logitech-speakers-980000803,/static/forever/img/no-image.png,2.0,,,,
