Name,URL,Image,Type,Frequency Response,Microphone,Wireless,Enclosure Type,Color,Price
ROCCAT Kave XTD Stereo,https://pcpartpicker.com/product/pfrcCJ/roccat-headphones-roc14610,https://cdna.pcpartpicker.com/static/forever/images/product/5697f4b3a1d3bbcec97a201d4a7174e5.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
ROCCAT Kave XTD Stereo Camo Charge,https://pcpartpicker.com/product/qTwqqs/roccat-headphones-roc14611,https://images-na.ssl-images-amazon.com/images/I/41rLM47DxwL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Camo,
ROCCAT Kave XTD Stereo Naval Storm,https://pcpartpicker.com/product/Mj4NnQ/roccat-headphones-roc14612,https://m.media-amazon.com/images/I/41iNRpaar4L.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,
ROCCAT Kave XTD Stereo Desert Strike,https://pcpartpicker.com/product/QXs8TW/roccat-headphones-roc14613,https://m.media-amazon.com/images/I/51sEg+5tEPL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Green,
ROCCAT Kulo,https://pcpartpicker.com/product/HBDzK8/roccat-headphones-roc14702dup,/static/forever/img/no-image.png,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Sennheiser CX 686G,https://pcpartpicker.com/product/J6hj4D/sennheiser-headphones-cx686g,https://cdna.pcpartpicker.com/static/forever/images/product/759400b85b31d0db6530093125590d21.256p.jpg,Earbud,18 Hz - 20 kHz,No,No,Closed,Green,
Sennheiser M2 AEG Ivory,https://pcpartpicker.com/product/s998TW/sennheiser-headphones-m2aegivory,https://m.media-amazon.com/images/I/41evuKI2uUL.jpg,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Black / White,
Sennheiser M2 OEG Ivory,https://pcpartpicker.com/product/HdCrxr/sennheiser-headphones-m2oegivory,https://m.media-amazon.com/images/I/31z5b7XYR6L.jpg,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Black / White,
Sennheiser OCX 686G,https://pcpartpicker.com/product/CGX2FT/sennheiser-headphones-ocx686g,https://m.media-amazon.com/images/I/31eMR6G2JSL.jpg,Earbud,18 Hz - 20 kHz,No,No,Closed,Green,
Sennheiser PMX 686G,https://pcpartpicker.com/product/hVnG3C/sennheiser-headphones-pmx686g,https://m.media-amazon.com/images/I/31qCYFWj1KL.jpg,Earbud,18 Hz - 20 kHz,No,No,Closed,Green,
Sennheiser RS 165,https://pcpartpicker.com/product/cJx9TW/sennheiser-headphones-rs165,https://m.media-amazon.com/images/I/419OSQT0H9L.jpg,Circumaural,18 Hz - 21 kHz,No,Yes,Closed,Black / Silver,
Skullcandy S5URDY-003,https://pcpartpicker.com/product/Q8W9TW/skullcandy-headphones-s5urdy003,https://cdna.pcpartpicker.com/static/forever/images/product/f086d546d2b732e9bf64a787c4394248.256p.jpg,Supra-aural,,No,No,Closed,Black,
SteelSeries Siberia Elite,https://pcpartpicker.com/product/V7YWGX/steelseries-headphones-51127,https://images-na.ssl-images-amazon.com/images/I/41NMjyHyGhL.jpg,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black,
SteelSeries Elite World of Warcraft,https://pcpartpicker.com/product/xPx9TW/steelseries-headphones-51154,https://m.media-amazon.com/images/I/51pyyGTTDfL.jpg,Circumaural,,Yes,No,Closed,Black / Silver,
SteelSeries Sims 4,https://pcpartpicker.com/product/348H99/steelseries-headphones-51161,https://m.media-amazon.com/images/I/31uOw2ZLbJL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,White,
SteelSeries Elite Prism,https://pcpartpicker.com/product/79Trxr/steelseries-headphones-51190,https://m.media-amazon.com/images/I/51ZoqSTzgPL.jpg,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black / White,
SteelSeries Elite Prism,https://pcpartpicker.com/product/mJ7CmG/steelseries-headphones-51191,https://m.media-amazon.com/images/I/411joRG1uRL.jpg,Circumaural,16 Hz - 28 kHz,Yes,No,Closed,Black,
SteelSeries v3,https://pcpartpicker.com/product/8CmxFT/steelseries-headphones-51201,https://m.media-amazon.com/images/I/41xXRZHfslL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,159.99
SteelSeries Siberia v3,https://pcpartpicker.com/product/VgX2FT/steelseries-headphones-61356,https://images-na.ssl-images-amazon.com/images/I/41zD7f-9xiL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / White,
SteelSeries Siberia v3,https://pcpartpicker.com/product/kmPzK8/steelseries-headphones-61357,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
SteelSeries Siberia RAW,https://pcpartpicker.com/product/9v648d/steelseries-headphones-61410,https://m.media-amazon.com/images/I/31hlsiYRXCL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,
Syba CL-AUD63089,https://pcpartpicker.com/product/Htckcf/syba-cl-aud63089-headset-cl-aud63089,https://m.media-amazon.com/images/I/31z6WFmIxzL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White / Black,26.04
Syba SHELL210,https://pcpartpicker.com/product/LHx9TW/syba-headphones-oblancshell210,https://cdna.pcpartpicker.com/static/forever/images/product/a9429fc937bcacb61bd47b9c0d53c8a9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Syba BT210,https://pcpartpicker.com/product/ZbvZxr/syba-headphones-ogaud23050,/static/forever/img/no-image.png,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
Syba SHELL210,https://pcpartpicker.com/product/GNGj4D/syba-headphones-ogaud63056,https://m.media-amazon.com/images/I/41mUiw+zyoL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,
Syba PC210-I,https://pcpartpicker.com/product/TkL7YJ/syba-headphones-ogaud63090,https://m.media-amazon.com/images/I/51jNIhrilUL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
TekNmotion Yapster Plus,https://pcpartpicker.com/product/YH98TW/teknmotion-headphones-tmyb100p,https://m.media-amazon.com/images/I/41Xdda6gxXL.jpg,Circumaural,,Yes,No,Closed,Black,
TekNmotion Yapster Plus,https://pcpartpicker.com/product/p8Trxr/teknmotion-headphones-tmyw100p,https://m.media-amazon.com/images/I/41U56ppwhjL.jpg,Circumaural,,Yes,No,Closed,White,
Thermaltake DRACCO Funky Pink,https://pcpartpicker.com/product/qP648d/thermaltake-headphones-htdra007oepk,https://m.media-amazon.com/images/I/41DbTv4sFLL.jpg,Circumaural,,No,No,Closed,Black / Pink,
Thermaltake Level 10 M,https://pcpartpicker.com/product/mWGj4D/thermaltake-headphones-htltm010ecbl,https://cdna.pcpartpicker.com/static/forever/images/product/a76f630929f51c5255aae1e09fcd6da5.256p.jpg,Circumaural,10 Hz - 22 kHz,Yes,No,Closed,Black / Red,54.98
Thermaltake Level 10 M,https://pcpartpicker.com/product/7Zx9TW/thermaltake-headphones-htltm010ecwh,https://m.media-amazon.com/images/I/41lo9fGZ2tL.jpg,Circumaural,10 Hz - 22 kHz,Yes,No,Closed,Black / Red,49.99
Thermaltake SHOCK,https://pcpartpicker.com/product/FxFXsY/thermaltake-headphones-htshk002ecbl,https://m.media-amazon.com/images/I/41SpFwhtheL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Thermaltake SHOCK,https://pcpartpicker.com/product/KkcMnQ/thermaltake-headphones-htshk002ecbu,https://m.media-amazon.com/images/I/41fZJMIbOOL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
Thermaltake SHOCK,https://pcpartpicker.com/product/qWGj4D/thermaltake-headphones-htshk002ecor,https://images-na.ssl-images-amazon.com/images/I/41P6WztUUxL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,
Thermaltake SHOCK,https://pcpartpicker.com/product/9FfmP6/thermaltake-headphones-htshk002ecwh,https://m.media-amazon.com/images/I/41RsABq-FwL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,
Thermaltake SHOCK SPIN,https://pcpartpicker.com/product/dvKhP6/thermaltake-headphones-htsks004ecbl,https://images-na.ssl-images-amazon.com/images/I/41C-BCqDT2L.jpg,Circumaural,15 Hz - 20 kHz,Yes,No,Closed,Black,
Thermaltake SHOCK SPIN,https://pcpartpicker.com/product/P998TW/thermaltake-headphones-htsks004ecre,https://m.media-amazon.com/images/I/41XV-4yIlHL.jpg,Circumaural,15 Hz - 20 kHz,Yes,No,Closed,Black / Red,
Thermaltake SHOCK SPIN,https://pcpartpicker.com/product/JTWrxr/thermaltake-headphones-htsks004ecwh,https://m.media-amazon.com/images/I/41BdE74fuDL.jpg,Circumaural,15 Hz - 20 kHz,Yes,No,Closed,Black / White,
Thermaltake SYBARIS,https://pcpartpicker.com/product/VCmxFT/thermaltake-headphones-htsybanecbk11,https://m.media-amazon.com/images/I/41heT2087cL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
Thermaltake VERTO,https://pcpartpicker.com/product/PWGj4D/thermaltake-headphones-htvtoanecbk12,https://m.media-amazon.com/images/I/41yCmlR-xDL.jpg,Circumaural,10 Hz - 22 kHz,Yes,No,Closed,Black / Red,
Turtle Beach DP11,https://pcpartpicker.com/product/jp98TW/turtle-beach-headphones-731855021406,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black / Red,
Turtle Beach Titanfall Ear Force Atlas,https://pcpartpicker.com/product/pG38TW/turtle-beach-headphones-731855042203,https://cdna.pcpartpicker.com/static/forever/images/product/622497a39155a3a815c634128be73b05.256p.jpg,Circumaural,,Yes,No,Closed,Black / White,
Turtle Beach EarForce Z2,https://pcpartpicker.com/product/k6M323/turtle-beach-headphones-tbs205201,https://m.media-amazon.com/images/I/417bfac6wEL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Turtle Beach Z11,https://pcpartpicker.com/product/zNnG3C/turtle-beach-z11-headset-tbs-2145-011,https://m.media-amazon.com/images/I/41quNLZZFHL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Turtle Beach Ear Force XP Seven,https://pcpartpicker.com/product/KdnG3C/turtle-beach-headphones-tbs221001,https://images-na.ssl-images-amazon.com/images/I/41Xvz8JS05L.jpg,Circumaural,,Yes,No,Closed,Black / White,
Turtle Beach Ear Force PX3,https://pcpartpicker.com/product/QZx9TW/turtle-beach-headphones-tbs224001,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black / Silver,
Turtle Beach X12,https://pcpartpicker.com/product/gwrcCJ/turtle-beach-headphones-tbs225501,https://m.media-amazon.com/images/I/41JKED3OU4L.jpg,Circumaural,,Yes,No,Closed,Black / Green,
Turtle Beach PX22,https://pcpartpicker.com/product/q48H99/turtle-beach-headphones-tbs323001,https://images-na.ssl-images-amazon.com/images/I/41-I9bAYnOL.jpg,Circumaural,,Yes,No,Closed,Black / Blue,
Turtle Beach P4C,https://pcpartpicker.com/product/tgX2FT/turtle-beach-headphones-tbs324501,https://images-na.ssl-images-amazon.com/images/I/41BVpkeRYqL.jpg,Circumaural,,Yes,No,Closed,Black / Blue,
Turtle Beach Star Wars,https://pcpartpicker.com/product/Ryp323/turtle-beach-headphones-tbs403501,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black / Red,
Turtle Beach TBS-4256-01,https://pcpartpicker.com/product/Wyp323/turtle-beach-headphones-tbs425601,https://m.media-amazon.com/images/I/51cx0DMHi0L.jpg,Circumaural,,Yes,No,Closed,Black / Blue,
Turtle Beach Recon 320,https://pcpartpicker.com/product/KNnG3C/turtle-beach-headphones-tbs603501,https://cdna.pcpartpicker.com/static/forever/images/product/aa6b9fdd2ecbcc5ae9b5a7980224da8c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
V7 HS2000-35-BLK-9NC,https://pcpartpicker.com/product/H8h9TW/v7-headphones-hs200035blk9nc,https://m.media-amazon.com/images/I/41qMzSx8sjL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black,
V7 HS2000-35-WHT-9NC,https://pcpartpicker.com/product/XYphP6/v7-headphones-hs200035wht9nc,https://m.media-amazon.com/images/I/41p+481aUeL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,
V7 HS6000-BT-BLK-9NC,https://pcpartpicker.com/product/2bNp99/v7-headphones-hs6000btblk9nc,https://m.media-amazon.com/images/I/31r9+-7AAEL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Silver,
V7 HS6000-BT-WHT-9NC,https://pcpartpicker.com/product/Z9h9TW/v7-headphones-hs6000btwht9nc,https://m.media-amazon.com/images/I/41Awk8BGxaL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,White,
Zalman ZM-HPS10BT,https://pcpartpicker.com/product/tp98TW/zalman-headphones-hps10btblack,https://cdna.pcpartpicker.com/static/forever/images/product/baa8e346529ff248ca87e20a567aa599.256p.jpg,Supra-aural,100 Hz - 20 kHz,Yes,No,Closed,Black,
Zalman HPS200,https://pcpartpicker.com/product/MYcMnQ/zalman-headphones-hps200,https://m.media-amazon.com/images/I/41S1crumOGL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Klipsch Image X5,https://pcpartpicker.com/product/FQ7CmG/klipsch-headphones-imagex5,https://cdna.pcpartpicker.com/static/forever/images/product/fd407ed88f2669ed44b8ccd7d7e59ee4.256p.jpg,Earbud,10 Hz - 19 kHz,No,No,Closed,Black / Silver,
Klipsch R6i White,https://pcpartpicker.com/product/R238TW/klipsch-headphones-r6iwhite,https://m.media-amazon.com/images/I/31Aec8afrZL.jpg,In Ear,,No,No,Closed,White,
Klipsch R6m,https://pcpartpicker.com/product/9bvZxr/klipsch-headphones-r6m,https://images-na.ssl-images-amazon.com/images/I/31iQcZ%2BdhEL.jpg,In Ear,,Yes,No,Closed,Black,
Klipsch R6 White,https://pcpartpicker.com/product/3hM323/klipsch-headphones-r6white,https://m.media-amazon.com/images/I/31WdeXpOncL.jpg,In Ear,,No,No,Closed,White,
Sennheiser CX 3.00 White,https://pcpartpicker.com/product/hhM323/sennheiser-headphones-cx300white,https://m.media-amazon.com/images/I/41oWhGRZrTL.jpg,Earbud,,No,No,Closed,White,
Sennheiser CX 5.00G White,https://pcpartpicker.com/product/VMp323/sennheiser-headphones-cx500gwhite,https://m.media-amazon.com/images/I/31LdxNQKNpS.jpg,In Ear,,Yes,No,Closed,White,
Sennheiser M2 AEG Black,https://pcpartpicker.com/product/vpgPxr/sennheiser-headphones-m2aegblack,https://m.media-amazon.com/images/I/414RmfAw+pL.jpg,Circumaural,16 Hz - 22 kHz,Yes,No,Closed,Black / Silver,
Sennheiser M2 OEG Black,https://pcpartpicker.com/product/dK8H99/sennheiser-headphones-m2oegblack,/static/forever/img/no-image.png,Supra-aural,16 Hz - 22 kHz,Yes,No,Closed,Black / Silver,
Bose 625946-0010,https://pcpartpicker.com/product/smyFf7/bose-headphones-6259460010,https://cdna.pcpartpicker.com/static/forever/images/product/5ba55af1e829a5badfb3ce59496be68e.256p.jpg,In Ear,,Yes,No,Closed,Blue / White,
Bose 625946-0020,https://pcpartpicker.com/product/RgDwrH/bose-headphones-6259460020,https://cdna.pcpartpicker.com/static/forever/images/product/4cb76a1b2b4fd12342d877d4246295a4.256p.jpg,In Ear,,Yes,No,Closed,Green,
Bose 625946-0010,https://pcpartpicker.com/product/MH98TW/bose-headphones-freestyleebblue,/static/forever/img/no-image.png,In Ear,,Yes,No,Closed,Blue / White,
Rosewill E-210-VL,https://pcpartpicker.com/product/YPtCmG/rosewill-headphones-e210vl,/static/forever/img/no-image.png,Earbud,10 Hz - 22 kHz,Yes,No,Closed,Silver,
Rosewill E-210-WH,https://pcpartpicker.com/product/HVrG3C/rosewill-headphones-e210wh,/static/forever/img/no-image.png,Earbud,10 Hz - 22 kHz,Yes,No,Closed,White,
Rosewill E-340,https://pcpartpicker.com/product/7h4gXL/rosewill-headphones-e340,https://m.media-amazon.com/images/I/31kLKAlObOL.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Black,
Rosewill E-360-BKR,https://pcpartpicker.com/product/2mPzK8/rosewill-headphones-e360bkr,https://images-na.ssl-images-amazon.com/images/I/31Jth0eoZpL.jpg,Earbud,10 Hz - 22 kHz,No,No,Closed,Black / Red,
Rosewill E-360-BLE,https://pcpartpicker.com/product/k9Trxr/rosewill-headphones-e360ble,https://images-na.ssl-images-amazon.com/images/I/31hijrt6ShL.jpg,Earbud,10 Hz - 22 kHz,No,No,Closed,Blue,
Rosewill E-550,https://pcpartpicker.com/product/LDDwrH/rosewill-headphones-e550,https://m.media-amazon.com/images/I/31dPlPaBk8L.jpg,In Ear,12 Hz - 22 kHz,No,No,Closed,Gunmetal,
Rosewill E-860,https://pcpartpicker.com/product/YPjG3C/rosewill-headphones-e860,https://m.media-amazon.com/images/I/41L9RP+VjVL.jpg,Earbud,12 Hz - 22 kHz,No,No,Closed,Black / Silver,
PDP AFTERGLOW PRISMATIC,https://pcpartpicker.com/product/QFTrxr/pdp-headphones-pl9930bp,/static/forever/img/no-image.png,Circumaural,,Yes,Yes,Closed,Black,
Audio-Technica ATH-PDG1,https://pcpartpicker.com/product/rD2rxr/audio-technica-headphones-athpdg1,https://cdna.pcpartpicker.com/static/forever/images/product/92b1e62ca4b4f2bf3229ea5afc7e018c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Black / Red,
JayBird BlueBuds X Sport,https://pcpartpicker.com/product/ZsZ2FT/jaybird-headphones-bbx1mb,https://cdna.pcpartpicker.com/static/forever/images/product/56751435cc3ca19d13d8673eb47ee006.256p.jpg,In Ear,20 Hz - 20 kHz,No,Yes,Closed,Black / Silver,
Corsair VOID Stereo,https://pcpartpicker.com/product/zwhj4D/corsair-headphones-ca9011131na,https://cdna.pcpartpicker.com/static/forever/images/product/98a2d50ebcdf2838e173978ec95ab378.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Corsair VOID,https://pcpartpicker.com/product/TTCrxr/corsair-headphones-ca9011132na,https://cdna.pcpartpicker.com/static/forever/images/product/e0d3075e402b8698498070ef9cbf1704.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,
Corsair VOID Special Edition Yellowjacket,https://pcpartpicker.com/product/4L2rxr/corsair-headphones-ca9011135na,https://cdna.pcpartpicker.com/static/forever/images/product/370a8825061a30333639ebb4f9810361.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Yellow,
Astro A38,https://pcpartpicker.com/product/sFGj4D/astro-headphones-3ah38hbw9y100,https://m.media-amazon.com/images/I/511ayLgGhlL.jpg,Supra-aural,15 Hz - 20 kHz,Yes,Yes,Closed,Black / Blue,
Astro A40,https://pcpartpicker.com/product/ctp323/astro-headphones-3ah42psx9w381,https://m.media-amazon.com/images/I/41Ll04XBOhL.jpg,Circumaural,20 Hz - 21 kHz,Yes,No,Closed,Orange / White,
Astro A40,https://pcpartpicker.com/product/y27CmG/astro-headphones-3as42psu9n381,https://m.media-amazon.com/images/I/31qHFAUCLlL.jpg,Circumaural,15 Hz - 20 kHz,Yes,No,Closed,Black,
Astro A40,https://pcpartpicker.com/product/PWbkcf/astro-headphones-3as42psu9w381,https://m.media-amazon.com/images/I/41cy2Ky76GL.jpg,Circumaural,20 Hz - 21 kHz,Yes,No,Closed,Orange / White,
Asus STRIX DSP,https://pcpartpicker.com/product/XWbkcf/asus-headphones-strixdsp,https://images-na.ssl-images-amazon.com/images/I/41qH05ownLL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Orange,
Audio-Technica ATH-PG1,https://pcpartpicker.com/product/4b8H99/audio-technica-headphones-athpg1,https://cdna.pcpartpicker.com/static/forever/images/product/01920ba2208447aee4e7ecb217865186.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,
Corsair Gaming H2100,https://pcpartpicker.com/product/RM8H99/corsair-headphones-ca9011136na,https://cdna.pcpartpicker.com/static/forever/images/product/5dd0c6c37ad9cbdd269cf74f77eefdd7.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Yellow,
Creative Labs EVO Zx,https://pcpartpicker.com/product/rwhj4D/creative-labs-headphones-70gh028000002,https://m.media-amazon.com/images/I/41WgbKvqKmL.jpg,Supra-aural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
Creative Labs DRACO HS880,https://pcpartpicker.com/product/GhgPxr/creative-labs-headphones-dracohs880,https://cdna.pcpartpicker.com/static/forever/images/product/5535e04fbd0702e570ff683ebc8dd795.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Red,
CTA Digital US-UGH,https://pcpartpicker.com/product/qwhj4D/cta-digital-headphones-usugh,https://cdna.pcpartpicker.com/static/forever/images/product/d7d537b1c299620dc19905c37bfcebf6.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,
Cyber Acoustics AC-8003,https://pcpartpicker.com/product/RzM323/cyber-acoustics-headphones-ac8003,https://m.media-amazon.com/images/I/21BBW+qez4L.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,
Func HS-260,https://pcpartpicker.com/product/9NNypg/func-headphones-funchs260wh,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black / White,
Genius Junceus HS-G650,https://pcpartpicker.com/product/wJbkcf/genius-headphones-31710062101,https://cdna.pcpartpicker.com/static/forever/images/product/e1dbe86104804cedac344dc005ca109b.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,
Klipsch KG-300,https://pcpartpicker.com/product/whyxFT/klipsch-headphones-1015905,/static/forever/img/no-image.png,Circumaural,16 Hz - 23 kHz,Yes,Yes,Closed,Black,
Mad Catz F.R.E.Q.9,https://pcpartpicker.com/product/k4qbt6/mad-catz-headphones-mcb434010a02021,https://images-na.ssl-images-amazon.com/images/I/41lKifA9EcL.jpg,Circumaural,,Yes,Yes,Closed,Black / Red,
Mad Catz F.R.E.Q.TE,https://pcpartpicker.com/product/z7hj4D/mad-catz-headphones-mcb434120002021,/static/forever/img/no-image.png,Circumaural,,Yes,No,Closed,Black / Blue,
Panasonic RP-DJS150M-K,https://pcpartpicker.com/product/vTBrxr/panasonic-headphones-rpdjs150mk,https://m.media-amazon.com/images/I/41Q32HUHMPL.jpg,Supra-aural,,Yes,No,Closed,Black,
Panasonic RP-DJS150M-W,https://pcpartpicker.com/product/JYTrxr/panasonic-headphones-rpdjs150mw,https://images-na.ssl-images-amazon.com/images/I/31Gy6eRGgSL.jpg,Supra-aural,,Yes,No,Closed,White,
Plantronics 202239-01,https://pcpartpicker.com/product/3Dx9TW/plantronics-headphones-20223901,/static/forever/img/no-image.png,Supra-aural,,Yes,No,Closed,Black / Silver,
Plantronics GAMECOM 818,https://pcpartpicker.com/product/Fx648d/plantronics-headphones-20390801,/static/forever/img/no-image.png,Circumaural,,Yes,Yes,Closed,Black / Orange,
Plantronics 89918-79,https://pcpartpicker.com/product/WbjWGX/plantronics-headphones-8991879,https://m.media-amazon.com/images/I/31VQtHPaSHL.jpg,Supra-aural,,Yes,No,Closed,Black,
